No,管轄コード,管轄名,行政区コード,行政区名,大字コード,大字名,小字コード,小字名,年齢,男,女,計
1094,0,,,,14,大字横見,,,90,1,1,2
1095,0,,,,14,大字横見,,,91,2,0,2
1096,0,,,,14,大字横見,,,92,1,1,2
1097,0,,,,14,大字横見,,,93,0,2,2
1098,0,,,,14,大字横見,,,94,0,1,1
1099,0,,,,14,大字横見,,,96,0,1,1
1100,0,,,,14,大字横見,,,98,0,1,1
1101,0,,,,15,大字日見,,,0,0,1,1
1102,0,,,,15,大字日見,,,6,0,1,1
1103,0,,,,15,大字日見,,,10,0,2,2
1104,0,,,,15,大字日見,,,13,2,1,3
1105,0,,,,15,大字日見,,,14,0,1,1
1106,0,,,,15,大字日見,,,18,0,1,1
1107,0,,,,15,大字日見,,,21,0,1,1
1108,0,,,,15,大字日見,,,24,0,1,1
1109,0,,,,15,大字日見,,,27,2,0,2
1110,0,,,,15,大字日見,,,28,0,1,1
1111,0,,,,15,大字日見,,,31,0,2,2
1112,0,,,,15,大字日見,,,34,1,0,1
1113,0,,,,15,大字日見,,,36,0,1,1
1114,0,,,,15,大字日見,,,40,0,1,1
1115,0,,,,15,大字日見,,,41,1,0,1
1116,0,,,,15,大字日見,,,43,1,1,2
1117,0,,,,15,大字日見,,,44,1,0,1
1118,0,,,,15,大字日見,,,45,0,2,2
1119,0,,,,15,大字日見,,,46,1,1,2
1120,0,,,,15,大字日見,,,47,1,1,2
1121,0,,,,15,大字日見,,,48,2,2,4
1122,0,,,,15,大字日見,,,49,2,1,3
1123,0,,,,15,大字日見,,,51,3,0,3
1124,0,,,,15,大字日見,,,52,1,0,1
1125,0,,,,15,大字日見,,,53,1,0,1
1126,0,,,,15,大字日見,,,54,0,1,1
1127,0,,,,15,大字日見,,,55,1,0,1
1128,0,,,,15,大字日見,,,56,2,1,3
1129,0,,,,15,大字日見,,,57,3,2,5
1130,0,,,,15,大字日見,,,58,1,2,3
1131,0,,,,15,大字日見,,,59,0,4,4
1132,0,,,,15,大字日見,,,61,1,5,6
1133,0,,,,15,大字日見,,,62,3,2,5
1134,0,,,,15,大字日見,,,63,3,3,6
1135,0,,,,15,大字日見,,,64,3,2,5
1136,0,,,,15,大字日見,,,65,3,0,3
1137,0,,,,15,大字日見,,,66,1,2,3
1138,0,,,,15,大字日見,,,67,1,1,2
1139,0,,,,15,大字日見,,,68,4,0,4
1140,0,,,,15,大字日見,,,69,1,1,2
1141,0,,,,15,大字日見,,,70,2,1,3
1142,0,,,,15,大字日見,,,71,2,2,4
1143,0,,,,15,大字日見,,,72,1,3,4
1144,0,,,,15,大字日見,,,73,1,3,4
1145,0,,,,15,大字日見,,,74,3,4,7
1146,0,,,,15,大字日見,,,75,3,2,5
1147,0,,,,15,大字日見,,,76,4,4,8
1148,0,,,,15,大字日見,,,77,1,3,4
1149,0,,,,15,大字日見,,,78,3,3,6
1150,0,,,,15,大字日見,,,79,2,2,4
1151,0,,,,15,大字日見,,,80,2,3,5
1152,0,,,,15,大字日見,,,81,1,1,2
1153,0,,,,15,大字日見,,,82,2,3,5
1154,0,,,,15,大字日見,,,83,2,5,7
1155,0,,,,15,大字日見,,,84,1,1,2
1156,0,,,,15,大字日見,,,85,2,3,5
1157,0,,,,15,大字日見,,,86,2,4,6
1158,0,,,,15,大字日見,,,87,3,2,5
1159,0,,,,15,大字日見,,,88,1,3,4
1160,0,,,,15,大字日見,,,89,1,2,3
1161,0,,,,15,大字日見,,,91,1,1,2
1162,0,,,,15,大字日見,,,92,2,2,4
1163,0,,,,15,大字日見,,,93,1,2,3
1164,0,,,,15,大字日見,,,97,1,1,2
1165,0,,,,16,大字伊保田,,,4,1,0,1
1166,0,,,,16,大字伊保田,,,6,1,0,1
1167,0,,,,16,大字伊保田,,,10,0,1,1
1168,0,,,,16,大字伊保田,,,14,1,0,1
1169,0,,,,16,大字伊保田,,,17,1,0,1
1170,0,,,,16,大字伊保田,,,18,1,1,2
1171,0,,,,16,大字伊保田,,,19,0,1,1
1172,0,,,,16,大字伊保田,,,20,0,1,1
1173,0,,,,16,大字伊保田,,,22,1,0,1
1174,0,,,,16,大字伊保田,,,23,2,0,2
1175,0,,,,16,大字伊保田,,,25,0,1,1
1176,0,,,,16,大字伊保田,,,27,2,0,2
1177,0,,,,16,大字伊保田,,,29,1,0,1
1178,0,,,,16,大字伊保田,,,30,1,2,3
1179,0,,,,16,大字伊保田,,,31,0,1,1
1180,0,,,,16,大字伊保田,,,32,1,0,1
1181,0,,,,16,大字伊保田,,,36,1,0,1
1182,0,,,,16,大字伊保田,,,40,1,0,1
1183,0,,,,16,大字伊保田,,,41,0,1,1
1184,0,,,,16,大字伊保田,,,42,4,0,4
1185,0,,,,16,大字伊保田,,,44,0,1,1
1186,0,,,,16,大字伊保田,,,45,0,1,1
1187,0,,,,16,大字伊保田,,,46,2,0,2
1188,0,,,,16,大字伊保田,,,47,1,1,2
1189,0,,,,16,大字伊保田,,,48,0,2,2
1190,0,,,,16,大字伊保田,,,49,2,2,4
1191,0,,,,16,大字伊保田,,,50,2,2,4
1192,0,,,,16,大字伊保田,,,51,1,0,1
1193,0,,,,16,大字伊保田,,,52,0,1,1
1194,0,,,,16,大字伊保田,,,53,0,1,1
1195,0,,,,16,大字伊保田,,,54,2,0,2
1196,0,,,,16,大字伊保田,,,55,2,1,3
1197,0,,,,16,大字伊保田,,,56,2,3,5
1198,0,,,,16,大字伊保田,,,57,0,1,1
1199,0,,,,16,大字伊保田,,,58,1,2,3
1200,0,,,,16,大字伊保田,,,59,2,2,4
1201,0,,,,16,大字伊保田,,,60,4,1,5
1202,0,,,,16,大字伊保田,,,61,0,2,2
1203,0,,,,16,大字伊保田,,,62,2,1,3
1204,0,,,,16,大字伊保田,,,63,1,6,7
1205,0,,,,16,大字伊保田,,,64,3,4,7
1206,0,,,,16,大字伊保田,,,65,9,2,11
1207,0,,,,16,大字伊保田,,,66,4,7,11
1208,0,,,,16,大字伊保田,,,67,5,0,5
1209,0,,,,16,大字伊保田,,,68,0,2,2
1210,0,,,,16,大字伊保田,,,69,2,1,3
1211,0,,,,16,大字伊保田,,,70,4,7,11
1212,0,,,,16,大字伊保田,,,71,3,4,7
1213,0,,,,16,大字伊保田,,,72,2,5,7
1214,0,,,,16,大字伊保田,,,73,5,5,10
1215,0,,,,16,大字伊保田,,,74,4,6,10
1216,0,,,,16,大字伊保田,,,75,5,4,9
1217,0,,,,16,大字伊保田,,,76,6,9,15
1218,0,,,,16,大字伊保田,,,77,6,6,12
1219,0,,,,16,大字伊保田,,,78,2,3,5
1220,0,,,,16,大字伊保田,,,79,3,3,6
1221,0,,,,16,大字伊保田,,,80,3,3,6
1222,0,,,,16,大字伊保田,,,81,1,1,2
1223,0,,,,16,大字伊保田,,,82,3,7,10
1224,0,,,,16,大字伊保田,,,83,2,9,11
1225,0,,,,16,大字伊保田,,,84,1,5,6
1226,0,,,,16,大字伊保田,,,85,3,3,6
1227,0,,,,16,大字伊保田,,,86,3,5,8
1228,0,,,,16,大字伊保田,,,87,0,2,2
1229,0,,,,16,大字伊保田,,,88,1,2,3
1230,0,,,,16,大字伊保田,,,89,2,0,2
1231,0,,,,16,大字伊保田,,,90,0,2,2
1232,0,,,,16,大字伊保田,,,91,1,4,5
1233,0,,,,16,大字伊保田,,,92,4,3,7
1234,0,,,,16,大字伊保田,,,93,1,1,2
1235,0,,,,16,大字伊保田,,,94,0,2,2
1236,0,,,,16,大字伊保田,,,95,0,1,1
1237,0,,,,16,大字伊保田,,,96,0,2,2
1238,0,,,,16,大字伊保田,,,97,0,1,1
1239,0,,,,16,大字伊保田,,,101,1,0,1
1240,0,,,,17,大字油宇,,,14,0,1,1
1241,0,,,,17,大字油宇,,,15,1,0,1
1242,0,,,,17,大字油宇,,,21,1,0,1
1243,0,,,,17,大字油宇,,,25,1,0,1
1244,0,,,,17,大字油宇,,,26,0,1,1
1245,0,,,,17,大字油宇,,,30,1,0,1
1246,0,,,,17,大字油宇,,,31,0,1,1
1247,0,,,,17,大字油宇,,,32,1,0,1
1248,0,,,,17,大字油宇,,,36,1,0,1
1249,0,,,,17,大字油宇,,,37,2,0,2
1250,0,,,,17,大字油宇,,,39,0,1,1
1251,0,,,,17,大字油宇,,,41,2,0,2
1252,0,,,,17,大字油宇,,,44,1,0,1
1253,0,,,,17,大字油宇,,,45,2,1,3
1254,0,,,,17,大字油宇,,,46,1,0,1
1255,0,,,,17,大字油宇,,,48,1,0,1
1256,0,,,,17,大字油宇,,,49,3,1,4
1257,0,,,,17,大字油宇,,,50,1,0,1
1258,0,,,,17,大字油宇,,,51,1,0,1
1259,0,,,,17,大字油宇,,,52,0,1,1
1260,0,,,,17,大字油宇,,,53,2,2,4
1261,0,,,,17,大字油宇,,,54,0,1,1
1262,0,,,,17,大字油宇,,,55,1,1,2
1263,0,,,,17,大字油宇,,,56,0,1,1
1264,0,,,,17,大字油宇,,,57,1,4,5
1265,0,,,,17,大字油宇,,,58,1,1,2
1266,0,,,,17,大字油宇,,,59,0,1,1
1267,0,,,,17,大字油宇,,,61,0,3,3
1268,0,,,,17,大字油宇,,,62,2,2,4
1269,0,,,,17,大字油宇,,,63,2,2,4
1270,0,,,,17,大字油宇,,,65,4,5,9
1271,0,,,,17,大字油宇,,,66,2,1,3
1272,0,,,,17,大字油宇,,,67,4,2,6
1273,0,,,,17,大字油宇,,,68,4,3,7
1274,0,,,,17,大字油宇,,,69,3,2,5
1275,0,,,,17,大字油宇,,,70,5,1,6
1276,0,,,,17,大字油宇,,,71,2,2,4
1277,0,,,,17,大字油宇,,,72,1,3,4
1278,0,,,,17,大字油宇,,,73,1,0,1
1279,0,,,,17,大字油宇,,,74,4,3,7
1280,0,,,,17,大字油宇,,,75,1,6,7
1281,0,,,,17,大字油宇,,,76,2,3,5
1282,0,,,,17,大字油宇,,,77,3,2,5
1283,0,,,,17,大字油宇,,,78,3,4,7
1284,0,,,,17,大字油宇,,,79,5,2,7
1285,0,,,,17,大字油宇,,,80,2,4,6
1286,0,,,,17,大字油宇,,,81,6,6,12
1287,0,,,,17,大字油宇,,,82,3,7,10
1288,0,,,,17,大字油宇,,,83,2,2,4
1289,0,,,,17,大字油宇,,,84,3,1,4
1290,0,,,,17,大字油宇,,,85,2,3,5
1291,0,,,,17,大字油宇,,,86,1,3,4
1292,0,,,,17,大字油宇,,,87,1,3,4
1293,0,,,,17,大字油宇,,,88,3,4,7
1294,0,,,,17,大字油宇,,,89,1,1,2
1295,0,,,,17,大字油宇,,,90,3,2,5
1296,0,,,,17,大字油宇,,,91,0,2,2
1297,0,,,,17,大字油宇,,,92,2,2,4
1298,0,,,,17,大字油宇,,,93,0,4,4
1299,0,,,,17,大字油宇,,,94,1,0,1
1300,0,,,,17,大字油宇,,,95,0,2,2
1301,0,,,,17,大字油宇,,,96,0,1,1
1302,0,,,,17,大字油宇,,,97,0,1,1
1303,0,,,,17,大字油宇,,,100,0,1,1
1304,0,,,,17,大字油宇,,,105,0,1,1
1305,0,,,,18,大字和田,,,3,1,0,1
1306,0,,,,18,大字和田,,,7,0,2,2
1307,0,,,,18,大字和田,,,9,2,0,2
1308,0,,,,18,大字和田,,,11,1,0,1
1309,0,,,,18,大字和田,,,12,2,0,2
1310,0,,,,18,大字和田,,,13,0,1,1
1311,0,,,,18,大字和田,,,14,1,0,1
1312,0,,,,18,大字和田,,,15,0,1,1
1313,0,,,,18,大字和田,,,25,1,0,1
1314,0,,,,18,大字和田,,,27,0,1,1
1315,0,,,,18,大字和田,,,32,1,0,1
1316,0,,,,18,大字和田,,,34,0,1,1
1317,0,,,,18,大字和田,,,37,0,2,2
1318,0,,,,18,大字和田,,,39,1,1,2
1319,0,,,,18,大字和田,,,40,4,1,5
1320,0,,,,18,大字和田,,,41,0,2,2
1321,0,,,,18,大字和田,,,43,1,0,1
1322,0,,,,18,大字和田,,,46,1,1,2
1323,0,,,,18,大字和田,,,48,1,2,3
1324,0,,,,18,大字和田,,,50,0,1,1
1325,0,,,,18,大字和田,,,51,3,0,3
1326,0,,,,18,大字和田,,,53,0,1,1
1327,0,,,,18,大字和田,,,54,1,1,2
1328,0,,,,18,大字和田,,,55,3,2,5
1329,0,,,,18,大字和田,,,56,0,1,1
1330,0,,,,18,大字和田,,,57,3,2,5
1331,0,,,,18,大字和田,,,58,0,1,1
1332,0,,,,18,大字和田,,,60,1,0,1
1333,0,,,,18,大字和田,,,61,2,2,4
1334,0,,,,18,大字和田,,,62,0,5,5
1335,0,,,,18,大字和田,,,63,4,1,5
1336,0,,,,18,大字和田,,,64,2,0,2
1337,0,,,,18,大字和田,,,65,5,4,9
1338,0,,,,18,大字和田,,,66,3,1,4
1339,0,,,,18,大字和田,,,67,3,2,5
1340,0,,,,18,大字和田,,,68,4,2,6
1341,0,,,,18,大字和田,,,69,5,2,7
1342,0,,,,18,大字和田,,,70,1,7,8
1343,0,,,,18,大字和田,,,71,3,2,5
1344,0,,,,18,大字和田,,,72,0,5,5
1345,0,,,,18,大字和田,,,73,2,7,9
1346,0,,,,18,大字和田,,,74,4,3,7
1347,0,,,,18,大字和田,,,75,4,2,6
1348,0,,,,18,大字和田,,,76,1,8,9
1349,0,,,,18,大字和田,,,77,6,3,9
1350,0,,,,18,大字和田,,,78,4,1,5
1351,0,,,,18,大字和田,,,79,2,1,3
1352,0,,,,18,大字和田,,,80,3,2,5
1353,0,,,,18,大字和田,,,81,2,4,6
1354,0,,,,18,大字和田,,,82,1,0,1
1355,0,,,,18,大字和田,,,83,2,2,4
1356,0,,,,18,大字和田,,,84,2,1,3
1357,0,,,,18,大字和田,,,85,1,6,7
1358,0,,,,18,大字和田,,,86,1,0,1
1359,0,,,,18,大字和田,,,87,0,3,3
1360,0,,,,18,大字和田,,,88,2,3,5
1361,0,,,,18,大字和田,,,89,1,1,2
1362,0,,,,18,大字和田,,,90,1,4,5
1363,0,,,,18,大字和田,,,91,1,2,3
1364,0,,,,18,大字和田,,,92,0,1,1
1365,0,,,,18,大字和田,,,94,0,1,1
1366,0,,,,18,大字和田,,,95,0,1,1
1367,0,,,,18,大字和田,,,96,1,0,1
1368,0,,,,18,大字和田,,,98,0,2,2
1369,0,,,,19,大字内入,,,6,1,1,2
1370,0,,,,19,大字内入,,,13,1,0,1
1371,0,,,,19,大字内入,,,15,0,1,1
1372,0,,,,19,大字内入,,,40,0,1,1
1373,0,,,,19,大字内入,,,41,1,0,1
1374,0,,,,19,大字内入,,,43,0,1,1
1375,0,,,,19,大字内入,,,48,0,1,1
1376,0,,,,19,大字内入,,,51,1,1,2
1377,0,,,,19,大字内入,,,52,0,1,1
1378,0,,,,19,大字内入,,,54,1,0,1
1379,0,,,,19,大字内入,,,55,1,0,1
1380,0,,,,19,大字内入,,,56,3,1,4
1381,0,,,,19,大字内入,,,58,1,0,1
1382,0,,,,19,大字内入,,,59,0,1,1
1383,0,,,,19,大字内入,,,60,0,1,1
1384,0,,,,19,大字内入,,,63,0,1,1
1385,0,,,,19,大字内入,,,64,0,1,1
1386,0,,,,19,大字内入,,,65,0,1,1
1387,0,,,,19,大字内入,,,67,1,1,2
1388,0,,,,19,大字内入,,,71,1,0,1
1389,0,,,,19,大字内入,,,73,0,2,2
1390,0,,,,19,大字内入,,,74,1,1,2
1391,0,,,,19,大字内入,,,75,0,2,2
1392,0,,,,19,大字内入,,,76,1,2,3
1393,0,,,,19,大字内入,,,77,1,1,2
1394,0,,,,19,大字内入,,,78,1,0,1
1395,0,,,,19,大字内入,,,80,3,2,5
1396,0,,,,19,大字内入,,,81,3,1,4
1397,0,,,,19,大字内入,,,82,2,1,3
1398,0,,,,19,大字内入,,,83,0,1,1
1399,0,,,,19,大字内入,,,84,2,2,4
1400,0,,,,19,大字内入,,,86,2,0,2
1401,0,,,,19,大字内入,,,88,0,1,1
1402,0,,,,19,大字内入,,,89,0,1,1
1403,0,,,,19,大字内入,,,90,0,1,1
1404,0,,,,19,大字内入,,,92,1,0,1
1405,0,,,,19,大字内入,,,93,1,1,2
1406,0,,,,19,大字内入,,,94,1,0,1
1407,0,,,,19,大字内入,,,95,0,2,2
1408,0,,,,20,大字小泊,,,0,1,0,1
1409,0,,,,20,大字小泊,,,3,0,1,1
1410,0,,,,20,大字小泊,,,13,0,1,1
1411,0,,,,20,大字小泊,,,17,1,0,1
1412,0,,,,20,大字小泊,,,18,0,1,1
1413,0,,,,20,大字小泊,,,35,1,0,1
1414,0,,,,20,大字小泊,,,38,0,1,1
1415,0,,,,20,大字小泊,,,41,1,1,2
1416,0,,,,20,大字小泊,,,44,0,1,1
1417,0,,,,20,大字小泊,,,45,1,2,3
1418,0,,,,20,大字小泊,,,46,1,0,1
1419,0,,,,20,大字小泊,,,47,1,0,1
1420,0,,,,20,大字小泊,,,49,1,0,1
1421,0,,,,20,大字小泊,,,50,1,0,1
1422,0,,,,20,大字小泊,,,51,1,1,2
1423,0,,,,20,大字小泊,,,52,1,0,1
1424,0,,,,20,大字小泊,,,54,1,0,1
1425,0,,,,20,大字小泊,,,56,1,0,1
1426,0,,,,20,大字小泊,,,58,1,0,1
1427,0,,,,20,大字小泊,,,59,1,0,1
1428,0,,,,20,大字小泊,,,60,1,0,1
1429,0,,,,20,大字小泊,,,61,1,0,1
1430,0,,,,20,大字小泊,,,62,0,1,1
1431,0,,,,20,大字小泊,,,64,1,0,1
1432,0,,,,20,大字小泊,,,65,0,1,1
1433,0,,,,20,大字小泊,,,66,2,2,4
1434,0,,,,20,大字小泊,,,67,0,3,3
1435,0,,,,20,大字小泊,,,68,4,0,4
1436,0,,,,20,大字小泊,,,69,0,1,1
1437,0,,,,20,大字小泊,,,70,3,0,3
1438,0,,,,20,大字小泊,,,71,0,2,2
1439,0,,,,20,大字小泊,,,72,1,3,4
1440,0,,,,20,大字小泊,,,73,3,0,3
1441,0,,,,20,大字小泊,,,74,0,5,5
1442,0,,,,20,大字小泊,,,75,2,3,5
1443,0,,,,20,大字小泊,,,76,1,2,3
1444,0,,,,20,大字小泊,,,77,4,3,7
1445,0,,,,20,大字小泊,,,78,0,2,2
1446,0,,,,20,大字小泊,,,79,1,1,2
1447,0,,,,20,大字小泊,,,80,2,1,3
1448,0,,,,20,大字小泊,,,81,5,0,5
1449,0,,,,20,大字小泊,,,82,1,2,3
1450,0,,,,20,大字小泊,,,83,3,0,3
1451,0,,,,20,大字小泊,,,84,1,1,2
1452,0,,,,20,大字小泊,,,85,0,2,2
1453,0,,,,20,大字小泊,,,87,1,2,3
1454,0,,,,20,大字小泊,,,88,0,1,1
1455,0,,,,20,大字小泊,,,89,0,1,1
1456,0,,,,20,大字小泊,,,92,0,1,1
1457,0,,,,20,大字小泊,,,95,0,1,1
1458,0,,,,20,大字小泊,,,97,0,2,2
1459,0,,,,21,大字和佐,,,1,0,1,1
1460,0,,,,21,大字和佐,,,2,1,0,1
1461,0,,,,21,大字和佐,,,3,1,0,1
1462,0,,,,21,大字和佐,,,8,1,0,1
1463,0,,,,21,大字和佐,,,9,1,0,1
1464,0,,,,21,大字和佐,,,10,0,1,1
1465,0,,,,21,大字和佐,,,16,0,1,1
1466,0,,,,21,大字和佐,,,28,0,1,1
1467,0,,,,21,大字和佐,,,30,1,0,1
1468,0,,,,21,大字和佐,,,36,0,1,1
1469,0,,,,21,大字和佐,,,41,0,1,1
1470,0,,,,21,大字和佐,,,43,0,1,1
1471,0,,,,21,大字和佐,,,45,2,0,2
1472,0,,,,21,大字和佐,,,47,1,0,1
1473,0,,,,21,大字和佐,,,48,1,2,3
1474,0,,,,21,大字和佐,,,51,1,0,1
1475,0,,,,21,大字和佐,,,62,0,2,2
1476,0,,,,21,大字和佐,,,63,1,0,1
1477,0,,,,21,大字和佐,,,65,2,2,4
1478,0,,,,21,大字和佐,,,66,2,0,2
1479,0,,,,21,大字和佐,,,67,1,0,1
1480,0,,,,21,大字和佐,,,69,0,2,2
1481,0,,,,21,大字和佐,,,70,1,4,5
1482,0,,,,21,大字和佐,,,71,3,0,3
1483,0,,,,21,大字和佐,,,72,1,1,2
1484,0,,,,21,大字和佐,,,73,1,1,2
1485,0,,,,21,大字和佐,,,74,2,2,4
1486,0,,,,21,大字和佐,,,75,3,5,8
1487,0,,,,21,大字和佐,,,76,4,1,5
1488,0,,,,21,大字和佐,,,77,0,1,1
1489,0,,,,21,大字和佐,,,78,1,1,2
1490,0,,,,21,大字和佐,,,79,3,0,3
1491,0,,,,21,大字和佐,,,80,2,1,3
1492,0,,,,21,大字和佐,,,81,0,3,3
1493,0,,,,21,大字和佐,,,82,2,1,3
1494,0,,,,21,大字和佐,,,83,0,1,1
1495,0,,,,21,大字和佐,,,84,0,3,3
1496,0,,,,21,大字和佐,,,85,0,1,1
1497,0,,,,21,大字和佐,,,86,1,2,3
1498,0,,,,21,大字和佐,,,87,0,3,3
1499,0,,,,21,大字和佐,,,88,1,0,1
1500,0,,,,21,大字和佐,,,89,1,3,4
1501,0,,,,21,大字和佐,,,91,0,2,2
1502,0,,,,21,大字和佐,,,92,2,1,3
1503,0,,,,21,大字和佐,,,93,1,1,2
1504,0,,,,21,大字和佐,,,94,0,1,1
1505,0,,,,21,大字和佐,,,96,1,0,1
1506,0,,,,22,大字神浦,,,55,1,0,1
1507,0,,,,22,大字神浦,,,59,1,0,1
1508,0,,,,22,大字神浦,,,60,1,0,1
1509,0,,,,22,大字神浦,,,62,1,0,1
1510,0,,,,22,大字神浦,,,64,1,0,1
1511,0,,,,22,大字神浦,,,71,1,0,1
1512,0,,,,22,大字神浦,,,74,0,1,1
1513,0,,,,22,大字神浦,,,76,0,2,2
1514,0,,,,22,大字神浦,,,77,1,1,2
1515,0,,,,22,大字神浦,,,78,1,0,1
1516,0,,,,22,大字神浦,,,79,2,0,2
1517,0,,,,22,大字神浦,,,80,0,1,1
1518,0,,,,22,大字神浦,,,81,0,1,1
1519,0,,,,22,大字神浦,,,82,0,1,1
1520,0,,,,22,大字神浦,,,83,2,1,3
1521,0,,,,22,大字神浦,,,85,0,1,1
1522,0,,,,22,大字神浦,,,86,2,1,3
1523,0,,,,22,大字神浦,,,87,1,3,4
1524,0,,,,22,大字神浦,,,88,2,0,2
1525,0,,,,22,大字神浦,,,90,1,0,1
1526,0,,,,22,大字神浦,,,92,0,1,1
1527,0,,,,23,大字森,,,1,2,2,4
1528,0,,,,23,大字森,,,2,1,0,1
1529,0,,,,23,大字森,,,3,1,1,2
1530,0,,,,23,大字森,,,4,1,0,1
1531,0,,,,23,大字森,,,5,0,1,1
1532,0,,,,23,大字森,,,6,0,1,1
1533,0,,,,23,大字森,,,7,1,2,3
1534,0,,,,23,大字森,,,8,1,0,1
1535,0,,,,23,大字森,,,9,0,3,3
1536,0,,,,23,大字森,,,11,1,2,3
1537,0,,,,23,大字森,,,12,1,0,1
1538,0,,,,23,大字森,,,13,3,0,3
1539,0,,,,23,大字森,,,15,2,1,3
1540,0,,,,23,大字森,,,16,0,2,2
1541,0,,,,23,大字森,,,17,0,2,2
1542,0,,,,23,大字森,,,18,0,1,1
1543,0,,,,23,大字森,,,23,1,0,1
1544,0,,,,23,大字森,,,25,0,1,1
1545,0,,,,23,大字森,,,26,1,0,1
1546,0,,,,23,大字森,,,28,1,0,1
1547,0,,,,23,大字森,,,29,0,2,2
1548,0,,,,23,大字森,,,31,0,1,1
1549,0,,,,23,大字森,,,32,1,3,4
1550,0,,,,23,大字森,,,33,1,1,2
1551,0,,,,23,大字森,,,34,2,0,2
1552,0,,,,23,大字森,,,35,1,0,1
1553,0,,,,23,大字森,,,36,1,2,3
1554,0,,,,23,大字森,,,37,0,1,1
1555,0,,,,23,大字森,,,38,1,1,2
1556,0,,,,23,大字森,,,39,2,0,2
1557,0,,,,23,大字森,,,40,2,2,4
1558,0,,,,23,大字森,,,41,1,3,4
1559,0,,,,23,大字森,,,42,1,1,2
1560,0,,,,23,大字森,,,43,2,3,5
1561,0,,,,23,大字森,,,44,1,1,2
1562,0,,,,23,大字森,,,46,2,0,2
1563,0,,,,23,大字森,,,47,1,1,2
1564,0,,,,23,大字森,,,48,2,0,2
1565,0,,,,23,大字森,,,50,2,0,2
1566,0,,,,23,大字森,,,51,1,2,3
1567,0,,,,23,大字森,,,52,2,2,4
1568,0,,,,23,大字森,,,53,1,0,1
1569,0,,,,23,大字森,,,54,0,1,1
1570,0,,,,23,大字森,,,55,1,1,2
1571,0,,,,23,大字森,,,56,2,0,2
1572,0,,,,23,大字森,,,57,1,1,2
1573,0,,,,23,大字森,,,58,1,0,1
1574,0,,,,23,大字森,,,59,1,1,2
1575,0,,,,23,大字森,,,60,2,2,4
1576,0,,,,23,大字森,,,62,1,2,3
1577,0,,,,23,大字森,,,63,2,1,3
1578,0,,,,23,大字森,,,64,2,2,4
1579,0,,,,23,大字森,,,65,0,2,2
1580,0,,,,23,大字森,,,66,4,3,7
1581,0,,,,23,大字森,,,67,1,4,5
1582,0,,,,23,大字森,,,68,3,2,5
1583,0,,,,23,大字森,,,69,1,1,2
1584,0,,,,23,大字森,,,70,3,1,4
1585,0,,,,23,大字森,,,71,1,1,2
1586,0,,,,23,大字森,,,72,1,2,3
1587,0,,,,23,大字森,,,73,4,1,5
1588,0,,,,23,大字森,,,74,1,2,3
1589,0,,,,23,大字森,,,75,2,2,4
1590,0,,,,23,大字森,,,76,2,4,6
1591,0,,,,23,大字森,,,77,3,3,6
1592,0,,,,23,大字森,,,78,2,2,4
1593,0,,,,23,大字森,,,79,1,5,6
1594,0,,,,23,大字森,,,80,3,0,3
1595,0,,,,23,大字森,,,81,1,3,4
1596,0,,,,23,大字森,,,82,1,4,5
1597,0,,,,23,大字森,,,83,1,1,2
1598,0,,,,23,大字森,,,84,1,2,3
1599,0,,,,23,大字森,,,85,1,1,2
1600,0,,,,23,大字森,,,86,0,3,3
1601,0,,,,23,大字森,,,87,2,0,2
1602,0,,,,23,大字森,,,88,0,2,2
1603,0,,,,23,大字森,,,90,1,1,2
1604,0,,,,23,大字森,,,92,0,1,1
1605,0,,,,23,大字森,,,93,0,1,1
1606,0,,,,23,大字森,,,94,0,2,2
1607,0,,,,23,大字森,,,95,0,1,1
1608,0,,,,23,大字森,,,97,0,1,1
1609,0,,,,24,大字平野,,,0,0,1,1
1610,0,,,,24,大字平野,,,1,2,0,2
1611,0,,,,24,大字平野,,,2,2,0,2
1612,0,,,,24,大字平野,,,3,0,1,1
1613,0,,,,24,大字平野,,,5,0,1,1
1614,0,,,,24,大字平野,,,7,1,0,1
1615,0,,,,24,大字平野,,,9,1,0,1
1616,0,,,,24,大字平野,,,12,3,3,6
1617,0,,,,24,大字平野,,,13,2,0,2
1618,0,,,,24,大字平野,,,14,2,0,2
1619,0,,,,24,大字平野,,,15,1,0,1
1620,0,,,,24,大字平野,,,18,3,0,3
1621,0,,,,24,大字平野,,,19,2,1,3
1622,0,,,,24,大字平野,,,21,0,1,1
1623,0,,,,24,大字平野,,,22,0,1,1
1624,0,,,,24,大字平野,,,23,0,1,1
1625,0,,,,24,大字平野,,,24,0,1,1
1626,0,,,,24,大字平野,,,25,1,1,2
1627,0,,,,24,大字平野,,,27,0,1,1
1628,0,,,,24,大字平野,,,28,1,2,3
1629,0,,,,24,大字平野,,,29,0,1,1
1630,0,,,,24,大字平野,,,30,3,0,3
1631,0,,,,24,大字平野,,,32,1,1,2
1632,0,,,,24,大字平野,,,33,2,0,2
1633,0,,,,24,大字平野,,,34,0,1,1
1634,0,,,,24,大字平野,,,35,2,1,3
1635,0,,,,24,大字平野,,,36,1,0,1
1636,0,,,,24,大字平野,,,37,1,1,2
1637,0,,,,24,大字平野,,,38,0,2,2
1638,0,,,,24,大字平野,,,39,1,0,1
1639,0,,,,24,大字平野,,,40,2,0,2
1640,0,,,,24,大字平野,,,41,2,2,4
