ＮＯ,名称,名称カナ,住所,緯度,経度,管理先電話番号,市区町村コード,都道府県名,市区町村名,災害種別_洪水,災害種別_崖崩れ、土石流及び地滑り,災害種別_高潮,災害種別_地震,災害種別_津波,災害種別_大規模な火事,災害種別_内水氾濫,災害種別_火山現象,指定避難所との重複,想定収用人数,ＵＲＬ,備　考
789,防府市記念モデル児童遊園,ホウフシキネンモデルジドウユウエン,山口県防府市三田尻三丁目55-1,34.04528545,131.5787487,0835-25-2159,35206,山口県,防府市,1,1,,1,1,1,,,,2550(2㎡あたり1人）,http://www.city.hofu.yamaguchi.jp/soshiki/2/hinanjo.html,
790,"ザ・ビッグ防府店
駐車場",ザ・ビッグホウフテンチュウシャジョウ,山口県防府市警固町1-1-55,34.05234247,131.5796463,0835-26-1333,35206,山口県,防府市,,1,1,1,1,1,,,,750(2㎡あたり1人）,http://www.city.hofu.yamaguchi.jp/soshiki/2/hinanjo.html,
791,イオンタウン防府駐車場,イオンタウンホウフチュウシャジョウ,山口県防府市鐘紡町7-1,34.04837144,131.5902102,0835-26-0609,35206,山口県,防府市,,1,,1,,1,,,,8500(2㎡あたり1人）,http://www.city.hofu.yamaguchi.jp/soshiki/2/hinanjo.html,
792,防府市スポーツセンター・陸上競技場,ホウフシスポーツセンター・リクジョウキョウギジョウ,山口県防府市浜方94-2,34.02017536,131.5702625,0835-25-7555,35206,山口県,防府市,1,1,,1,,1,,,,90000(2㎡あたり1人）,http://www.city.hofu.yamaguchi.jp/soshiki/2/hinanjo.html,
793,"アルク三田尻店
駐車場",アルクミタジリテンチュウシャジョウ,山口県防府市大字新田111-5,34.03671096,131.5707931,0835-23-1111,35206,山口県,防府市,,1,,1,1,1,,,,2500(2㎡あたり1人）,http://www.city.hofu.yamaguchi.jp/soshiki/2/hinanjo.html,
794,マックスバリュ新田店　駐車場,マックスバリュシンデンテンチュウシャジョウ,山口県防府市大字新田1047-2,34.02751316,131.5662099,0835-21-5800,35206,山口県,防府市,,1,,1,,1,,,,2750(2㎡あたり1人）,http://www.city.hofu.yamaguchi.jp/soshiki/2/hinanjo.html,
795,西佐波緑地,ニシサバリョクチ,山口県防府市佐波二丁目2-11,34.05709094,131.5640634,0835-25-2159,35206,山口県,防府市,,1,1,1,1,1,,,,1750(2㎡あたり1人）,http://www.city.hofu.yamaguchi.jp/soshiki/2/hinanjo.html,
796,日の出広場児童遊園,ヒノデヒロバジドウユウエン,山口県防府市本橋町543,34.06558036,131.5658532,0835-25-2159,35206,山口県,防府市,,1,1,1,1,1,,,,2150(2㎡あたり1人）,http://www.city.hofu.yamaguchi.jp/soshiki/2/hinanjo.html,
797,イオン防府店東側平面駐車場・映画館,イオンホウフテンヒガシガワチュウシャジョウ・エイガカン,山口県防府市中央町1-3,34.0521275,131.5695991,0835-24-5721,35206,山口県,防府市,,1,1,1,1,1,,,,2750(2㎡あたり1人）,http://www.city.hofu.yamaguchi.jp/soshiki/2/hinanjo.html,
798,向島児童遊園,ムコウシマジドウユウエン,山口県防府市大字向島379-24,34.02000403,131.5826722,0835-25-2159,35206,山口県,防府市,1,1,,1,,1,,,,550(2㎡あたり1人）,http://www.city.hofu.yamaguchi.jp/soshiki/2/hinanjo.html,
799,"アルク中関店
駐車場",アルクナカノセキテンチュウシャジョウ,山口県防府市大字田島1497-2,34.02316515,131.545018,0835-26-0909,35206,山口県,防府市,,1,1,1,1,1,,,,3700(2㎡あたり1人）,http://www.city.hofu.yamaguchi.jp/soshiki/2/hinanjo.html,
800,華城公園,ハナギコウエン,山口県防府市伊佐江町437-1,34.04558797,131.5529883,0835-25-2159,35206,山口県,防府市,,1,,1,1,1,,,,1500(2㎡あたり1人）,http://www.city.hofu.yamaguchi.jp/soshiki/2/hinanjo.html,
801,マックスバリュ防府西店　駐車場,マックスバリュホウフニシテン　チュウシャジョウ,山口県防府市大字植松575-1,34.0491658,131.5396646,0835-27-5830,35206,山口県,防府市,,1,,1,1,1,,,,5900(2㎡あたり1人）,http://www.city.hofu.yamaguchi.jp/soshiki/2/hinanjo.html,
802,上右田児童遊園,カミミギタジドウユウエン,山口県防府市大字上右田2698-7,34.07225214,131.5676741,0835-25-2152,35206,山口県,防府市,,1,1,1,1,1,,,,950(2㎡あたり1人）,http://www.city.hofu.yamaguchi.jp/soshiki/2/hinanjo.html,
803,誠和児童遊園,セイワジドウユウエン,山口県防府市大字下右田468-2,34.06879377,131.5610534,0835-25-2159,35206,山口県,防府市,,1,1,1,1,1,,,,750(2㎡あたり1人）,http://www.city.hofu.yamaguchi.jp/soshiki/2/hinanjo.html,
804,大道児童遊園,ダイドウジドウユウエン,山口県防府市大字台道1346-13,34.05103294,131.49519,0835-25-2159,35206,山口県,防府市,,1,,1,1,1,,,,1350(2㎡あたり1人）,http://www.city.hofu.yamaguchi.jp/soshiki/2/hinanjo.html,
805,豊井小学校（体育館）,トヨイショウガッコウ（タイイクカン）,山口県下松市大字豊井1134,33.99993426,131.8783957,0833-41-0531,35207,山口県,下松市,1,,1,1,1,,,,1,291(2㎡あたり1人）,http://www.city.kudamatsu.lg.jp/soumu/soumu/soumu/soumu2.html,
806,豊井公民館,トヨイコウミンカン,山口県下松市琴平町2-8-7,34.0028511,131.8750048,0833-43-9107,35207,山口県,下松市,1,1,1,1,1,,,,1,337(2㎡あたり1人）,http://www.city.kudamatsu.lg.jp/soumu/soumu/soumu/soumu2.html,
807,下松中学校（体育館）,クダマツチュウガッコウ（タイイクカン）,山口県下松市古川町2-1-1,34.00876545,131.8701663,0833-41-0761,35207,山口県,下松市,1,1,,1,1,,,,1,565(2㎡あたり1人）,http://www.city.kudamatsu.lg.jp/soumu/soumu/soumu/soumu2.html,
808,下松小学校（体育館）,クダマツショウガッコウ（タイイクカン）,山口県下松市大字西豊井698,34.01284618,131.8713896,0833-41-0062,35207,山口県,下松市,1,1,1,1,1,,,,1,510(2㎡あたり1人）,http://www.city.kudamatsu.lg.jp/soumu/soumu/soumu/soumu2.html,
809,旗岡集会所,ハタオカシュウカイショ,山口県下松市旗岡1-7-1,34.01012492,131.8759237,0833-45-1832,35207,山口県,下松市,1,,1,,1,,,,1,72(2㎡あたり1人）,http://www.city.kudamatsu.lg.jp/soumu/soumu/soumu/soumu2.html,
810,下松中央公民館,クダマツチュウオウコウミンカン,山口県下松市大手町2-3-1,34.01387669,131.8678823,0833-41-0906,35207,山口県,下松市,1,1,1,1,1,,,,1,573(2㎡あたり1人）,http://www.city.kudamatsu.lg.jp/soumu/soumu/soumu/soumu2.html,
811,下松市市民体育館,クダマツシシミンタイイクカン,山口県下松市西柳1-1-1,34.0157791,131.8669777,0833-41-2832,35207,山口県,下松市,1,1,1,,1,,,,1,726(2㎡あたり1人）,http://www.city.kudamatsu.lg.jp/soumu/soumu/soumu/soumu2.html,
812,下松市駅南市民交流センター（きらぼし館）,クダマツシエキミナミシミンコウリュウセンター（キラボシカン）,山口県下松市大字西豊井1247,34.00840998,131.8671399,0833-48-6080,35207,山口県,下松市,1,1,1,1,1,,,,1,217(2㎡あたり1人）,http://www.city.kudamatsu.lg.jp/soumu/soumu/soumu/soumu2.html,
813,下松市温水プール（アクアピアこいじ）,クダマツシオンスイプール（アクアピアコイジ）,山口県下松市大字河内140,34.02641259,131.8866673,0833-41-6200,35207,山口県,下松市,1,1,1,1,1,,,,1,125(2㎡あたり1人）,http://www.city.kudamatsu.lg.jp/soumu/soumu/soumu/soumu2.html,
814,下松スポーツ公園体育館,クダマツスポーツコウエンタイイクカン,山口県下松市大字河内140,34.02543449,131.8871072,0833-45-3700,35207,山口県,下松市,1,1,1,1,1,,,,1,912(2㎡あたり1人）,http://www.city.kudamatsu.lg.jp/soumu/soumu/soumu/soumu2.html,
815,久保公民館,クボコウミンカン,山口県下松市大字河内583-1,34.02776674,131.9024201,0833-46-0700,35207,山口県,下松市,1,1,1,,1,,,,1,269(2㎡あたり1人）,http://www.city.kudamatsu.lg.jp/soumu/soumu/soumu/soumu2.html,
816,東陽小学校（体育館）,トウヨウショウガッコウ（タイイクカン）,山口県下松市東陽4-17-1,34.03578234,131.9135389,0833-46-3110,35207,山口県,下松市,1,1,1,1,1,,,,1,309(2㎡あたり1人）,http://www.city.kudamatsu.lg.jp/soumu/soumu/soumu/soumu2.html,
817,末武公民館,スエタケコウミンカン,山口県下松市潮音町1-1-2,34.01839532,131.8566614,0833-41-2965,35207,山口県,下松市,1,1,1,,1,,1,,1,225(2㎡あたり1人）,http://www.city.kudamatsu.lg.jp/soumu/soumu/soumu/soumu2.html,
818,末武中学校（体育館）,スエタケチュウガッコウ（タイイクカン）,山口県下松市美里町1-8-1,34.02511046,131.8655458,0833-44-8021,35207,山口県,下松市,1,1,1,1,1,,1,,1,570(2㎡あたり1人）,http://www.city.kudamatsu.lg.jp/soumu/soumu/soumu/soumu2.html,
819,下松工業高等学校（体育館）,クダマツコウギョウコウトウガッコウ（タイイクカン）,山口県下松市美里町4-13-1,34.02017158,131.857657,0833-41-1430,35207,山口県,下松市,1,1,,1,1,,1,,1,645(2㎡あたり1人）,http://www.city.kudamatsu.lg.jp/soumu/soumu/soumu/soumu2.html,
820,下松市文化会館（スターピアくだまつ）,クダマツシブンカカイカン（スターピアクダマツ）,山口県下松市中央町21-1,34.01802808,131.8640669,0833-41-6800,35207,山口県,下松市,1,1,,1,1,,1,,1,661(2㎡あたり1人）,http://www.city.kudamatsu.lg.jp/soumu/soumu/soumu/soumu2.html,
821,老人福祉会館「玉鶴」,ロウジンフクシカイカン「タマツル」,山口県下松市大字末武下611,34.01212114,131.8591388,0833-43-8486,35207,山口県,下松市,1,1,,,1,,1,,1,112(2㎡あたり1人）,http://www.city.kudamatsu.lg.jp/soumu/soumu/soumu/soumu2.html,
822,中村総合福祉センター,ナカムラソウゴウフクシセンター,山口県下松市瑞穂町4-3-12,34.02415578,131.8498532,0833-41-2383,35207,山口県,下松市,1,1,,,1,,1,,1,194(2㎡あたり1人）,http://www.city.kudamatsu.lg.jp/soumu/soumu/soumu/soumu2.html,
823,中村小学校（体育館）,ナカムラショウガッコウ（タイイクカン）,山口県下松市清瀬町2-6-1,34.02994724,131.8549774,0833-41-0081,35207,山口県,下松市,1,1,1,,1,,1,,1,195(2㎡あたり1人）,http://www.city.kudamatsu.lg.jp/soumu/soumu/soumu/soumu2.html,
824,花岡公民館,ハナオカコウミンカン,山口県下松市大字末武上1280-1,34.03568033,131.8742784,0833-43-7513,35207,山口県,下松市,1,1,1,1,1,,1,,1,196(2㎡あたり1人）,http://www.city.kudamatsu.lg.jp/soumu/soumu/soumu/soumu2.html,
825,花岡小学校（体育館）,ハナオカショウガッコウ（タイイクカン）,山口県下松市大字末武上255-1,34.0382059,131.8737825,0833-43-8137,35207,山口県,下松市,1,1,1,1,1,,1,,1,393(2㎡あたり1人）,http://www.city.kudamatsu.lg.jp/soumu/soumu/soumu/soumu2.html,
826,セミナーハウス,セミナーハウス,山口県下松市大字笠戸島1534-14,33.98024392,131.8622218,0833-52-0136,35207,山口県,下松市,1,,1,1,1,,,,1,95(2㎡あたり1人）,http://www.city.kudamatsu.lg.jp/soumu/soumu/soumu/soumu2.html,
827,笠戸島公民館,カサドジマコウミンカン,山口県下松市大字笠戸島698,33.95270869,131.8505006,0833-52-0015,35207,山口県,下松市,1,,,1,1,,,,1,103(2㎡あたり1人）,http://www.city.kudamatsu.lg.jp/soumu/soumu/soumu/soumu2.html,
828,深浦公民館,フカウラコウミンカン,山口県下松市大字笠戸島1117-1,33.94489828,131.8262101,0833-52-0948,35207,山口県,下松市,1,,,,1,,,,1,152(2㎡あたり1人）,http://www.city.kudamatsu.lg.jp/soumu/soumu/soumu/soumu2.html,
829,米川公民館,ヨネガワコウミンカン,山口県下松市大字下谷167-1,34.07993251,131.8763302,0833-53-0001,35207,山口県,下松市,1,,1,,1,,,,1,157(2㎡あたり1人）,http://www.city.kudamatsu.lg.jp/soumu/soumu/soumu/soumu2.html,
830,下松市保健センター,クダマツシホケンセンター,山口県下松市中央町21-1,34.01776018,131.8640178,0833-41-1234,35207,山口県,下松市,1,1,1,1,1,,1,,1,205(2㎡あたり1人）,http://www.city.kudamatsu.lg.jp/soumu/soumu/soumu/soumu2.html,
831,ザ・モール周南,ザ・モールシュウナン,山口県下松市中央町21-1、21-3,34.01844492,131.8630361,―,35207,山口県,下松市,,,,,1,,,,,"12500
（1フロア2500×5階）",http://www.city.kudamatsu.lg.jp/soumu/soumu/soumu/soumu2.html,
832,下松公園,クダマツコウエン,山口県下松市大字西豊井字能行,34.01333593,131.8754118,0833-45-1857,35207,山口県,下松市,,,,,,1,,,,21864(2㎡あたり1人）,http://www.city.kudamatsu.lg.jp/soumu/soumu/soumu/soumu2.html,
833,恋ヶ浜緑地公園,コイガハマリョクチコウエン,山口県下松市大字東豊井551-1,33.99302521,131.8788461,0833-45-1857,35207,山口県,下松市,,,,,,1,,,,25307(2㎡あたり1人）,http://www.city.kudamatsu.lg.jp/soumu/soumu/soumu/soumu2.html,
834,下松スポーツ公園総合グラウンド,クダマツスポーツコウエンソウゴウグラウンド,山口県下松市大字河内140,34.02504239,131.8851386,0833-45-3700,35207,山口県,下松市,,,,,,1,,,,16000(2㎡あたり1人）,http://www.city.kudamatsu.lg.jp/soumu/soumu/soumu/soumu2.html,
835,久保中学校運動場,クボチュウガッコウウンドウジョウ,山口県下松市大字山田122,34.03051968,131.9001375,0833-46-0712,35207,山口県,下松市,,,,,,1,,,,4862(2㎡あたり1人）,http://www.city.kudamatsu.lg.jp/soumu/soumu/soumu/soumu2.html,
836,東陽小学校運動場,トウヨウショウガッコウウンドウジョウ,山口県下松市東陽4-17-1,34.03522814,131.9127933,0833-46-3110,35207,山口県,下松市,,,,,,1,,,,4213(2㎡あたり1人）,http://www.city.kudamatsu.lg.jp/soumu/soumu/soumu/soumu2.html,
837,華陵高校運動場,カリョウコウコウウンドウジョウ,山口県下松市大字末武上217-2,34.04047884,131.8763032,0833-44-1285,35207,山口県,下松市,,,,,,1,,,,13393(2㎡あたり1人）,http://www.city.kudamatsu.lg.jp/soumu/soumu/soumu/soumu2.html,
838,市民運動場,シミンウンドウジョウ,山口県下松市大字末武下620-1,34.01135642,131.8576988,0833-41-2832,35207,山口県,下松市,,,,,,1,,,,11172(2㎡あたり1人）,http://www.city.kudamatsu.lg.jp/soumu/soumu/soumu/soumu2.html,
839,下松工業高校運動場,クダマツコウギョウコウコウウンドウジョウ,山口県下松市美里町4-13,34.01964469,131.8567708,0833-41-1430,35207,山口県,下松市,,,,,,1,,,,9724(2㎡あたり1人）,http://www.city.kudamatsu.lg.jp/soumu/soumu/soumu/soumu2.html,
840,中村小学校運動場,ナカムラショウガッコウウンドウジョウ,山口県下松市清瀬町2-6-1,34.0294571,131.8554245,0833-41-0081,35207,山口県,下松市,,,,,,1,,,,1797(2㎡あたり1人）,http://www.city.kudamatsu.lg.jp/soumu/soumu/soumu/soumu2.html,
841,旧笠戸小学校運動場,キュウカサドショウガッコウウンドウジョウ,山口県下松市大字笠戸島209,33.97685496,131.8665703,0833-45-1866,35207,山口県,下松市,,,,,,1,,,,495(2㎡あたり1人）,http://www.city.kudamatsu.lg.jp/soumu/soumu/soumu/soumu2.html,
842,旧江の浦小学校運動場,キュウエノウラショウガッコウウンドウジョウ,山口県下松市大字笠戸島32-8,33.95154429,131.8507043,0833-45-1866,35207,山口県,下松市,,,,,,1,,,,2076(2㎡あたり1人）,http://www.city.kudamatsu.lg.jp/soumu/soumu/soumu/soumu2.html,
843,深浦公民館運動場,フカウラコウミンカンウンドウジョウ,山口県下松市大字笠戸島1117-1,33.94481521,131.8258828,0833-52-0948,35207,山口県,下松市,,,,,,1,,,,959(2㎡あたり1人）,http://www.city.kudamatsu.lg.jp/soumu/soumu/soumu/soumu2.html,
844,米川小学校運動場,ヨネガワショウガッコウウンドウジョウ,山口県下松市大字下谷441-2,34.08609725,131.8796168,0833-53-0003,35207,山口県,下松市,,,,,,1,,,,627(2㎡あたり1人）,http://www.city.kudamatsu.lg.jp/soumu/soumu/soumu/soumu2.html,
845,国民宿舎　大城,コクミンシュクシャ　オオジョウ,山口県下松市笠戸島14-1,33.96791728,131.8447396,0833-52-0138,35207,山口県,下松市,1,1,1,1,1,,,,,207(2㎡あたり1人）,http://www.city.kudamatsu.lg.jp/soumu/soumu/soumu/soumu2.html,
846,あおば保育園（ふれあいサロン）,アオバホイクエン（フレアイサロン）,山口県下松市楠木町一丁目11-11,34.02058101,131.8637983,0833-41-0225,35207,山口県,下松市,1,1,1,1,1,,,,1,52(2㎡あたり1人）,http://www.city.kudamatsu.lg.jp/soumu/soumu/soumu/soumu2.html,
847,ホテルかんこう,ホテルカンコウ,山口県岩国市岩国1-1-7,34.16800307,132.1804911,0827-43-1111,35208,山口県,岩国市,1,,1,1,1,,,,,570(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
848,岩国小学校,イワクニショウガッコウ,山口県岩国市岩国3-1-18,34.16444755,132.1856964,0827-41-0447,35208,山口県,岩国市,,1,1,1,1,,,,,1110(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
849,中央公民館,チュウオウコウミンカン,山口県岩国市岩国4-4-15,34.16488369,132.184578,0827-43-0174,35208,山口県,岩国市,,1,1,　,1,,,,,180(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
850,岩国工業高校体育館,イワクニコウギョウコウコウタイイクカン,山口県岩国市錦見2-4-85,34.16837237,132.1931045,0827-41-1105,35208,山口県,岩国市,1,,1,1,1,,,,,820(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
851,岩国中学校,イワクニチュウガッコウ,山口県岩国市錦見2-5-80,34.16750751,132.1923333,0827-43-4400,35208,山口県,岩国市,,,1,1,1,,,,,1080(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
852,顕真幼稚園,ケンシンヨウチエン,山口県岩国市錦見5-7-28,34.16179386,132.189752,0827-41-0738,35208,山口県,岩国市,,1,1,1,1,,,,,110(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
853,岩国自動車学校,イワクニジドウシャガッコウ,山口県岩国市錦見7-1-40,34.1605156,132.1833643,0827-41-0987,35208,山口県,岩国市,,1,1,1,1,,,,,110(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
854,サンライフ岩国,サンライフイワクニ,山口県岩国市横山2-7-28,34.17164338,132.1780165,0827-43-3505,35208,山口県,岩国市,,1,1,1,1,,,,,240(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
855,教育センター,キョウイクセンター,山口県岩国市横山3-1-11,34.17229581,132.1779414,0827-43-0901,35208,山口県,岩国市,,1,1,1,1,,,,,60(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
856,岩国高校体育館,イワクニコウコウタイイクカン,山口県岩国市川西4-6-1,34.15576028,132.1783957,0827-43-1141,35208,山口県,岩国市,1,1,1,1,1,,,,,670(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
857,総合体育館,ソウゴウタイイクカン,山口県岩国市平田1-40-1,34.15549381,132.1865389,0827-32-7411,35208,山口県,岩国市,1,1,1,1,1,,,,1,1790(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
858,平田小学校,ヒラタショウガッコウ,山口県岩国市平田3-5-1,34.14430557,132.1843716,0827-31-7312,35208,山口県,岩国市,1,1,1,1,1,,,,,1510(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
859,平田供用会館・住民ﾎｰﾙ,ヒラタキョウヨウカイカン・ジュウミンホール,山口県岩国市平田3-22-18,34.14219881,132.1863351,0827-31-2514,35208,山口県,岩国市,1,1,1,1,1,,,,,380(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
860,岩国商業高校体育館,イワクニショウギョウコウコウタイイクカン,山口県岩国市平田5-52-10,34.14570003,132.1960253,0827-31-4133,35208,山口県,岩国市,1,1,1,1,1,,,,,730(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
861,平田中学校,ヒラタチュウガッコウ,山口県岩国市平田6-10-33,34.13916678,132.1846124,0827-32-1111,35208,山口県,岩国市,1,1,1,1,1,,,,,1060(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
862,老人福祉センター,ロウジンフクシセンター,山口県岩国市南岩国町2-65-38,34.14433651,132.1964669,0827-31-4355,35208,山口県,岩国市,1,,1,1,1,,,,,220(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
863,白崎八幡宮(ﾒﾓﾘｱﾙｺｰﾄ）,シラサキハチマングウ（メモリアルコート）,山口県岩国市今津町6-12-23,34.15984051,132.2093391,0827-29-1122,35208,山口県,岩国市,1,,1,1,1,,,,,150(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
864,市民会館,シミンカイカン,山口県岩国市山手町1-15-3,34.1672854,132.2183397,0827-24-1221,35208,山口県,岩国市,,1,,　,,,,,,290(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
865,麻里布小学校,マリフショウガッコウ,山口県岩国市山手町1-7-41,34.16931782,132.2155645,0827-21-7111,35208,山口県,岩国市,1,1,,1,,,,,,1630(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
866,ＮＴＴ岩国電話交換所,ＮＴＴイワクニデンワコウカンショ,山口県岩国市麻里布町3-7-9,34.17075339,132.2228501,0827-30-5190,35208,山口県,岩国市,,1,,1,,,,,,300(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
867,福祉会館,フクシカイカン,山口県岩国市麻里布町7-1-2,34.17160552,132.2189796,0827-22-5877,35208,山口県,岩国市,,1,,　,,,,,,660(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
868,麻里布中学校,マリフチュウガッコウ,山口県岩国市室の木町2-7-11,34.17393677,132.2125983,0827-22-2234,35208,山口県,岩国市,1,,,1,1,,,,,1150(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
869,医師会病院,イシカイビョウイン,山口県岩国市室の木町3-6-12,34.1712248,132.2058726,0827-21-3211,35208,山口県,岩国市,1,,,1,1,,,,,180(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
870,保健センター,ホケンセンター,山口県岩国市室の木町3-1-11,34.17197374,132.2094105,0827-24-3751,35208,山口県,岩国市,1,,,1,1,,,,,200(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
871,室の木東供用会館,ムロノキヒガシキョウヨウカイカン,山口県岩国市立石町4-7-60,34.17917429,132.2257819,0827-21-1005,35208,山口県,岩国市,1,1,,1,1,,,,,110(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
872,東中学校,ヒガシチュウガッコウ,山口県岩国市三笠町2-1-9,34.16776687,132.2270012,0827-22-0108,35208,山口県,岩国市,,1,,1,,,,,,730(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
873,東小学校,ヒガシショウガッコウ,山口県岩国市元町1-9-32,34.16967494,132.2270025,0827-21-2611,35208,山口県,岩国市,,1,,1,,,,,,940(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
874,こども館にっこり,コドモカンニッコリ,山口県岩国市桂町2-6-1,34.17295494,132.2345836,0827-24-0888,35208,山口県,岩国市,,1,,1,,,,,,30(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
875,日本製紙体育館,ニホンセイシタイイクカン,山口県岩国市飯田町2-8-1,34.17525674,132.2329483,0827-24-6222,35208,山口県,岩国市,1,1,,1,1,,,,,960(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
876,帝人岩国事業所体育館,テイジンイワクニジギョウショタイイクカン,山口県岩国市日の出町2-1,34.16872493,132.2320113,0827-24-6500,35208,山口県,岩国市,1,1,,1,,,,,,500(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
877,一文字終末処理場,イチモンジシュウマツショリジョウ,山口県岩国市新港町2-7-145,34.1819669,132.2326425,0827-24-4501,35208,山口県,岩国市,1,1,,,1,,,,,50(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
878,装港小学校,ショウコウショウガッコウ,山口県岩国市新港町4-16-30,34.19242604,132.2299013,0827-21-5052,35208,山口県,岩国市,1,,,,1,,,,,450(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
879,装港供用会館,ショウコウキョウヨウカイカン,山口県岩国市装束町1-1-43,34.19305622,132.2300812,0827-23-6032,35208,山口県,岩国市,1,,,,1,,,,,160(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
880,HOTEL　AZ山口岩国店,HOTEL　AZヤマグチイワクニテン,山口県岩国市新港町2-6-30,34.18306656,132.2313513,0827-23－3301,35208,山口県,岩国市,1,1,,1,,,,,,20(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
881,専念寺本堂・川下幼稚園,センネンジホンドウ・カワシモヨウチエン,山口県岩国市楠町3-2-30,34.1567659,132.211642,0827-21-0725,35208,山口県,岩国市,,1,,1,1,,,,,150(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
882,万行寺本堂・保育園,マンギョウジホンドウ・ホイクエン,山口県岩国市楠町3-7-21,34.15549706,132.2105736,0827-22-5215,35208,山口県,岩国市,,1,,1,1,,,,,160(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
883,川下供用会館,カワシモキョウヨウカイカン,山口県岩国市中津町2-1-3,34.15624064,132.2166945,0827-23-0641,35208,山口県,岩国市,,1,,1,,,,,,170(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
884,漁業協同組合,ギョギョウキョウドウクミアイ,山口県岩国市中津町2-15-25,34.15440702,132.2189132,0827-22-3238,35208,山口県,岩国市,,1,,1,,,,,,120(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
885,川下中学校,カワシモチュウガッコウ,山口県岩国市中津町2-22-25,34.15220945,132.2169186,0827-21-5168,35208,山口県,岩国市,,1,,1,,,,,,1070(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
886,川下小学校,カワシモショウガッコウ,山口県岩国市車町1-1-43,34.15796877,132.2137153,0827-22-1533,35208,山口県,岩国市,,1,,1,1,,,,,1100(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
887,法寿寺本堂・法寿幼稚園,ホウジュジホンドウ・ホウジュヨウチエン,山口県岩国市車町1-9-22,34.15772248,132.2181111,0827-21-3881,35208,山口県,岩国市,,1,,1,,,,,,100(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
888,車供用会館,クルマキョウヨウカイカン,山口県岩国市車町3-3-34,34.15460541,132.2217166,0827-22-8761,35208,山口県,岩国市,,1,,1,,,,,,100(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
889,旭会館,アサヒカイカン,山口県岩国市旭町2-12-27,34.16189857,132.2299653,0827-22-2067,35208,山口県,岩国市,,1,,,,,,,,120(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
