全国地方公共団体コード,ID,名称,名称_カナ,名称_英字,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,標高,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,市区町村コード,地方公共団体名,災害種別_洪水,災害種別_崖崩れ、土石流及び地滑り,災害種別_高潮,災害種別_地震,災害種別_津波,災害種別_大規模な火事,災害種別_内水氾濫,災害種別_火山現象,指定避難所との重複,想定収容人数,対象となる町会・自治会,URL,画像,画像_ライセンス,備考
352039,E3520300122201,柚木老人憩の家,ユウキロウニンイコイノイエ,,352039,124000,山口県山口市徳地柚木374ｰ1,山口県,山口市,徳地柚木,374ｰ1,,34.33207619,131.7042151,,(0835)21-1118,,,,,,352039,山口市,〇,×,〇,×,〇,×,×,×,〇,29,,,,,0
352039,E3520300124201,国立山口徳地青少年自然の家　管理棟,コクリツヤマグチトクジセイショウネンシゼンノイエ　カンリトウ,,352039,119000,山口県山口市徳地船路668,山口県,山口市,徳地船路,668,,34.273089,131.665009,,(0835)56-0111,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,2125,,,,,0
352039,E3520300127201,国立山口徳地青少年自然の家　宿泊棟,コクリツヤマグチトクジセイショウネンシゼンノイエ　シュクハクトウ,,352039,119000,山口県山口市徳地船路668,山口県,山口市,徳地船路,668,,34.271762,131.663919,,(0835)56-0111,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,300,,,,,0
352039,E3520300128201,阿東地域交流センター,アトウチイキコウリュウセンター,,352039,22000,山口県山口市阿東徳佐中3425ｰ1,山口県,山口市,阿東徳佐中,3425ｰ1,,34.39867325,131.721191,,(083)956-0116,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,632,,,,,1
352039,E3520300130201,阿東保健センター２階,アトウホケンセンター２カイ,,352039,22000,山口県山口市阿東徳佐中3382,山口県,山口市,阿東徳佐中,3382,,34.39615571,131.7210102,,(083)956-0993,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,312,,,,,0
352039,E3520300119201,阿東東中学校体育館,アトウヒガシチュウガッコウタイイクカン,,352039,22000,山口県山口市阿東徳佐中3288ｰ1,山口県,山口市,阿東徳佐中,3288ｰ1,,34.396114,131.724806,,(083)956-0039,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,455,,,,,0
352039,E3520300120201,阿東東中学校校舎,アトウヒガシチュウガッコウコウシャ,,352039,22000,山口県山口市阿東徳佐中3288ｰ1,山口県,山口市,阿東徳佐中,3288ｰ1,,34.395823,131.725372,,(083)956-0039,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,700,,,,,0
352039,E3520300118201,徳佐小学校,トクサショウガッコウ,,352039,22000,山口県山口市阿東徳佐中3292,山口県,山口市,阿東徳佐中,3292,,34.396549,131.724394,,(083)956-0024,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,765,,,,,0
352039,E3520300141201,亀山体育館,カメヤマタイイクカン,,352039,20000,山口県山口市阿東徳佐上1485ｰ1,山口県,山口市,阿東徳佐上,1485ｰ1,,34.418402,131.748129,,(083)-934-2873,,,,,,352039,山口市,×,〇,〇,〇,〇,×,×,×,〇,289,,,,,0
352039,E3520300140201,山口県立山口高等学校徳佐分校体育館,ヤマグチケンリツヤマグチコウトウガッコウトクサブンコウタイイクカン,,352039,22000,山口県山口市阿東徳佐中1040,山口県,山口市,阿東徳佐中,1040,,34.400685,131.724974,,(083)957-0121,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,452,,,,,0
352039,E3520300142201,阿東地域交流センター篠生分館,"チョウモンキョウシゼンキュウヨウムラカンリセンター
　(アトウチイキコウリュウセンターシノイブンカン)",,352039,13000,山口県山口市阿東生雲東分74ｰ6,山口県,山口市,阿東生雲東分,74ｰ6,,34.30464,131.577278,,(083)955-0111,,,,,,352039,山口市,〇,×,〇,〇,〇,×,×,×,〇,235,,,,,0
352039,E3520300125202,阿東三谷ふれあいセンター,アトウミタニフレアイセンター,,352039,13000,山口県山口市阿東生雲東分1221,山口県,山口市,阿東生雲東分,1221,,34.33835301,131.6215984,,(083)955-0011,,,,,,352039,山口市,〇,×,〇,×,〇,×,×,×,〇,829,,,,,0
352039,E3520300125201,篠目体育館,シノメタイイクカン,,352039,16000,山口県山口市阿東篠目379,山口県,山口市,阿東篠目,379,,34.28360602,131.5634213,,(083)934-2873,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,275,,,,,0
352039,E3520300022202,阿東地域交流センター生雲分館,アトウチイキコウリュウセンターイクモブンカン,,352039,11000,山口県山口市阿東生雲中188ｰ2,山口県,山口市,阿東生雲中,188ｰ2,,34.381748,131.601812,,(083)954-0044,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,342,,,,,1
352039,E3520300022201,生雲小学校体育館,イクモショウガッコウタイイクカン,,352039,11000,山口県山口市阿東生雲中319,山口県,山口市,阿東生雲中,319,,34.385189,131.599874,,(083)954-0109,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,585,,,,,0
352039,E3520300023201,生雲小学校校舎,イクモショウガッコウコウシャ,,352039,11000,山口県山口市阿東生雲中319,山口県,山口市,阿東生雲中,319,,34.384867,131.599998,,(083)954-0109,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,580,,,,,0
352039,E3520300020201,蔵目喜ふれあいセンター,ゾウメキフレアイセンター,,352039,19000,山口県山口市阿東蔵目喜1880,山口県,山口市,阿東蔵目喜,1880,,34.38732366,131.5664686,,(083)956-0982,,,,,,352039,山口市,×,×,〇,〇,〇,×,×,×,〇,183,,,,,0
352039,E3520300021201,阿東地域交流センター地福分館 阿東老福祉センター,"アトウチイキコウリュウセンタージフクブンカン
アトウロウフクシセンター",,352039,17000,山口県山口市阿東地福上1697,山口県,山口市,阿東地福上,1697,,34.3618673,131.6689753,,(083)952-0301,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,630,,,,,1
352039,E3520300012201,さくら小学校体育館,サクラショウガッコウタイイクカン,,352039,18000,山口県山口市阿東地福下1234ｰ1,山口県,山口市,阿東地福下,1234ｰ1,,34.359019,131.661732,,(083)952-0304,,,,,,352039,山口市,〇,×,〇,〇,〇,×,×,×,〇,296,,,,,0
352039,E3520300014201,さくら小学校校舎,サクラショウガッコウコウシャ,,352039,18000,山口県山口市阿東地福下1234ｰ1,山口県,山口市,阿東地福下,1234ｰ1,,34.358499,131.661304,,(083)952-0304,,,,,,352039,山口市,〇,×,〇,〇,〇,×,×,×,〇,829,,,,,0
352039,E3520300016201,阿東中学校体育館,アトウチュウガッコウタイイクカン,,352039,17000,山口県山口市阿東地福上1874,山口県,山口市,阿東地福上,1874,,34.360605,131.665266,,(083)952-0318,,,,,,352039,山口市,〇,×,〇,〇,〇,×,×,×,〇,298,,,,,0
352039,E3520300017202,阿東中学校校舎,アトウチュウガッコウコウシャ,,352039,17000,山口県山口市阿東地福上1874,山口県,山口市,阿東地福上,1874,,34.360357,131.665428,,(083)952-0318,,,,,,352039,山口市,〇,×,〇,〇,〇,×,×,×,〇,830,,,,,0
352039,E3520300017201,嘉年基幹集落センター（阿東地域交流センター嘉年分館）,"カネンキカンシュウラクセンター
（アトウチイキコウリュウセンターカネブンカン）",,352039,15000,山口県山口市阿東嘉年下28ｰ1,山口県,山口市,阿東嘉年下,28ｰ1,,34.46452458,131.6739763,,(083)958-0111,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,250,,,,,0
352039,E3520300019201,山口市嘉年体育館,ヤマグチシカネタイイクカン,,352039,14000,山口県山口市阿東嘉年上3436,山口県,山口市,阿東嘉年上,3436,,34.46597,131.672889,,(083)958-0004,,,,,,352039,山口市,×,〇,〇,〇,〇,〇,〇,〇,〇,206,,,,,0
352039,E3520300008201,十種ヶ峰青少年自然の家体育館,トクサガミネセイショウネンシゼンノイエタイイクカン,,352039,15000,山口県山口市阿東嘉年下1883ｰ2,山口県,山口市,阿東嘉年下,1883ｰ2,,34.451443,131.693987,,(083)958-0033,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,338,,,,,0
352039,Y3520300000001,亀山公園ふれあい広場,カメヤマコウエンフレアイヒロバ,,352039,725,山口県山口市中河原73ｰ1,山口県,山口市,中河原,73ｰ1,,34.18019994,131.4762974,,(083)-923-6759　,,,,,,352039,山口市,〇,〇,〇,〇,〇,〇,×,×,×,7700,,,,,2
352039,Y3520300000002,中央公園,チュウオウコウエン,,352039,130000,山口県山口市中園町7,山口県,山口市,中園町,7,,34.16954623,131.4661387,,(083)-934-2830　　　　　　　　　　　,,,,,,352039,山口市,〇,〇,〇,〇,〇,〇,×,×,×,11500,,,,,2
352039,Y3520300000003,維新百年記念公園,イシンヒャクネンキネンコウエン,,352039,24004,山口県山口市維新公園四丁目1ｰ1,山口県,山口市,維新公園四丁目,1ｰ1,,34.15553298,131.4361782,,(083)-922-2707,,,,,,352039,山口市,〇,〇,〇,〇,〇,〇,×,×,×,45500,,,,,2
352039,Y3520300000004,山口市スポーツの森,ヤマグチシスポーツノモリ,,352039,149000,山口県山口市宮野上237,山口県,山口市,宮野上,237,,34.20758392,131.5067201,,(083)-934-2873   　,,,,,,352039,山口市,〇,〇,〇,〇,〇,〇,×,×,〇,18000,,,,,2
352039,Y3520300000005,"やまぐち
リフレッシュパーク","ヤマグチ
リフレッシュパーク",,352039,34000,山口県山口市大内長野1107,山口県,山口市,大内長野,1107,,34.15930781,131.5241537,,(083)-927-7211　　　　,,,,,,352039,山口市,〇,〇,〇,〇,〇,〇,×,×,〇,8300,,,,,2
352039,Y3520300000006,山口大学,ヤマグチダイガク,,352039,169000,山口県山口市吉田1677ｰ1,山口県,山口市,吉田,1677ｰ1,,34.14624292,131.465504,,(083)-933-5000　　　　,,,,,,352039,山口市,〇,〇,〇,〇,〇,〇,×,×,〇,19900,,,,,2
352039,Y3520300000007,山口南総合センター,ヤマグチミナミソウゴウセンター,,352039,131000,山口県山口市名田島1218ｰ1,山口県,山口市,名田島,1218ｰ1,,34.08445803,131.4121576,,(083)-972-8333,,,,,,352039,山口市,〇,〇,〇,〇,〇,〇,×,×,〇,5900,,,,,2
352039,Y3520300000008,藤尾山公園,フジオヤマコウエン,,352039,168000,山口県山口市佐山2369他,山口県,山口市,佐山,2369他,,34.03254972,131.3840185,,(083)-934-2832　,,,,,,352039,山口市,〇,〇,〇,〇,〇,〇,×,×,×,7000,,,,,2
352039,Y3520300000009,河原谷公園,カワラタニコウエン,,352039,168000,山口県山口市佐山3ｰ4,山口県,山口市,佐山,3ｰ4,,34.04280579,131.322987,,(083)-989-6804,,,,,,352039,山口市,〇,〇,〇,〇,〇,〇,×,×,×,22700,,,,,2
352039,Y3520300000010,道の駅長門峡,ミチノエキチョウモンキョウ,,352039,13000,山口県山口市阿東生雲東分47ｰ1,山口県,山口市,阿東生雲東分,47ｰ1,,34.30176919,131.5751468,,(083)-955-0777,,,,,,352039,山口市,〇,〇,〇,〇,〇,〇,×,×,×,2520,,,,,2
352039,Y3520300000011,阿東運動広場,アトウウンドウヒロバ,,352039,18000,山口県山口市阿東地福下235ｰ4,山口県,山口市,阿東地福下,235ｰ4,,34.33870277,131.6264397,,(083)-956-0996,,,,,,352039,山口市,〇,〇,〇,〇,〇,〇,×,×,×,21200,,,,,2
352039,Y3520300000012,山村広場,サンソンヒロバ,,352039,21000,山口県山口市阿東徳佐下46,山口県,山口市,阿東徳佐下,46,,34.38917493,131.7108756,,(083)-956-0996,,,,,,352039,山口市,〇,〇,〇,〇,〇,〇,×,×,×,1645,,,,,2
352039,Y3520300000013,山口市営阿知須合同納骨塔,ヤマグチシエイアジスゴウドウノウコツトウ,,352039,10000,山口県山口市阿知須649ｰ1,山口県,山口市,阿知須,649ｰ1,,34.0032976,131.3495589,,(0836)-65-4113　　　　,,,,,,352039,山口市,〇,〇,〇,〇,〇,〇,×,×,×,5130,,,,,2
