都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,POIコード,住所,方書,緯度,経度,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,料金(基本),料金(詳細),説明,説明_英語,アクセス方法,駐車場情報,バリアフリー情報,連絡先名称,連絡先電話番号,連絡先内線番号,画像,画像_ライセンス,URL,備考
350001,3500150341,山口県,,仏光寺（木造文殊菩薩騎獅像）,ブッコウジ（モクゾウモンジュボサツキシゾウ）,,,山口県萩市大字紫福3299,,34.473858,131.522369,,,,,,,"毛利家ゆかりの寺で、文殊堂に木造文殊菩薩騎獅像が安置されています。
像は、県の文化財に指定されており、ヒノキ材の寄木造りで、像高は94cm、下方の獅子座などすべてを加えた高さは198.5cmです。
",,・ＪＲ山陰本線東萩駅から車で20分,,,仏光寺,0838-53-45,,,,,
350001,3500150342,山口県,,萩焼古窯跡群,ハギヤキコヨウセキグン,,,山口県萩市椿東,,34.426121,131.413086,,,,,,,"江戸時代初期、萩藩主である毛利家は、文禄・慶長の役(1592～98)で連れ帰った朝鮮人陶工に命じて松本村中の倉（現萩市椿東）に御用窯を開きました。
御用窯はそののち大津郡深川村三ノ瀬（そうのせ・現長門市湯本）にも分かれたため、それぞれの窯品を「松本焼」「深川焼」と呼んだが、明治以後この二つを総称して萩焼と呼びました。
 萩焼古窯跡群は、萩市椿東での発掘調査により発見されました。
個々の窯の構造は、朝鮮李朝(1392年から1910年までの朝鮮最後の王朝)の典型的な登釜（のぼりがま＝斜面につくって熱が効率良く行き渡るようにしたもの）の形態を示し、萩焼の源流が明確に知られると同時に、唐津をはじめ西日本各地の焼物と同じ系列のものとして、古窯の研究に貴重な資料を提供するものです。
",,,,,萩市教育委員会,0838-25-3141,,,,,
350001,3500150343,山口県,,円光寺穴観音古墳,エンコウジアナカンノンコフン,,,山口県萩市大井,,34.468403,131.458984,,,,,,,北長門随一の雄大な横穴古墳、奥室、前室の二室に区切られています。,,・大井駅から徒歩で5分,,,萩市観光課,0838-25-3131,,,,,
350001,3500150344,山口県,,笠山風穴,カサヤマカザアナ,,,山口県萩市椿東越ケ浜,,34.426121,131.413086,,,,,,,"明神池畔、年間通じて気温が９～１３度に保たれているため、天然のクーラーとも呼ばれています。
2018年9月に日本ジオパーク認定された「萩ジオパーク」のジオサイトになっています。",,"・東萩駅からバスで15分
・中国自動車道美祢東ＪＣＴから車で20分→小郡萩道路絵堂ＩＣから車で30分(ＪＣＴと繋がっている小郡萩道路利用で萩へ)",,,萩市観光課,0838-25-3131,,,,,
350001,3500150345,山口県,,笠山噴火口,カサヤマフンカコウ,,,山口県萩市椿東越ケ浜,,34.426121,131.413086,,,,,,,笠山山頂の複式休火山。北長門海岸国定公園の中心に位置しており、虎ヶ崎には１０ｈａにわたって６０余種、およそ２５，０００本のヤブ椿の群生林がある。,,"・東萩駅からバスで15分
・中国自動車道美祢東ＪＣＴから車で20分→小郡萩道路絵堂ＩＣから車で20分(ＪＣＴと直結している小郡萩道路利用で萩へ)→萩市街地→国道191号線から車で15分(益田方面に向かって走り、笠山入口交差点を左折。)",,,萩市観光課,0838-25-3131,,,,,
350001,3500150346,山口県,,磁石石,ジシャクイシ,,,山口県萩市須佐高山,,34.62389,131.623734,,,,,,,高山山頂に露出し、磁針の方位を狂わすほどの強力な磁性を持っています。,,"・須佐駅から車で25分
・中国自動車道美祢東ＪＣＴから車で20分→小郡萩道路絵堂ＩＣから車で30分(ＪＣＴと繋がっている小郡萩道路利用で萩へ)→萩市街地→国道191号線から車で70分(益田方面に向けて走り、須佐地域へ)",,,萩市須佐観光協会,08387-6-2219,,,,,
350001,3500150347,山口県,,長井雅楽旧宅跡,ナガイウタキュウタクアト,,,山口県萩市土原,,34.410404,131.404388,,,,,,,公武一体航海遠略策をもって藩命を受け公武の間を周旋し、のち失脚して切腹しました。,,・東萩駅から徒歩で20分,,,萩市観光課,0838-25-3139,,,,,
350001,3500150348,山口県,,品川弥二郎旧宅跡,シナガワヤジロウキュウタクアト,,,山口県萩市船津,,34.408054,131.39917,,,,,,,"松陰に学び、尊皇攘夷の志士として周旋。
維新以後、内務大臣などを歴任しました。",,・東萩駅から徒歩で15分,,,萩市観光課,0838-25-3139,,,,,
350001,3500150349,山口県,,玉木文之進旧宅,タマキブンノシンキュウタク],,,山口県萩市大字椿東1584-1,,34.412655,131.422043,,,,,,,"松陰の叔父で、松下村塾を創めました。
松陰の師にあたり、乃木希典はこの家から明倫館に通いました。",,"・東萩駅から徒歩で25分
・中国自動車道美祢東JCTから車で20分→小郡萩道路絵堂ＩＣから車で20分(ＪＣＴと直結の小郡萩道路利用で萩市街地へ)→松陰神社駐車場から徒歩で5～10分
・まぁーるバス（東回り）から徒歩で5分",,,萩市観光課,0838-25-3139,,,,,
350001,3500150350,山口県,,萩駅舎,ハギエキシャ,,,山口県萩市椿3537-3,,34.393753,131.399826,,,,,,,"現存する数少ない鉄道開通時の駅舎。
1998年に改修し、現在は「萩市自然と歴史の展示館」となっています。
",,"・JR萩駅から徒歩で0分
・中国自動車道美祢東ＪＣＴから車で20分→小郡萩道路絵堂ＩＣから車で20分(ＪＣＴと直結する小郡萩道路利用で萩市へ)",,,萩市観光課,0838-25-3139,,,,,
350001,3500150351,山口県,,坪井九右衛門旧宅,ツボイクエモンキュウタク,,,山口県萩市平安古160,,34.406136,131.38855,,,,,,,江戸石単を務め、天保の改革に尽しましたが、村田清風と意見を異としました。,,"・玉江駅から徒歩で20分
・中国自動車道美祢東ＪＣＴから車で20分→小郡萩道路絵堂ＩＣから車で20分(ＪＣＴと直結する小郡萩道路利用で萩市街地へ)→かんきつ公園駐車場から徒歩で3分(最寄の駐車場利用の場合)",,,萩市観光課,0838-25-3139,,,,,
350001,3500150352,山口県,,伊藤博文別邸,イトウヒロブミベッテイ,,,山口県萩市大字椿東字新道1511-1,,34.41967,131.409271,,09:00,17:00,,,料金：　100円,東京都品川区にあった建物の一部を、萩市が無償譲渡を受けて伊藤博文旧宅側に移築したものです。,,"・東萩駅から車で3分
・中国自動車道美祢東ＪＣＴから車で20分→小郡萩道路絵堂ＩＣから車で20分(ＪＣＴと直結する小郡萩道路利用で萩市街地へ)→駐車場から徒歩で1分",,,萩市観光課,0838-25-3139,,,,,
350001,3500150353,山口県,,村田清風別宅跡,ムラタセイフウベッタクアト,,,山口県萩市大字平安古町,,34.406136,131.38855,,,,,,,天保の改革の折、清風が藩政に携った25年間の別宅跡。,,"・玉江駅から徒歩で15分
・中国自動車道美祢東ＪＣＴから車で20分→小郡萩道路絵堂ＩＣから車で20分(ＪＣＴと直結の小郡萩道路利用で萩市街地へ)→萩博物館駐車場から徒歩で12分(最寄の駐車場利用の場合)",,,萩市観光課,0838-25-3139,,,,,
350001,3500150354,山口県,,山縣有朋誕生地,ヤマガタアリトモタンジョウチ,,,山口県萩市川島,,34.399914,131.408539,,,,,,,"山県有朋は、奇兵隊総督、明治以来日本陸軍の第一人者となり、首相（２回）枢密院議長を歴任し「元老」となりました。
誕生地には、現在「元帥公爵山縣有朋誕生地」と刻まれた石碑が建てられています。",,"・萩駅から徒歩で15分
・中国自動車道美祢東JCTから車で20分→小郡萩道路絵堂ＩＣから車で20分(ＪＣＴと直結する小郡萩道路利用で萩市街地へ)",,,萩市観光課,0838-25-3139,,,,,
350001,3500150355,山口県,,萩城下街割原標石,ハギジョウカマチワリゲンピョウセキ,,,山口県山口市江向495-4,,34.061832,131.354065,,,,,,,"城下町建設のための基準石。
玄武岩の切り石で長さ123cm、周囲約100cmの柱状。",,"・東萩駅から徒歩で20分
・中国自動車道美祢東JCTから車で20分→小郡萩道路絵堂ＩＣから車で20分(ＪＣＴと直結する小郡萩道路利用で萩市街地へ)",,,萩市観光課,0838-25-3139,,,,,
350001,3500150356,山口県,,吉田松陰誕生地,ヨシダショウインタンジョウチ,,,山口県萩市椿東椎原,,34.426121,131.413086,,,,,,,"萩を一望できる地であり、松陰が１９才まで住んだ場所です。
すぐ近くには、松陰と金子重輔の銅像があります。",,"・東萩駅から徒歩で30分
・中国自動車道美祢東ＪＣＴから車で20分→小郡萩道路絵堂ＩＣから車で20分(ＪＣＴと直結する小郡萩道路利用で萩市街地へ)",,,萩市観光課,0838-25-3139,,,,,
350001,3500150357,山口県,,萩キリシタン殉教者記念公園,ハギキリシタンジュンキョウシャキネンコウエン,,,山口県萩市堀内,,34.416138,131.384445,,,,,,,萩城の石垣築造に際して、五郎太石（石垣の間に詰める石）が盗まれるいう紛争が益田元祥と熊谷元直、天野元信の間で始まり、石垣築造工事が2ヶ月以上も遅延し、毛利輝元は非は熊谷、天野両氏にありとして、一族11人を討ち滅ぼしました。これを五郎太石事件といい、この事件は熊谷、天野両氏がキリシタン信者であったため、この事件を口実に誅伐されたものといわれています。宣教師ビリオンによって建てられた熊谷、天野らの殉教碑と、明治初年に萩へお預けになった長崎浦上村のキリシタン信徒が眠る墓が並び、当時の悲惨な状況を今に伝えています。,,"・玉江駅から徒歩で10分
・中国自動車道美祢東ＪＣＴから車で20分→小郡萩道路絵堂ＩＣから車で30分(ＪＣＴと直結する小郡萩道路利用で萩市へ)→萩市指月第一駐車場から徒歩で5分(最寄の駐車場利用の場合)
・まぁーるバス西回り「ミドリヤファーム入口」から徒歩で3分",,,萩市観光課,0838-25-3139,,,,,
350001,3500150358,山口県,,悴坂一里塚,カセガサカイチリヅカ,,,山口県萩市笠屋,,34.408054,131.39917,,,,,,,萩唐樋の札場から最初の一里の地点に所在。,,・萩駅から徒歩で40分,,,萩市観光課,0838-25-3139,,,,,
350001,3500150359,山口県,,久坂玄瑞誕生地,クサカゲンズイタンジョウチ,,,山口県萩市平安古町,,34.406136,131.38855,,,,,,,"松陰門下で、高杉晋作とともに双壁と称せられました。
蛤御門の変で負傷し、鷹司邸で自刃しました。",,"・玉江駅から徒歩で20分
・中国自動車道美祢東JCTから車で20分→小郡萩道路絵堂ＩＣから車で20分(ＪＣＴと直結する小郡萩道路利用で萩市街地へ)",,,萩市観光課,0838-25-3139,,,,,
350001,3500150360,山口県,,志都岐山神社,シズキヤマジンジャ,,,山口県萩市堀内,,34.416138,131.384445,,,,,,,"萩城跡の中央高台に、本殿・幣殿・拝殿などがたっています。
また、この神社のミドリヨシノは、県の天然記念物に指定されています。
2015年7月に世界遺産に登録された萩城下町の城跡内にあります。",,"・玉江駅から徒歩で25分
・中国自動車道美祢東ＪＣＴから車で20分→小郡萩道路絵堂ＩＣから車で30分(ＪＣＴと繋がっている小郡萩道路利用で萩へ)
・まぁーるバス西回り「千春楽前」から徒歩で5分",,,萩市観光課,0838-25-3139,,,,,
350001,3500150361,山口県,,野山獄・岩倉獄跡,ノヤマゴク・イワクラゴクアト,,,山口県萩市大字今古萩町の2,,34.415871,131.401886,,,,,,,"萩藩の牢獄跡で、武士が野山獄、町人や農民は岩倉獄に入れられました。
安政元年（１８５４）に海外密航に失敗した吉田松陰は野山獄、その時の従者金子重輔は岩倉獄に投ぜられました。野山獄跡には十一烈士の碑、岩倉獄には重輔絶命の詩碑と松陰が重輔に与えた詩碑が建てられており、萩藩の波乱に富んだ維新当時を偲ぶことができます。
市指定史跡。",,"・東萩駅から徒歩で10分
・まぁーるバス東回り「野山獄跡入口」から徒歩で1分
・中国自動車道美祢東ＪＣＴから車で20分→小郡萩道路絵堂ＩＣから車で30分(ＪＣＴと繋がっている小郡萩道路利用で萩市街地へ)",,,萩市観光課,0838-25-3139,,,,,
350001,3500150362,山口県,,熊谷氏邸庭園,クマヤシテイテイエン,,,山口県萩市今魚店町47,,34.416737,131.396103,,09:00,17:00,●休業　　要確認,,●料金　　大人700円　中学生以下400円　団体割引あり,"熊谷家は、問屋と金融、仲買、製塩を業とし、萩藩御用達として栄えた豪商で、住宅は、明和５年（１７６８）に新築したものといわれ、美術館として一般に公開されています。
庭園には、樹齢６００年のソテツや２００年の松灯龍などあります。",,・東萩駅から徒歩で15分,,,熊谷美術館,0838-22-7547,,,,,
350001,3500150363,山口県,,大照院庭園,ダイショウインテイエン,,,山口県萩市椿青海4132,,34.389774,131.405716,,08:00,17:00,,,"●拝観料　　大人200円　小人100円
　（30人以上団体　大人160円　小人80円）","大照院は、萩藩二代藩主毛利綱広（つなひろ）が再興し、明暦2年（1656）までに本堂以下の建物を整えた臨済宗寺院です。隣接する大照院墓所は国指定の史跡で、秀就以下２代から１２代までの偶数代の藩主と夫人及び一族と秀就に殉死した７藩士の墓石があり、墓前には藩士が寄進した石灯籠が６００数基ある。
その庭園は、京都の石苑天龍寺に似た萩第一の名園で、５月の藤、１１月中旬の紅葉は特にすばらしい。
毎年、８月１３日には万灯会が行われる。",,・萩駅から徒歩で10分,,,大照院,0838-22-2124,,,,,
350001,3500150364,山口県,,巌島神社,イツクシマジンジャ,,,山口県萩市大字江崎958,,34.645512,131.634171,,,,,,,江崎湾内に老松が枝を垂れ、境内は風光明媚。,,"・江崎駅から徒歩で15分
・中国自動車道美祢東JCTから車で20分→小郡萩道路絵堂ＩＣから車で20分(ＪＣＴから直結する小郡萩道路利用で萩市街地へ)→萩市街地→国道191号線から車で50分(益田方面へ)",,,巌島神社,08387-2-239,,,,,
350001,3500150365,山口県,,浮舟庵の墓,ウキフネアンノハカ,,,山口県萩市下田万,,34.648438,131.676773,,,,,,,"ＪＲ江崎駅前通りを県道に出て、右へゆるやかに登ると、すぐ右手の小高くなったところに、安永年間に建てられた、県下でも珍しい酒樽の形をしたお墓があります。
　墓石には、「浮舟庵独醒風士・安永の秋、友人某」と書いてあります。
　このお墓は、酒好きでいながら働き者で村人のお手本だった、「五郎太」という浪人風の武士のものと伝えられています。
　このお墓には、言い伝えがあり、お墓の周りを右へ3遍回り、南を向かって酒樽墓の上に腰を下ろして、たばこを吸う真似をしながら、「三遍回ってたばこにしよう」と言うと、願い事がかなうとされています。
　受験シーズンには、この酒樽墓にお参りする親子の姿が見られます。",,"・江崎駅から徒歩で10分
・中国自動車道美祢東JCTから車で20分→小郡萩道路絵堂ＩＣから車で20分(ＪＣＴと直結する小郡萩道路利用で萩へ)→Ｒ191号線を益田方面に走ってから車で50分",,,萩市田万川総合事務所,08387-2-1401,,,,,
350001,3500150366,山口県,,旧山中家住宅,キュウヤマナカケジュウタク,,,山口県萩市浜崎町209-1,,34.420723,131.400574,,,,,,,重要伝統的建造物群保存地区内にあり、江戸時代の港町の雰囲気を残す建物。,,"・東萩駅から車で5分
・中国自動車道美祢東ＪＣＴから車で20分→小郡萩道路絵堂ＩＣから車で30分(ＪＣＴと直結の小郡萩道路を使って萩市街地へ)
・まぁーるバス東回り「御船倉入口」から徒歩で3分",,,浜崎しっちょる会,0838-22-133,,,,,
350001,3500150367,山口県,,長門峡,チョウモンキョウ,,,山口県萩市川上,,34.35368,131.495499,,,,,,,阿武川上流一帯，石英斑岩が浸蝕されてできた峡谷。渓流岩と植物の調和がみごと。新緑が深緑とかわる６月ごろには紅紫色のシャクナゲの花、フジの花、ヒナランの淡紫色の可燐な花と、長門峡の春・夏・秋は色とりどりの花で彩られます。,,"・東萩駅から車で40分
・中国自動車道山口ＩＣから車で50分(国道9号線経由)",,,萩市川上総合事務所産業振興部門,0838-54-2121,,,,,
350001,3500150368,山口県,,虎ヶ崎,トラガサキ,,,山口県萩市椿東越ケ浜,,34.426121,131.413086,,,,,,,市の北に伸びた半島笠山の最先端。ヤブ椿が群生。,,"・東萩駅からバスで15分
・中国自動車道美祢東ＪＣＴから車で20分→小郡萩道路絵堂ＩＣから車で20分(ＪＣＴと繋がっている小郡萩道路利用で萩へ)→萩市街地→国道191号線から車で10分(益田方面へ。笠山入口交差点を左折。)",,,萩市観光課,0838-25-3131,,,,,
350001,3500150369,山口県,,田中義一誕生地,タナカギイチタンジョウチ,,,山口県萩市呉服町一丁目20-7,,34.413361,131.392792,,,,,,,"文久3年(1863)藩士の三男としてこの地に生まれました。昭和2年(1927)内閣総理大臣。
現在は白いなまこ壁が美しい菊屋横町に石碑が建てられています。
2015年7月明治日本の産業革命遺産として世界遺産に登録された萩城下町にあります。",,"・ＪＲ東萩駅からタクシーで10分
・中国自動車道美祢東ＪＣＴから車で20分→小郡萩道路絵堂ＩＣから車で30分(ＪＣＴと直結する小郡萩道路利用で萩市街地へ)→中央公園駐車場から徒歩で4分(最寄の駐車場利用の場合)
・まぁーるバス西回り「萩博物館前」から徒歩で4分",,,萩市観光課,0838-25-3139,,,,,
350001,3500150370,山口県,,田中義一別邸,タナカギイチベッテイ,,,山口県萩市平安古町164-3,,34.403198,131.388824,,09:00,17:00,,,料金：　100円,"明治期には、夏みかん栽培を奨励した小幡高政がここに住み、大正期に田中義一の所有となり、母屋などの増改築が行われ、現在の建物となりました。
邸内には肖像画をはじめ大将服などが義一ゆかりの物があり、一般公開されています。
隣接して“かんきつ公園”があり、夏みかんなどかんきつ類約 10種類約400本の木が植えられています。",,"・中国自動車道美祢東ＪＣＴから車で20分→小郡萩道路絵堂ＩＣから車で30分(ＪＣＴと直結の小郡萩道路利用で萩市街地へ)
・まぁーるバス西回り「平安古南団地前」から徒歩で5分",,,萩市観光課,0838-25-3139,,,,,
350001,3500150371,山口県,,萩市佐々並市伝統的建造物群保存地区,ハギシササナミイチデントウテキケンゾウブツグンホゾンチク,,,山口県萩市佐々並,,34.265903,131.456161,,,,,,,"佐々並市は、萩市の南部を占める旧旭村の南縁に位置する農村集落で、かつての萩城下町と三田尻（防府市）を結ぶ萩往還の中間点に位置することから、参勤交替の際などに藩主が休息する御茶屋を中心とした、宿駅機能を有する集落として栄えました。
　佐々並市の町並みは、江戸初期に農業を基盤としつつ、萩往還の整備に伴って宿駅機能を備えた町並みとして成立し、近年に至るまで町並みの地割に大きな変化はなく、かつこの町並みの特徴を示す建築物や工作物、環境物件が現在まで数多く残っています。
",,,,,萩市文化財保護課,0838-25-3299,,,,,
350001,3500150372,山口県,,涙松跡（萩往還）,ナミダマツアト（ハギオウカン）,,,山口県萩市椿,,34.389774,131.405716,,,,,,,"江戸時代、萩城下から山口へ通じる藩主御成街道は、萩市大屋から左へ折れるので、城下が見えるのもここが最後となります。
松並木の間に見え隠れする萩を見返り、別れの涙を流すというので、ここの街道並木を「涙松」と呼んでいます。
幕末、吉田松陰が安政の大獄で江戸に送られるとき「かえらじと思いさだめし旅なれば、一入（ひとしほ）ぬるる涙松かな」と詠んで一躍有名になりました。
",,・萩駅から車で4分,,,萩市観光課,0838-25-3139,,,,,
350001,3500150373,山口県,,高杉晋作立志像,タカスギシンサクリッシゾウ,,,山口県萩市南古萩町,,34.41114,131.393494,,,,,,,"高杉晋作誕生地」の近くにある「晋作広場」に、平成22年10月に建立されました。
 銅像は、晋作が明倫館や松下村塾に通っていた20歳頃の若々しく凛々しい顔をイメージしており、両刀を差した羽織、袴の立ち姿です。銅像の高さは1.8ｍで、台座を含めて3ｍ。晋作誕生地と萩城の方角を向いて建てられています。また広場には晋作が好きだった梅の花も植樹されています。
2015年7月明治日本の産業革命遺産として世界遺産に登録された萩城下町にあります。",,"・萩バスセンターバス停から徒歩で10分
・ＪＲ東萩駅から徒歩で20分
・中国自動車道美祢東ＪＣＴから車で20分→小郡萩道路絵堂ＩＣから車で30分→中央公園駐車場から徒歩で4分(最寄りの駐車場利用の場合)",,,萩市観光課,0838-25-3139,,,,,
350001,3500150374,山口県,,唐樋札場跡（萩往還）,カラヒフダバアト,,,山口県萩市唐樋町,,34.410156,131.402512,,,,,,,萩市の中心部、唐樋（からひ）町に位置する「札場跡」。藩府・萩と防府三田尻を結ぶ、萩往還の起点となる場所です。周防・長門両国の一里塚の基点とされました。また、幕府や藩からの「御触」（法令や規則など）が掲げられた高札も立っていました。,,"・東萩駅から車で4分
・中国自動車道美祢東ＪＣＴから車で20分→小郡萩道路絵堂ＩＣから車で30分(ＪＣＴと繋がっている小郡萩道路利用で萩へ)
・まぁーるバス西・東回り「萩バスセンター」から徒歩で1分",,,萩市観光課,0838-26-716,,,,,
350001,3500150375,山口県,,金毘羅社円政寺,コンピラシャエンセイジ,,,山口県萩市南大字南古萩町６,,34.41114,131.393494,,,,,,,,,"・中国自動車道美祢東ＪＣＴから車で20分→小郡萩道路絵堂ＩＣから車で30分(ＪＣＴに繋がっている小郡萩道路利用で萩へ)
・まぁーるバス西回り「萩美術館浦上記念館萩城城下町入口」から徒歩で2分",,,金毘羅社円政寺,0838-22-3031,,,,,
350001,3500150376,山口県,,松浦松洞誕生地,マツウラショウドウタンジョウチ,,,山口県萩市椿東,,34.426121,131.413086,,,,,,,"松浦松洞（亀太郎）は、幼い頃から絵が得意で、京都の小田海僊に画法を学んだ。
安政3年（1856）、20歳で松下村塾に入塾し、松陰が江戸に送られる直前に肖像画を描きました。
文久2年（1862）、久坂玄瑞らとともに上京。公武合体論を主張する長井雅楽の暗殺を計画するも失敗。時事に憤慨して自決。
現在、誕生地に、石碑のみが残っている。",,"・ＪＲ東萩駅からタクシーで5分
・ＪＲ東萩駅からバスで分(萩循環まぁーるバス乗車)→松陰神社前下車から徒歩で1分
・絵堂ＩＣから車で20分(中国自動車道美祢東JCT小郡萩道路経由で絵堂ICへ)",,,萩市観光課,0838-25-3139,,,,,
350001,3500150377,山口県,,吉田稔麿誕生地,ヨシダトシマロタンジョウチ,,,山口県萩市椿東,,34.426121,131.413086,,,,,,,"稔麿（栄太郎）は、少年期には宝ほう蔵ぞう院いん流りゅう槍そう術じゅつを学び、安政３年（1856）松本村から最初の塾生として松下村塾に入塾しました。学問にすぐれ「松下村塾四天王」の一人と称され、松陰から最も期待された一人でした。元治元年（1864）京都池田屋で新撰組に襲われ闘死（自刃とも）しました。
松陰が江戸へ送られる際には、この旧宅の北隣の家の生垣から涙ながらに見送ったようです。",,"・絵堂ＩＣから車で20分(中国自動車道美祢東JCT小郡萩道路経由)
・ＪＲ東萩駅からタクシーで5分
・ＪＲ東萩駅からバスで分(萩循環まぁーるバス乗車)→松陰神社前下車から徒歩で5分",,,萩市観光課,0838-25-3139,,,,,
350001,3500150378,山口県,,山田顕義誕生地（顕義園）,ヤマダアキヨシタンジョウチ（ケンギエン）,,,山口県萩市椿東,,34.426121,131.413086,,,,,,,"山田顕義は、1844年（弘化元年）に萩藩士山田七兵衛の長男として生まれ、14歳の時に松下村塾に入門した。吉田松陰にとっては最年少の門下生だったらしい。戊辰戦争で大きな功績を残し、明治に入ってからは佐賀の乱、西南戦争の鎮静に尽力。その後、日本の近代化に傾注し、第一次伊藤博文内閣の司法大臣として法典編纂に貢献した。また、教育にも力をいれ、日本大学の前身である日本法律学校を創設し、次いで翌年、國學院を設立。
この地は、日本大学が建学90周年を記念し、謝恩の為に昭和54年に「顕義園」として整備したもので、高さ1.1ｍの台座に建つ高さ2.4ｍの「山田顕義先生之像」が印象的。",,"・中国自動車道美祢東ＪＣＴから車で20分→小郡萩道路絵堂ＩＣから車で30分(ＪＣＴと繋がっている小郡萩道路利用で萩へ)
・ＪＲ東萩駅からタクシーで10分
・まぁーるバス東回り「中ノ倉」から徒歩で10分",,,萩市観光課,0838-25-3139,,,,,
350001,3500150379,山口県,,楫取素彦旧宅地,カトリモトヒコキュウタクチ,,,山口県萩市椿東,,34.426121,131.413086,,,,,,,"楫取素彦は1829年（文政12）、萩藩医松島瑞?の次男として萩に生まれ、初め伊之助と称した。
兄に洋学者の松島剛蔵がおり、12 歳の時に萩藩の儒者小田村吉平の養子となった。
藩校明倫館で教授し、のち吉田松陰の妹寿と結婚して、松下村塾でも指導にあたった。四境戦争では幕府側との交渉にあたり、慶応３年（1867）藩命により楫取素彦と改名した。
維新後は地方官を経て、明治９年（1876）現在の県知事にあたる初代群馬県令を10 年間つとめ、特に蚕糸業の振興や教育の充実に尽力した。この地は、時期は明らかではないが、素彦が住まいした旧宅跡といわれている。
寿の死後は、松陰の妹　文と再婚した。2017大河ﾄﾞﾗﾏ「花燃ゆ」は文が主人公。",,"・絵堂ＩＣから車で25分(中国自動車道美祢東JCT小郡萩小郡道路経由で絵堂ICへ)
・ＪＲ東萩駅からタクシーで10分
・ＪＲ東萩駅からバスで分(萩循環まぁーるバス乗車)→中ノ倉下車から徒歩で10分",,,萩市観光課,0838-25-3139,,,,,
350001,3500150380,山口県,,恵美須ケ鼻造船所跡,エビスガハナゾウセンジョアト,,,山口県萩市椿東5159-14,,34.433357,131.413239,,,,,,,"1853（嘉永6）年、幕府は各藩の軍備・海防力の強化を目的に大船建造を解禁し、のちに萩藩に対しても大船の建造を要請しました。
1856（安政3）年、萩藩は洋式造船技術と運転技術習得のため、幕府が西洋式帆船の君沢型（スクーナー船）を製造した伊豆戸田村に船大工棟梁の尾崎小右衛門を派遣します。尾崎は戸田村でスクーナー船建造にあたった高崎伝蔵らとともに萩に帰り、近海を視察、小畑浦の恵美須ヶ鼻に軍艦製造所を建設することを決定しました。
同年12月には萩藩最初の洋式軍艦「丙辰丸」が、また1860（万延元）年には2隻目の洋式軍艦「庚申丸」が進水します。現在も、当時の規模の大きな防波堤が残っています。
2015年7月世界遺産登録（明治日本の産業革命遺産）",,"・中国自動車道美祢東ＪＣＴから車で20分→小郡萩道路絵堂ＩＣから車で30分(ＪＣＴと繋がっている小郡萩道路利用で萩へ)
・ＪＲ東萩駅からタクシーで15分
・まぁーるバス東回り「萩しーまーと」から徒歩で20分",,,萩市観光課,0838-25-3139,,,,,
350001,3500150381,山口県,,入江九一・野村靖誕生地,イリエクイチ・ノムラヤスシタンジョウチ,,,山口県萩市土原,,34.410404,131.404388,,,,,,,"入江九一・・・萩藩士。称は杉蔵など。明治政府の政治家となる野村靖（和作）は実弟。松下村塾で学び、吉田松陰に深く傾倒した。文久3年（1863）2月、京都に上ったが、3月、攘夷派公卿中山忠光の脱走に従い帰国した。同年6月には高杉晋作を補佐して、奇兵隊を結成する。しかし同年8月18日の政変により、萩藩が京都での地位を失うと、失地回復のため奔走。元治元年（1864）7月、禁門の変では参謀として戦ったが、重傷を負い自決した。後世、高杉・久坂・吉田稔麿とともに「松門四天王」のひとりに数えられる。

野村　靖・・・通称を和作、靖之助という。禁門の変で戦死した入江九一の弟。安政4年（1857）、16歳で松下村塾に入り、吉田松陰に師事。文久3年（1863）、松陰に師事したことが認められ、士籍に列せられる。明治4年（1871）には岩倉使節団に加わり、欧米各国を視察した。同6年に帰国したのち、外務権大丞や神奈川県令を務める。さらに第2次伊藤博文内閣では内務大臣、第2次松方正義内閣では逓信大臣を務めた。。",,"・中国自動車道美祢東ＪＣＴから車で20分→小郡萩道路絵堂ＩＣから車で30分(ＪＣＴと繋がっている小郡萩道路利用で萩へ)
・ＪＲ東萩駅からタクシーで10分",,,萩市観光課,0838-25-3139,,,,,
