都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,イベント名,イベント名_カナ,イベント名_英語,開始日,終了日,開始時間,終了時間,開始日時特記事項,説明,料金(基本),料金(詳細),連絡先名称,連絡先電話番号,連絡先内線番号,主催者,場所名称,住所,方書,緯度,経度,アクセス方法,駐車場情報,定員,参加申込終了日,参加申込終了時間,参加申込方法,URL,備考
350001,3500151186,山口県,,毛利博物館企画展　毛利敬親没後150年記念「幕末の萩藩主毛利敬親」,モウリハクブツカンキカクテンモウリタカチカボツゴ１５０ネンキネン「バクマツノハギハンシュモウリタカチカ」,,2021-05-29,2021-07-11,,,,"毛利敬親の没後150年を迎えるにあたり、敬親が萩（長州）藩主として、いかに藩政を担い、幕末の動乱を切り抜けたか、毛利家に残された敬親ゆかりの遺品などから紹介します。
",,,毛利博物館,0835-22-0001,,,"毛利博物館
",山口県防府市多々良１丁目15-1,,34.063667,131.587402,"(1) ＪＲ防府駅からバスで6分（「毛利本邸入口」下車、徒歩6分）
(2) 山陽自動車道防府東ICから車で約15分
(3) 山陽自動車道防府西ICから車で約15分
",,,,,,,
350001,3500151187,山口県,,毛利博物館特別展「国宝」,モウリハクブツカントクベツテン「コクホウ」,,2021-10-30,2021-12-05,09:00,17:00,,"国宝の雪舟筆「四季山水図」や「古今和歌集（高野切本）」をはじめとする国宝や重要文化財など、美術的にも歴史的にも優れたことで知られる毛利を一小津に公開し一堂に公開します。
",,,毛利博物館,0835-22-0001,,,"毛利博物館
",山口県防府市多々良1丁目15-1毛利博物館,,34.063667,131.587402,"(1) JR山陽本線防府駅からバスで約6分 → 「毛利本邸入口」バス停から徒歩で約6分
(2) 山陽自動車道防府西・東ICから車で約20分
",,,,,,,
350001,3500151188,山口県,,奴行列,ヤッコギョウレツ,,2021-05-16,2021-05-16,,,,"桑山八幡宮の春祭りとして、社から御旅所までの参道を行く御神幸行列の中で、拍子木に合わせて勇壮な型の踊り振りをとる弓持ち（１１番目）に続き、独特の足踏みをする長刀持ち（１８番目）までの行列をさすもので、ユニークで華やかさが伝わる行列です。
",,,磯崎神社,0835-22-3064,,,"桑山八幡宮
",山口県防府市桑山二丁目１５－１,,34.046997,131.56073,"(1) ＪＲ防府駅から徒歩で15分
",,,,,,,
350001,3500151189,山口県,,笑い講,ワライコウ,,2021-12-05,2021-12-05,,,,"収穫感謝と吉凶の占いに始まる笑い合う神事で、笑い声の小さい時や不真面目な時は、鐘１つでやり直す等、全国的に珍しい神事です。
",,,一般社団法人防府観光コンベンション協会,0835-25-2148,,,"大道地区（その年の頭屋宅）
",山口県防府市台道小俣,,34.052521,131.480865,"(1) ＪＲ山陽本線大道駅から列車で約5分
(2) 山陽自動車道防府東IC・防府西ICから車で約20分
",,,,,,,
350001,3500151190,山口県,,浮石義民法要,ウキイシギミンホウヨウ,,2021-12-中旬,2021-12-中旬,,,,"宝永の大凶作に苦しむ農民への年貢の取立てに、苛酷を極めた領主を、五義民が幕府の巡見使に直訴し、その目的は達したが、刑場の露と消えました。
人々は、身を捨てて村を救った５人を「浮石義民」と呼んでたたえ、５つの墓を１か所に祀り、新たに農魂碑を建立し、毎年供養しています。
墓所は舜青寺境内に、碑は亀尾山八幡宮にあります。
",,,豊田町観光協会,083-766-0031,,,"舜青寺境内
",山口県下関市豊田町浮石舜青寺,,34.193085,131.056747,"(1) 中国自動車道　美祢ＩＣ・小月Ｉから車で40分
(2) JR山陽本線小月駅からバスで50分
",,,,,,,
350001,3500151191,山口県,,鬼ヶ城登山,オニガジョウトザン,,2022-03-21,2022-03-21,,,,"ＪＲ山陰本線黒井村駅すぐそばの誠意小学校に集合し、スタート。登山口まで約４０分。登山口から山頂まで約９０分の道のりを歩く。619mの山頂からの眺めは最高。日本海から周囲の市町村１８０度見渡せます。
",,,コミスポ夢が丘,083-772-3151,,,,山口県下関市豊浦町大字黒井,,34.119259,130.920685,"(1) ＪＲ山陰本線黒井村駅から徒歩で3分
(2) 中国自動車道下関ＩＣから車で30分
",,,,,,,
350001,3500151192,山口県,,御雛茶屋,オヒナチャヤ,,2022-02-27,2022-02-27,,,,"毛利侯の御茶屋にちなんだお茶会で、和風フラワーアレンジメント体験教室や地元の作家さんによる焼き物など和の伝統を感じられる出店もあります。
",,,川棚温泉まちづくり株式会社,083-774-3855,,,"川棚温泉交流センター／川棚の杜・コルトーホール
",山口県下関市豊浦町川棚5180,,34.110443,130.903198,"(1) JR川棚温泉駅から川棚温泉行きバス「川棚温泉」下車から徒歩で5分
(2) 小月ICから車で20分
(3) 下関ICから車で30分
",,,,,,,
350001,3500151193,山口県,,海峡のまち　下関歴史ウオーク,カイキョウノマチ　シモノセキレキシウオーク,,2021-11-21,2021-11-21,,,,"秋の関門海峡、歴史情緒豊かな史跡を巡るウオーキングです。
日本歴史が大きく動いた舞台の下関、晩秋の下関で全国の仲間と共に歩きましょう。
",,,海峡のまち下関歴史ウオーク大会事務局,080-1644-3365,,,"海峡ゆめ広場
",山口県下関市豊前田3-3（海峡ゆめ広場）,,33.953587,130.928955,"(1) ＪＲ下関駅から徒歩で7分
",,,,,,,
350001,3500151194,山口県,,川棚温泉　妙青寺の梅まつり,カワタナオンセン　ミョウセイジノウメマツリ,,2022-03-06,2022-03-06,,,,"その昔、毛利候の本陣にもなった川棚温泉の妙青寺。梅まつりでは、無料でかっぽ酒やぜんざいが振る舞われ、観光ガイドの案内解説も。雪舟の築庭や山頭火の句碑も必見です。
",,,川棚温泉観光協会（川棚温泉交流センター内）,083-772-0296,,,"川棚温泉　妙青寺
",山口県下関市豊浦町川棚5192,,34.110443,130.903198,"(1) ＪＲ山陰本線川棚温泉駅から車で5分
",,,,,,,
350001,3500151195,山口県,,川棚の杜・コルトーホールライトアップ,カワタナノモリ・コルトーホールライトアップ,,2021-10-02,2021-10-30,,,,"設計は隈研吾。闇夜に浮かび上がる多面体の建築美。
本州最西端の温泉街にして開湯800年の歴史ある川棚温泉。温泉街のど真ん中に建つ川棚の杜コルトーホールは、三角形を組み合せた多面体の不思議なカタチの建物。温泉街の周囲の山並みに馴染む設計は建築家隈研吾氏によるもの。外壁を使った山頭火俳句ライトアップも同時開催。
※期間内の土曜日のみ開催
",,,川棚温泉まちづくり株式会社,083-774-3855,,,"川棚の杜・コルトーホール
",山口県下関市豊浦町川棚5180,,34.110443,130.903198,"(1) JR川棚温泉駅からバスで約3分（川棚温泉行きバス） → 「川棚温泉」下車から徒歩で5分
(2) JR川棚温泉駅からタクシーで約5分
(3) 中国自動車道小月ICから車で20分
(4) 中国自動車道下関ICから車で30分
",,,,,,,
350001,3500151196,山口県,,河渡祭,カワタリサイ,,2021-12-01,2021-12-01,,,,"この祭りは石見国江川で毛利氏と尼子氏が戦ったとき，毛利元就は全軍に神酒を与え，田作りと餅粥をふるまって，その勢いでいっきに奇襲して江川を渡ることに成功したことに始まり，現在では大きな釜に餅粥を炊いて一般参拝客にふるまっている。
",,,住吉神社,083-256-2656,,,"住吉神社
",山口県下関市一の宮住吉一丁目１１－１　住吉神社,,33.999699,130.956863,"(1) ＪＲ山陽本線新下関駅からバスで5分 → 「一の宮」バス停から徒歩で5分
(2) 下関ICから車で10分
",,,,,,,
350001,3500151197,山口県,,【中止】関門海峡花火大会,カンモンカイキョウハナビタイカイ,,2021-08-13,2021-08-13,19:50,20:40,,"関門海峡「1千万ドルの夜景」をバックに下関、門司両岸から約1万5000発の花火が続々と打ち上げられます。
関門海峡の夜景に加え、対岸から打ち上げられる花火とのコントラストが美しい花火大会です。
※雨天決行、荒天中止、順延なし
",,,一般財団法人　下関21世紀協会,083-223-2001,,,"関門海峡沿岸一帯
",山口県下関市あるかぽーと地区を中心に関門海峡沿岸一帯,,33.953491,130.941208,"(1) ＪＲ山陽本線下関駅からバスで5分 → 「海響館前」バス停から徒歩で1分
",,,,,,,
350001,3500151198,山口県,,菊川文化産業祭,キクガワブンカサンギョウサイ,,2021-11-中旬,2021-11-中旬,,,,"文化部門と農林部門があり、作品及び農産物の展示、又ステージイベント、即売等色々な催しが行なわれます。
",,,下関市菊川総合支所地域政策課,083-287-1114,,,"菊川ふれあい会館（アブニール）
",山口県下関市菊川町大字下岡枝117,,34.120804,131.03093,"(1) ＪＲ山陽本線小月駅からバスで15分
",,,,,,,
350001,3500151199,山口県,,狗留孫山修禅寺節分会,クルソンザンシュゼンジセツブンエ,,2022-02-03,2022-02-03,,,,"立春から干支や星が新しくなるため、前日の節分に新年の厄除開運を祈り、全国から申し込まれた開運守のご祈祷を行います。主要な節分会法要・護摩供は21時30分～23時40分に行います。豆まきは、12時と23時40分の2回。ぜんざいのお接待があります。
",,,狗留孫山修禅寺,083-768-0331,,,"狗留孫山修禅寺
",山口県下関市豊田町大字杢路子,,34.216145,131.001648,"(1) 中国自動車道小月IC、美祢ICから車で40分 → 駐車場から徒歩で20分
",,,,,,,
350001,3500151200,山口県,,源平night in 赤間神宮,ゲンペイナイトインアカマジングウ,,2021-10-02,2021-10-02,,,"2021年10月02日
2021年10月09日
2021年10月16日
2021年10月23日
","安徳帝とともに入水した二位の尼の「波の下にも都はある」との願いを映したともいわれる朱塗りの水天門は、陸の竜宮城のような荘厳な輝きを放ちます。
その水天門を入り、本殿前の階段をライトアップしたステージで、海峡の波間に出現した幻想的な歴史舞台劇が開幕。
毎年5月3日の先帝祭では大勢のお客様でなかなか見ることができない上臈の『外八文字』と『日本舞踊』も、お席に座ってゆっくりご覧いただけるチャンスです。
秋の夜長の5日間限定の特別なひとときをお過ごしください。
",,,下関市観光政策課,083-227-3350,,,赤間神宮,山口県下関市阿弥陀寺町4－1赤間神宮境内,,33.959686,130.94841,"(1) JR下関駅からバスで9分 → 「赤間神宮前」バス停から徒歩で0分（下車すぐ）
(2) 中国自動車道下関ICから車で10分
",,,,,,,
350001,3500151201,山口県,,蚕種祭,サンシュサイ,,2022-03-28,2022-03-28,,,,"仲哀天皇が忌宮神社におられた時に蚕種が我が国に初めて渡来したことから、蚕、絹の関係者により、昭和8年「蚕種渡来の地」の記念碑が建立されました。これちなんで、かって養蚕が日本の庶民の暮らしをいかに支えたかを回顧する意味を込めて、これを神社のお祭りとしたものです。
",,,忌宮神社,083-245-1093,,,"忌宮神社
",山口県下関市長府宮の内町1-18忌宮神社,,33.998329,130.987549,"(1) ＪＲ山陽本線長府駅からバスで10分 → 「城下町長府」バス停から徒歩で5分
(2) JR下関からバスで23分 → 「城下町長府」バス停から徒歩で5分
(3) 下関ICから車で約20分
",,,,,,,
350001,3500151202,山口県,,しめなわ祭,シメナワサイ,,2021-12-10,2021-12-10,,,,"壇之浦海中の大石に神官がしめなわを張る神事。昔、大雨、台風、火災、疫病と悪いことが続いたとき、神が倒れている大石を起こせば災害がなくなると告げられ、この大石を起こしたところ災害がなくなったという故事に由来している。関門海峡の冬の風物詩として有名。
",,,赤間神宮,083-231-4138,,,"壇之浦海岸（立石稲荷付近）
",山口県下関市壇之浦町立石稲荷付近の海岸,,33.962799,130.953522,"(1) ＪＲ山陽本線下関駅からバスで10分 → 「壇の浦」バス停から徒歩で5分
(2) 下関ICから車で10分
",,,,,,,
350001,3500151203,山口県,,下関海響マラソン2021,シモノセキカイキョウマラソン,,2021-11-07,2021-11-07,,,,"風光明媚で歴史ある関門海峡と、美しい響灘をコースとしたフルマラソン。その他にも、2kmファンラン、一般・ペアの部の部門もあります。日本陸上競技連盟公認大会です。
",,,下関海響マラソン実行委員会事務局（下関市スポーツ振興課内）,083-231-2729,,,"メイン会場：オーヴィジョン海峡ゆめ広場　スタート・ゴール：海峡メッセ下関
",山口県下関市豊前田町,,33.953587,130.928955,"(1) JR下関駅から徒歩で7分
",,,,,,,
350001,3500151204,山口県,,しものせき女子旅キャンペーン,シモノセキジョシタビキャンペーン,,2021-02-上旬,2021-04-下旬,,,,"絶景スポット、キレイになれる温泉、ご当地グルメ、着付け体験など、女性が大好きなものをぎゅっと凝縮。下関のかわいい！おいしい！楽しい！を提案します。提携店でお得な割引やかわいいグッズプレゼントも。
",,,下関市観光政策課,083-231-1350,,,"下関市内（下関駅周辺・唐戸・長府・山陰角島エリア）
",山口県下関市,,33.957287,130.940964,,,,,,,,
350001,3500151205,山口県,,城下町長府財宝伝説,ジョウカマチチョウフザイホウデンセツ,,2021-10-01,2021-12-31,,,,"城下町長府を舞台に歴史クイズや謎解きを楽しみながら、ゴールを目指して散策します。見事、財宝箱の鍵を開けた方にはふく刺しなど素敵な商品も抽選で当たります。
紅葉に彩られた城下町長府で、歴史情緒を味わいながらクイズ・謎解きラリーを楽しんでみませんか。
",,,しものせき観光キャンペーン実行委員会（下関観光政策課課内）,083-227-3305,,,城下町長府地区,城下町長府地区,,35.928341,139.494034,"(1) JR下関駅からバスで約23分（「城下町長府」下車） → JR長府駅からバスで10分（「城下町長府」下車） → 下関ICから車で20分
",,,,,,,
350001,3500151206,山口県,,城下町長府ひなまつり,ジョウカマチチョウフヒナマツリ,,2022-02-上旬,2022-03-中旬,,,,"歴史情緒漂う城下町長府の各施設・店舗で、「ひな人形」や「つるしかざり」、他では見ることができない「幸ふく雛」を数多く展示します。華やかなひな人形や、一つひとつに想いがこめられたつるしかざりを観賞しながら、城下町長府を散策しませんか？
また、期間中、提携店では様々なサービスが受けられます。ゆっくり散策しながらお気に入りのお店を探してみてください。
",,,下関市観光政策課,083-227-3305,,,城下町長府地区（長府毛利邸・長府庭園等）,山口県下関市長府地区,,34.005672,130.985809,"(1) JR下関駅からバスで約20分 → 「市立美術館前」または「城下町長府」下車から徒歩で1分
",,,,,,,
350001,3500151207,山口県,,龍泉寺 節分祭,セツブンサイ,,2021-02-03,2022-02-03,,,,"開運厄徐けの祈願を行い、豆まきを行います。
",,,龍泉寺,083-772-3101,,,"龍泉寺
",山口県下関市豊浦町黒井,,34.110443,130.903198,"(1) ＪＲ山陰本線黒井村駅から車で10分
",,,,,,,
350001,3500151208,山口県,,長州街道吉田歴史ガイドウォーク,チョウシュウカイドウヨシダレキシガイドウォーク,,2021-07-17,2021-07-17,10:00,12:30,"2021年07月17日　10時00分～12時30分
2021年08月21日　10時00分～12時30分
2021年09月18日　10時00分～12時30分
2021年10月16日　10時00分～12時30分
2021年11月20日　10時00分～12時30分
","山陽道と赤間関街道が交差する吉田宿は、交通の要所として大名の宿泊や街道を往来する旅人が休息する宿や商家などが立ち並ぶ宿場町として賑わって参りました。
 街道筋には、勘場や御茶屋、高札場などの史跡があり、往時の繁栄をかいま見ることが出来ます。

［集合場所］
下関市吉田公民館（下関市大字吉田地方2499番地）

［コース］
奇兵隊陣屋跡、吉田宰判跡、東行庵、法専寺、吉田町通り等（約5.3㎞／約2時間30分）
※10名以上の団体は別途応相談
",,,吉田まちづくり協議会事務局（吉田支所）　13：00 ～ 17：00（平日）,083-284-0125,,,,山口県下関市大字吉田地方2499番地（吉田公民館）,,34.091175,131.072311,"(1) 山陽自動車道小月ICから車で約15分
",,,,,,,
350001,3500151209,山口県,,第33回つのしま夕やけマラソン,ツノシマユウヤケマラソン,,2021-10-23,2021-10-23,,,,"素晴らしい景色をもつ北長門海岸国定公園の角島において、「自然を大切にしたい」と思われている方々と、記録よりも記憶に残るマラソン大会を目指します。
ゴール後は日本海に沈んでいく真っ赤な夕日をぜひご堪能下さい。
※当日は混雑が予想されますので、余裕をもってご来場下さい。
",,,つのしま夕やけマラソン実行委員会事務局（豊北総合支所地域政策課内,083-782-1911,,,"下関市豊北町角島近辺
",山口県下関市豊北町大字角島字正ノ田１７６８番地  角島小学校（受付・開閉会式・ゴール）,,34.354969,130.859711,"(1) ＪＲ滝部駅からタクシーで20分
(2) JR阿川駅からタクシーで15分",,,,,,,
350001,3500151210,山口県,,東行記念館常設企画展,トウギョウキネンカンジョウセツキカクテン,,2021-09-22,2021-12-19,,,"2021年09月22日～2021年12月19日
2021年12月21日～2022年03月21日
","①アートでたどる幕末－奇兵隊の駆けた時代
　会期：2021年9月21日～2021年12月19日
　概要：幕末に下関で結成された奇兵隊について、同時代に描かれた「アート」な資料からその様相を振り返る。

②法灯の守り人たち
　会期：2021年12月21日～2022年3月21日
　概要：晋作の法灯を守り、晋作の功績を世に伝えてきた東行庵の歴代庵主たち紹介。
",,,下関市立東行記念館,083-284-0212,,,下関市立東行記念館,山口県下関市大字吉田1184番地下関市立東行記念館２階,,34.085381,131.072937,(1) ＪＲ小月駅からバスで14分（「東行庵入口」下車） → 「東行庵入口」停留所から徒歩で5分,,,,,,,
350001,3500151211,山口県,,豊浦コスモスまつり,トヨウラコスモスマツリ,,2021-10-上旬,2021-10-中旬,10:00,16:00,,"年間を通して季節の花が咲く「リフレッシュパーク豊浦」では、10月上旬から中旬まで約100万本のコスモスが楽しめます。
なだらかな山裾一面にひろがる約100万本のコスモスのじゅうたんは圧巻の光景！
コスモスの迷路や乗馬体験、コスモス入りの入浴剤作りなどファミリーやカップルで楽しめるイベントも盛りだくさんです。
大自然のなかで豊浦の秋を満喫してみませんか？
",,,下関市豊浦町ふるさとづくり推進協議会,083-772-4001,,,"リフレッシュパーク豊浦
",山口県下関市豊浦町川棚2035-9,,34.110443,130.903198,"(1) ＪＲ山陰本線川棚温泉駅から車で5分
(2) ＪＲ山陰本線川棚温泉駅から徒歩で30分
(3) 中国道小月ICから車で30分
",,,,,,,
350001,3500151212,山口県,,豊田湖ワカサギ釣り大会,トヨタコワカサギツリタイカイ,,2022-02-上旬,2022-02-上旬,,,,"豊田湖県立自然公園内にある豊田湖では、例年１２月から３月中旬頃までワカサギ釣りを楽しむことができます。その最盛期である２月の上旬、釣り上げた総重量を競う「ワカサギ釣り大会」が催されます。大人の部、子供の部、女性の部の3種目が行われ、多くの賞が用意されています。
",,,豊田町観光協会,083-766-0031,,,"豊田湖畔公園
",山口県下関市豊田町大字地吉348,,34.25156,131.118637,"(1) ＪＲ山陽本線小月駅からバスで50分 → 百合野バス停から徒歩で20分
(2) 小月ICまたは美祢ICから車で30分
",,,,,,,
350001,3500151213,山口県,,【中止】豊田のホタル祭り,トヨタノホタルマツリ,,2021-06-05,2021-06-05,,,"2021年06月05日
2021年06月12日
",初夏の風物詩「ゲンジボタル」が乱舞を見せ始めるころ、豊田町最大のイベントである「豊田ホタル祭り」が開催されます。会場には多くの出店が並び、ステージショー、ホタル観賞バス等、盛りだくさんのイベントが催されます。またホタル観賞のための川下り「ホタル舟」も運航され、船上から木屋川のゲンジボタルの乱舞を両岸に眺めながら幻想の世界へと誘います。,,,豊田のホタル祭り実行委員会,083-766-0031,,,"ラピール・ゆめマート豊田店駐車場、下関市商工会豊田町支所、道の駅「蛍街道西ノ市」近辺
",山口県下関市豊田町矢田　　　　　ラピール・ゆめマート豊田店駐車場、下関市商工会豊田町支所、下関市商工会豊田町支所、道の駅「蛍街道西ノ市」近辺,,34.193085,131.056747,"(1) 小月ＩＣから車で20分
(2) 美祢ICから車で30分
(3) ＪＲ小月駅からバスで33分 → 「豊田町西市」から徒歩で7分
",,,,,,,
350001,3500151214,山口県,,馬関まつり,バカンマツリ,,2021-08-21,2021-08-22,,,,"全市をあげて行われる市民のお祭りです。
市内一円で平家踊りを中心に随所にステージを設け、多彩な催しがくり広げられます。
",,,下関まつり合同会議事務局（下関市観光政策課内）,083-231-1350,,,"JR下関駅から唐戸までの各所
",山口県下関市一円,,33.989079,130.948624,"(1) ＪＲ下関駅から徒歩で5分
",,,,,,,
350001,3500151215,山口県,,馬関名物たこあげ大会,バカンメイブツタコアゲタイカイ,,2022-02-03,2022-02-03,,,,"亀山八幡宮の節分祭行事の一環として開催されます。下関に春を告げる行事として親しまれ、多くの家族連れで賑わいます。
",,,亀山八幡宮,083-231-1323,,,亀山八幡宮,山口県下関市唐戸町唐戸市場屋上,,33.957119,130.943436,"(1) ＪＲ山陽本線下関駅からバスで7分 → 「唐戸」バス停から徒歩で5分
",,,,,,,
350001,3500151216,山口県,,奉射祭,ブシャサイ,,2022-01-10,2022-01-10,,,,"仲哀天皇が弓矢を執って，新羅（しらぎ）の敵将を射殺したという故事に由来する祭で、年頭にあたり、四方八方の邪鬼を祓い、吉年を祈念する神事。
",,,忌宮神社,083-245-1093,,,"忌宮神社
",山口県下関市長府宮の内町1-18忌宮神社,,33.998329,130.987549,"(1) ＪＲ山陽本線長府駅からバスで10分 → 城下町長府バス停から徒歩で5分
",,,,,,,
350001,3500151217,山口県,,歩射祭,ブシャサイ,,2022-01-16,2022-01-16,,,,"弓矢を執って大的を射って、その年の作柄を占い神に豊作を願う太古より継承された神事。
",,,住吉神社,083-256-2656,,,"住吉神社
",山口県下関市一の宮住吉１丁目１１－１　住吉神社,,33.999699,130.956863,"(1) ＪＲ山陽本線新下関駅からバスで5分 → 「一の宮」バス停から徒歩で5分
",,,,,,,
350001,3500151218,山口県,,平家雛流し神事,ヘイケヒナナガシシンジ,,2022-03-上旬,2022-03-上旬,,,,"壇之浦の合戦で源氏に敗れた平家一門の慰霊のため、手づくりの紙びなを壇之浦の海岸に流す、優雅なお祭りで、関門地方に春の訪れを告げる風雅な行事です。
",,,赤間神宮,083-231-4138,,,"下関市赤間神宮
",山口県下関市阿弥陀寺町4-1赤間神宮,,33.959686,130.94841,"(1) ＪＲ山陽本線下関駅からバスで10分 → 「赤間神宮前」バス停から徒歩（すぐ）
",,,,,,,
350001,3500151219,山口県,,三日相撲,ミッカスモウ,,2021-11-03,2021-11-03,,,,"忌宮神社境内にある荒熊稲荷神社の例祭に奉納される相撲で相撲大会（大人の部、子供の部）などが盛大に開催されます。また、ゲストに関取などを招待（予定）して盛り上がります。
",,,忌宮神社,083-245-1093,,,"忌宮神社
",山口県下関市長府宮の内町1-18忌宮神社,,33.998329,130.987549,"(1) ＪＲ山陽本線長府駅からバスで10分 → 「城下町長府」バス停から徒歩で5分
(2) JR下関駅からバスで約25分 → 「城下町長府」バス停から徒歩で5分
(3) 下関ICから車で約20分
",,,,,,,
350001,3500151220,山口県,,リフレッシュパーク豊浦　春の花まつり,リフレッシュパークトヨウラ　ハルノハナマツリ,,2022-03-下旬,2022-04-上旬,,,,"50万本の菜の花、3万本のチューリップなどの春の花々が順次咲いていきます。
",,,リフレッシュパーク豊浦,083-772-4000,,,"リフレッシュパーク豊浦
",山口県下関市豊浦町川棚2035-9,,34.110443,130.903198,"(1) ＪＲ山陰本線川棚温泉駅から車で5分
(2) JR山陰本線川棚温泉駅から徒歩で30分
(3) 下関ICから車で30分
",,,,,,,
350001,3500151221,山口県,,歴史体感☆紙芝居,レキシタイカン☆カミシバイ,,2021-01-06,2021-12-25,,,,"懐かしい紙芝居用自転車も忠実に再現し、個性豊かな演者による臨場感あるパフォーマンスと迫力ある語りで、見る人聞く人を魅了します！公演場所のみもすそ川公園は、壇ノ浦の合戦の地の目の前で、関門海峡を一番体感できるビューポイントです。

※10：00～15：00の間でお客さんが集まり次第　各回10分程度
※雨天時：関門トンネル人道入口そば
",,,下関市観光政策課,083-231-1350,,,"みもすそ川公園
",山口県下関市みもすそ川町,,33.968491,130.956985,"(1) JR下関駅からバスで12分（「御裳川（みもすそがわ）」下車すぐ）
(2) 下関ICから車で5分
",,,,,,,
350001,3500151222,山口県,,歴史博物館企画展・特別展,レキシハクブツカンキカクテン・トクベツテン,,2021-09-17,2021-11-07,,,"2021年09月17日～2021年11月07日
2021年11月12日～2021年12月26日
2022年01月07日～2022年03月06日
2022年03月11日～2022年05月08日
","・特別展　毛利VS大友－海峡の戦国史　第2章
　会期：2021年9月11日～2021年11月7日
　概要：毛利氏時代の下関の様子と北部九州をめぐる毛利氏と大友氏の戦いを紹介する。

・特別展　誠之　三吉慎蔵～幕末・明治を生きたサムライ
　会期：2021年11月12日～2021年12月16日
　概要：坂本龍馬の親友として知られる長府藩士三吉慎蔵の人となりや生き様に迫る。

・企画展　殿様アート
　会期：2022年1月7日～2022年3月6日
　概要：長府毛利家・清末毛利家の殿様を中心として、江戸時代の文人たちの作品を紹介する。

・企画展　武者の世の始まり－鎌倉時代の下関
　会期：2022年3月11日~2022年5月8日
　概要：源平合戦後から南北朝期までの下関ゆかりの武士の動向を紹介する。
",,,下関市立歴史博物館,083-241-1080,,,"下関市立歴史博物館
",山口県下関市長府川端二丁目２番２７号,,33.995979,130.983566,"(1) JR下関駅下車、バス長府方面行に乗車城下町長府停留所下車から徒歩で10分
(2) 中国自動車道下関ICから車で約20分
",,,,,,,
350001,3500151223,山口県,,「第九『歓喜の歌』でHAPPY　END 2021　IN　渡辺翁記念会館」,「ダイク『カンキノウタ』でHAPPY　END　2021  IN　ワタナベオウキネンカイカン」,,2021-12-26,2021-12-26,,,,"年末恒例の第九演奏会。管弦楽団とソリスト及び市民を中心に構成した合唱団の共演をお楽しみください。
2021年をお幸せな気持ちで締めくくります。
",,,宇部市文化創造財団,0836-35-3355,,,"渡辺翁記念会館
",山口県宇部市朝日町8番1号,,33.957844,131.245132,"(1) JR宇部新川駅から徒歩で3分
",,,,,,,
350001,3500151224,山口県,,EAT！UBE！2021,イート！ウベ！2021,,2021-10-10,2021-10-10,,,,"市内飲食店による宇部マルシェ、農家によるTKWファーマーズマーケット、ハンドメイド・クラフト作家によるマルシェがそろった宇部の食イベントです。
",,,宇部市　観光・グローバル推進課,0836-34-8353,,,,山口県宇部市沖宇部254,,33.948143,131.28804,"(1) 「ときわ湖水ホーム入り口」バス停から徒歩で5分 → 「ときわ公園」バス停から徒歩で10分 → 「ときわ公園入口」バス停から徒歩で15分 → 山陽自動車道「宇部ic」から車で15分 → 山口宇部道路「宇部南ic]から車で5分 → 山口宇部空港から車で5分 → JR新山口駅から列車で30分（ＪＲ常盤駅で下車） → 常盤駅から徒歩で15分 → JR新山口駅からバスで30分（特急バス「ときわ公園入口」で下車） → 」ときわ公園入口」から徒歩で15分
",,,,,,,
350001,3500151225,山口県,,宇部市八十八夜お茶まつり,ウベシハチジュウハチヤオチャマツリ,,2021-05-03,2021-05-03,,,,"お茶に対する理解と認識を深めてもらうためのおまつり。新茶やお野菜、特産品の販売が行われます.
",,,宇部市農林振興課,0836-67-2819,,,"アクトビレッジおの（駐車場有）
",山口県宇部市,,33.951511,131.246811,"(1) 宇部市営バス「花香」バス停から徒歩で10分
(2) 山陽自動車道宇部ＩＣから車で30分
",,,,,,,
350001,3500151226,山口県,,【中止】第67回　宇部市花火大会,ウベシハナビタイカイ,,2021-07-24,2021-07-24,20:00,21:00,,"宇部市名物、花火の打ち上げとバックに流れる音楽をコンピュータ制御でシンクロさせる“音楽花火”は、毎年大人気。
　周りに遮るもののない港から見る大輪の花は、迫力満点です。
",,,宇部市花火大会実行委員会（宇部商工会議所内）,0836-31-0251,,,"宇部港
",山口県宇部市宇部港内一帯,,33.951511,131.246811,"(1) ＪＲ宇部線宇部新川駅から徒歩で20分
(2) ＪＲ宇部線琴芝駅から徒歩で10分
(3) 山陽自動車道宇部ＩＣから車で15分
",,,,,,,
350001,3500151227,山口県,,海洋堂フィギア展inときわ公園,カイヨウドウフィギアテンイントキワコウエン,,2021-09-04,2021-10-31,,,,フィギアの造形技術で世界的に評価の高い「海洋堂」の作品展を開催します。エヴァンゲリオンや動物のフィギア、情景が作られた箱の中にフィギアが飾られている「ボックスジオラマ」を展示。,,,ときわ公園まつり実行委員会,0836-54-0551,,,ときわ公園,山口県宇部市則貞3丁目4-1,,33.945312,131.284943,"(1) 山口宇部道路宇部南ICから車で5分 → JR宇部線常盤駅から徒歩で15分 → 市営バス「ときわ公園バス停」から徒歩で1分
",,,,,,,
