警察署,本票番号,事故内容,死者数,負傷者数,路線,市町村名,発生日時　　年,発生日時　　月,発生日時　　日,発生日時　　時,発生日時　　分,昼夜,天候,地形,路面状態,道路形状,信号機,一時停止規制標識（当事者A）,一時停止規制表示（当事者A）,一時停止規制標識（当事者B）,一時停止規制表示（当事者B）,車道幅員,道路線形,衝突地点,ゾーン規制,事故類型,年齢（当事者A）,年齢（当事者B）,当事者種別（当事者A）,当事者種別（当事者B）,用途別（当事者A）,用途別（当事者B）,人身損傷程度（当事者A）,人身損傷程度（当事者B）,緯度,経度,曜日,祝日
長府,61,負傷,0,1,国道２号,下関市,2023,6,23,17,20,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,35～44歳,大型貨物,普通乗用,事業用,自家用,損傷なし,負傷,34.00901306,130.9953097,金曜,その他
岩国,110,負傷,0,1,国道２号,岩国市,2023,6,23,17,25,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,規制なし,車両相互,25～34歳,35～44歳,普通乗用,原付二種　51～125cc,自家用,自家用,損傷なし,負傷,34.20151056,132.2314217,金曜,その他
防府,96,負傷,0,1,市道,防府市,2023,6,23,17,52,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　拡大　反射式,表示あり,交差点　小　小,直路,交差点内,規制なし,車両相互,35～44歳,01～24歳,軽貨物,自転車,自家用,自転車,損傷なし,負傷,34.03498917,131.5673278,金曜,その他
山口,93,負傷,0,1,市道,山口市,2023,6,23,18,48,3昼暮,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,01～24歳,普通乗用,自転車,自家用,自転車,損傷なし,負傷,34.16100417,131.4889667,金曜,その他
下関,163,負傷,0,1,県道,下関市,2023,6,23,18,56,3昼暮,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m未満,直路,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,55～64歳,普通乗用,軽貨物,自家用,自家用,損傷なし,負傷,34.01690111,130.9475919,金曜,その他
長府,62,負傷,0,1,国道２号,下関市,2023,6,23,19,52,4夜暮,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　13.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,01～24歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.0215025,131.0035728,金曜,その他
山陽小野田,64,負傷,0,1,市道,山陽小野田市,2023,6,23,20,45,5夜,晴,非市街地,舗装　乾燥,交差点付近,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,45～54歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.99953722,131.1744192,金曜,その他
宇部,175,負傷,0,3,国道190号,宇部市,2023,6,24,10,5,2昼,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　大,直路,交差点内,規制なし,車両相互,35～44歳,25～34歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,33.95555556,131.2387067,土曜,その他
山口,102,負傷,0,1,市道,山口市,2023,6,24,10,18,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,対象外当事者,対象外当事者,交差点　中　小,直路,交差点内,規制なし,人対車両,65～74歳,01～24歳,軽貨物,歩行者,自家用,対象外当事者,損傷なし,負傷,34.16958139,131.4424628,土曜,その他
柳井,61,負傷,0,1,一般の交通の用に供するその他の道路,田布施町,2023,6,24,10,50,2昼,晴,市街地,舗装　乾燥,その他,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,一般交通の場所,一般交通の場所,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,75歳以上,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,33.95284,132.0434936,土曜,その他
岩国,109,負傷,0,1,国道437号,岩国市,2023,6,24,14,12,2昼,晴,非市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,規制なし,車両相互,01～24歳,65～74歳,普通乗用,軽乗用,自家用,自家用,損傷なし,損傷なし,34.07308972,132.1080108,土曜,その他
宇部,214,負傷,0,1,県道,宇部市,2023,6,24,18,33,3昼暮,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　中,直路,交差点内,規制なし,車両相互,45～54歳,45～54歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.98182111,131.2165786,土曜,その他
長門,25,負傷,0,1,国道191号,長門市,2023,6,24,20,10,4夜暮,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,65～74歳,軽乗用,大型特殊農耕,自家用,対象外当事者,損傷なし,負傷,34.38389889,131.0884439,土曜,その他
周南,109,負傷,0,1,県道,周南市,2023,6,24,21,2,5夜,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,対象外当事者,対象外当事者,交差点　大　中,直路,交差点内,規制なし,人対車両,45～54歳,01～24歳,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.04787167,131.8126294,土曜,その他
下関,161,負傷,0,1,市道,下関市,2023,6,25,13,24,2昼,曇,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,65～74歳,75歳以上,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,33.94219222,130.9223631,日曜,その他
下関,159,負傷,0,1,市道,下関市,2023,6,25,16,43,2昼,雨,市街地,舗装　湿潤,交差点,施設なし,標識　標準　反射式,表示なし,標識　標準　反射式,表示なし,交差点　中　小,直路,交差点内,規制なし,車両相互,25～34歳,25～34歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.97756333,130.9463022,日曜,その他
岩国,107,負傷,0,2,国道188号,岩国市,2023,6,25,17,34,2昼,曇,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　中,カーブ左,交差点内,規制なし,車両相互,35～44歳,35～44歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.11897028,132.1986481,日曜,その他
下関,156,負傷,0,1,国道２号,下関市,2023,6,25,21,48,5夜,雨,市街地,舗装　湿潤,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,規制なし,車両相互,75歳以上,75歳以上,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,33.988125,130.9508172,日曜,その他
光,42,負傷,0,1,市道,光市,2023,6,25,22,30,5夜,雨,市街地,舗装　湿潤,交差点付近,点灯３灯式,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m未満,直路,単独（交差点付近を含む）,規制なし,人対車両,35～44歳,35～44歳,軽乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,33.97742194,131.9303564,日曜,その他
宇部,160,負傷,0,1,県道,宇部市,2023,6,26,7,36,2昼,雨,市街地,舗装　湿潤,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,45～54歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.00289,131.2269367,月曜,その他
山口南,62,負傷,0,1,国道９号,山口市,2023,6,26,7,48,2昼,雨,市街地,舗装　湿潤,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,規制なし,車両相互,45～54歳,01～24歳,普通乗用,自転車,自家用,自転車,損傷なし,負傷,34.09484167,131.3913569,月曜,その他
岩国,105,負傷,0,1,国道188号,岩国市,2023,6,26,11,43,2昼,曇,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,65～74歳,軽貨物,自転車,自家用,自転車,損傷なし,負傷,34.14373389,132.2131939,月曜,その他
山口,91,負傷,0,1,国道262号,山口市,2023,6,26,18,20,2昼,曇,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　13.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,45～54歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.15961056,131.5167336,月曜,その他
周南,115,負傷,0,1,県道,周南市,2023,6,26,19,30,4夜暮,曇,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,規制なし,車両相互,25～34歳,45～54歳,軽乗用,小型二輪　251～400cc,自家用,自家用,損傷なし,負傷,34.06928583,131.7822844,月曜,その他
山口南,64,負傷,0,1,国道190号,山口市,2023,6,26,19,47,4夜暮,曇,非市街地,舗装　乾燥,交差点付近,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,25～34歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.02354611,131.3552839,月曜,その他
下関,157,負傷,0,1,市道,下関市,2023,6,26,19,49,4夜暮,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,対象外当事者,対象外当事者,交差点　大　中,直路,交差点内,規制なし,人対車両,45～54歳,55～64歳,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,33.94653389,130.9216136,月曜,その他
宇部,157,負傷,0,1,県道,宇部市,2023,6,26,22,47,5夜,曇,市街地,舗装　乾燥,交差点付近,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m未満,直路,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,45～54歳,軽乗用,軽乗用,自家用,自家用,損傷なし,損傷なし,33.9839325,131.2166875,月曜,その他
宇部,158,負傷,0,1,県道,宇部市,2023,6,26,23,52,5夜,曇,非市街地,舗装　乾燥,交差点付近,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m未満,直路,単独（交差点付近を含む）,規制なし,車両相互,01～24歳,01～24歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,33.97514972,131.1935069,月曜,その他
防府,99,負傷,0,1,市道,防府市,2023,6,27,7,4,2昼,曇,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　小　小,直路,交差点内,規制なし,車両相互,45～54歳,01～24歳,軽乗用,自転車,自家用,自転車,損傷なし,負傷,34.04010556,131.5620383,火曜,その他
山口,92,負傷,0,1,市道,山口市,2023,6,27,8,0,2昼,曇,非市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示あり,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,ゾーン３０,車両相互,01～24歳,01～24歳,軽乗用,自転車,自家用,自転車,損傷なし,負傷,34.15990889,131.4359139,火曜,その他
岩国,108,負傷,0,1,県道,岩国市,2023,6,27,10,3,2昼,曇,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,人対車両,45～54歳,25～34歳,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.092615,132.0713289,火曜,その他
下関,158,負傷,0,2,市道,下関市,2023,6,27,14,35,2昼,曇,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　小　小,直路,交差点内,規制なし,車両相互,25～34歳,75歳以上,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.02941667,130.9305308,火曜,その他
美祢,13,負傷,0,1,県道,美祢市,2023,6,28,8,20,2昼,曇,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m未満,直路,単独（交差点付近を含む）,規制なし,車両相互,65～74歳,35～44歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.15750639,131.3423467,水曜,その他
山口南,63,負傷,0,1,国道９号,山口市,2023,6,28,9,25,2昼,雨,市街地,舗装　湿潤,交差点,施設なし,標識　標準　反射式,表示なし,標識　規制なし,表示なし,交差点　大　中,直路,交差点内,規制なし,車両相互,35～44歳,35～44歳,軽乗用,軽貨物,自家用,自家用,損傷なし,負傷,34.11037583,131.4005747,水曜,その他
宇部,166,負傷,0,1,市道,宇部市,2023,6,28,10,44,2昼,曇,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m未満,直路,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,25～34歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,33.9329075,131.2664197,水曜,その他
岩国,106,負傷,0,1,国道188号,岩国市,2023,6,28,11,25,2昼,雨,市街地,舗装　湿潤,交差点付近,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,75歳以上,25～34歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.04561194,132.2127819,水曜,その他
山口南,58,負傷,0,1,市道,山口市,2023,6,28,13,48,2昼,曇,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　標準　反射式,表示なし,交差点　中　中,直路,交差点内,規制なし,車両相互,35～44歳,75歳以上,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.10062139,131.4008994,水曜,その他
下関,171,負傷,0,1,県道,下関市,2023,6,28,16,18,2昼,曇,市街地,舗装　湿潤,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m未満,直路,単独（交差点付近を含む）,規制なし,人対車両,35～44歳,75歳以上,軽乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.00590528,130.9334356,水曜,その他
柳井,65,負傷,0,2,県道,柳井市,2023,6,28,16,35,2昼,曇,非市街地,舗装　湿潤,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,25～34歳,準中型貨物,軽乗用,自家用,自家用,損傷なし,負傷,33.89785583,132.1248589,水曜,その他
山陽小野田,61,負傷,0,1,県道,山陽小野田市,2023,6,28,19,59,4夜暮,曇,非市街地,舗装　湿潤,交差点,点灯３灯式,標識　規制なし,表示なし,対象外当事者,対象外当事者,交差点　大　中,直路,交差点内,規制なし,人対車両,45～54歳,01～24歳,軽乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,33.95487222,131.1866092,水曜,その他
防府,111,負傷,0,1,その他,防府市,2023,6,28,20,10,4夜暮,曇,市街地,舗装　乾燥,その他,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,一般交通の場所,一般交通の場所,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,45～54歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.02649472,131.5421425,水曜,その他
長府,77,負傷,0,1,国道２号,下関市,2023,6,28,21,15,5夜,曇,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,対象外当事者,対象外当事者,交差点　大　大,直路,交差点内,規制なし,人対車両,45～54歳,65～74歳,軽乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.02945194,131.0106644,水曜,その他
宇部,177,負傷,0,1,国道２号,宇部市,2023,6,29,8,55,2昼,雨,非市街地,舗装　湿潤,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,25～34歳,中型貨物,普通乗用,事業用,自家用,損傷なし,負傷,34.05720861,131.2878342,木曜,その他
山陽小野田,58,負傷,0,1,市道,山陽小野田市,2023,6,29,11,41,2昼,雨,非市街地,舗装　湿潤,交差点付近,点灯３灯式,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　13.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,65～74歳,軽乗用,軽貨物,自家用,自家用,負傷,損傷なし,33.97778556,131.1775472,木曜,その他
防府,98,負傷,0,1,市道,防府市,2023,6,29,13,10,2昼,雨,市街地,舗装　湿潤,交差点,点灯押ボ式,標識　拡大　反射式,表示あり,標識　規制なし,表示なし,交差点　小　小,直路,交差点内,規制なし,車両相互,65～74歳,55～64歳,普通乗用,自転車,事業用,自転車,損傷なし,負傷,34.0629975,131.5653392,木曜,その他
山口,101,負傷,0,1,市道,山口市,2023,6,29,15,54,2昼,雨,市街地,舗装　湿潤,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,規制なし,車両相互,55～64歳,45～54歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.17710806,131.4730714,木曜,その他
山口南,59,負傷,0,1,国道２号,山口市,2023,6,29,17,57,2昼,雨,非市街地,舗装　湿潤,交差点付近,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,01～24歳,25～34歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.08108694,131.4509844,木曜,その他
宇部,162,負傷,0,1,市道,宇部市,2023,6,29,19,20,3昼暮,雨,市街地,舗装　湿潤,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,01～24歳,35～44歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.95506861,131.2719497,木曜,その他
光,44,負傷,0,1,国道188号,光市,2023,6,30,7,46,2昼,雨,市街地,舗装　湿潤,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　小,直路,交差点内,規制なし,車両相互,45～54歳,35～44歳,普通乗用,普通貨物,自家用,自家用,損傷なし,負傷,33.9546,131.9523058,金曜,その他
高速隊,35,負傷,0,1,高速道路,下松市,2023,6,30,13,15,2昼,雨,非市街地,舗装　乾燥,その他,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,一般交通の場所,一般交通の場所,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,35～44歳,大型貨物,大型貨物,自家用,事業用,負傷,損傷なし,34.04144,131.9149525,金曜,その他
山陽小野田,60,負傷,0,1,国道316号,山陽小野田市,2023,6,30,14,56,2昼,雨,非市街地,舗装　湿潤,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,55～64歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.04464,131.1723997,金曜,その他
周南,118,負傷,0,1,県道,周南市,2023,6,30,15,57,2昼,雨,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,65～74歳,45～54歳,大型貨物,原付一種,事業用,自家用,損傷なし,負傷,34.06514444,131.7791336,金曜,その他
山口,108,負傷,0,1,県道,山口市,2023,6,30,21,23,5夜,雨,市街地,舗装　湿潤,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,人対車両,25～34歳,75歳以上,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.16033444,131.4571183,金曜,その他
下関,199,負傷,0,2,国道９号,下関市,2023,7,1,1,40,5夜,雨,市街地,舗装　湿潤,交差点付近,点灯３灯式,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,25～34歳,普通乗用,軽乗用,事業用,自家用,損傷なし,負傷,33.95741528,130.9463017,土曜,その他
柳井,62,負傷,0,1,県道,平生町,2023,7,1,11,52,2昼,雨,非市街地,舗装　湿潤,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m未満,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,01～24歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,33.94096639,132.0667219,土曜,その他
山口,97,負傷,0,1,国道262号,山口市,2023,7,1,17,20,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　19.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,01～24歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.11824306,131.5315717,土曜,その他
下関,164,負傷,0,1,国道191号,下関市,2023,7,2,7,42,2昼,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,65～74歳,普通乗用,軽貨物,自家用,自家用,負傷,損傷なし,34.03680972,130.9136922,日曜,その他
防府,105,負傷,0,3,市道,防府市,2023,7,2,12,18,2昼,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　小　小,直路,交差点内,規制なし,車両相互,35～44歳,45～54歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.0473175,131.5441097,日曜,その他
宇部,163,負傷,0,2,市道,宇部市,2023,7,2,22,23,5夜,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m未満,直路,単独（交差点付近を含む）,規制なし,車両単独,25～34歳,不明,普通乗用,物件等,自家用,対象外当事者,損傷なし,対象外当事者,33.96277778,131.2197469,日曜,その他
下関,162,負傷,0,1,国道191号,下関市,2023,7,3,9,50,2昼,雨,市街地,舗装　湿潤,カーブ,点灯３灯式,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,カーブ右,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,45～54歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.96045333,130.9187833,月曜,その他
周南,129,負傷,0,1,県道,周南市,2023,7,3,13,11,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示なし,標識　規制なし,表示なし,交差点　中　小,カーブ右,交差点内,規制なし,車両相互,35～44歳,65～74歳,普通乗用,軽貨物,自家用,自家用,損傷なし,負傷,34.06925722,131.7823256,月曜,その他
下関,174,負傷,0,1,市道,下関市,2023,7,3,16,55,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,対象外当事者,対象外当事者,交差点　小　小,直路,交差点内,規制なし,人対車両,35～44歳,75歳以上,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.0039925,130.9439422,月曜,その他
宇部,169,負傷,0,1,国道190号,宇部市,2023,7,3,16,57,2昼,晴,市街地,舗装　乾燥,交差点付近,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,45～54歳,普通乗用,軽貨物,自家用,自家用,損傷なし,負傷,33.95966333,131.2343003,月曜,その他
岩国,116,負傷,0,1,国道２号,岩国市,2023,7,3,17,43,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,55～64歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.20063667,132.2316403,月曜,その他
岩国,112,負傷,0,1,国道188号,岩国市,2023,7,3,17,58,2昼,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　中,直路,交差点内,規制なし,車両相互,75歳以上,01～24歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.13592167,132.1947831,月曜,その他
防府,100,負傷,0,1,県道,防府市,2023,7,4,7,38,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　13.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,35～44歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.04640194,131.5260375,火曜,その他
柳井,73,負傷,0,2,県道,周防大島町,2023,7,4,8,31,2昼,晴,市街地,舗装　乾燥,カーブ,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m以上,カーブ右,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,55～64歳,軽乗用,軽貨物,自家用,自家用,損傷なし,負傷,33.8875875,132.2695525,火曜,その他
柳井,70,負傷,0,2,国道437号,周防大島町,2023,7,4,14,30,2昼,曇,非市街地,舗装　乾燥,直路,点灯歩車分式,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,75歳以上,軽貨物,軽貨物,自家用,自家用,損傷なし,負傷,33.95454778,132.1913111,火曜,その他
長府,69,負傷,0,1,国道491号,下関市,2023,7,4,19,25,3昼暮,曇,市街地,舗装　乾燥,直路,点灯３灯式,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,75歳以上,01～24歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.06478028,131.0279022,火曜,その他
柳井,66,負傷,0,1,市道,柳井市,2023,7,4,20,3,4夜暮,曇,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,カーブ左,交差点内,規制なし,車両相互,65～74歳,55～64歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,33.96561472,132.1135753,火曜,その他
岩国,121,負傷,0,1,市道,岩国市,2023,7,5,7,59,2昼,雨,市街地,舗装　湿潤,交差点,施設なし,標識　規制なし,表示なし,標識　標準　反射式,表示あり,交差点　小　小,直路,交差点内,規制なし,車両相互,65～74歳,01～24歳,軽貨物,自転車,自家用,自転車,損傷なし,負傷,34.16021972,132.2169056,水曜,その他
周南,124,負傷,0,1,市道,周南市,2023,7,5,11,33,2昼,雨,市街地,舗装　湿潤,交差点付近,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,75歳以上,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.07258833,131.7412375,水曜,その他
岩国,117,負傷,0,2,国道２号,和木町,2023,7,5,15,42,2昼,雨,市街地,舗装　湿潤,直路,点灯３灯式,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,45～54歳,普通乗用,軽貨物,自家用,自家用,負傷,損傷なし,34.20837833,132.2278431,水曜,その他
山口,94,負傷,0,1,市道,山口市,2023,7,5,19,36,4夜暮,曇,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　中,直路,交差点内,規制なし,車両相互,01～24歳,45～54歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.16682528,131.4661544,水曜,その他
