警察署,本票番号,事故内容,死者数,負傷者数,路線,市町村名,発生日時　　年,発生日時　　月,発生日時　　日,発生日時　　時,発生日時　　分,昼夜,天候,地形,路面状態,道路形状,信号機,一時停止規制標識（当事者A）,一時停止規制表示（当事者A）,一時停止規制標識（当事者B）,一時停止規制表示（当事者B）,車道幅員,道路線形,衝突地点,事故類型,年齢（当事者A）,年齢（当事者B）,当事者種別（当事者A）,当事者種別（当事者B）,用途別（当事者A）,用途別（当事者B）,人身損傷程度（当事者A）,人身損傷程度（当事者B）,緯度,経度,曜日,祝日
岩国,0111,負傷,000,001,県道,岩国市,2019,05,15,19,32,4夜暮,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,車両相互,55～64歳,35～44歳,普通乗用,軽貨物,自家用,自家用,損傷なし,負傷,34.09824694,132.0867214,水曜,その他
山陽小野田,0047,負傷,000,001,国道２号,山陽小野田市,2019,05,16,00,35,5夜,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,35～44歳,35～44歳,大型貨物,準中型貨物,事業用,事業用,損傷なし,負傷,34.0425875,131.1549611,木曜,その他
高速隊,0046,負傷,000,001,高速道路,周南市,2019,05,16,04,37,6夜明,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,55～64歳,35～44歳,大型貨物,大型貨物,事業用,事業用,損傷なし,負傷,34.02769333,131.9493994,木曜,その他
高速隊,0044,負傷,000,001,高速道路,周南市,2019,05,16,08,07,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,車両相互,25～34歳,35～44歳,中型貨物,普通乗用,事業用,自家用,損傷なし,負傷,34.028155,131.9480803,木曜,その他
高速隊,0040,負傷,000,001,高速道路,下松市,2019,05,16,09,25,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,車両相互,45～54歳,45～54歳,普通乗用,小型二輪　751cc以上,自家用,自家用,損傷なし,負傷,34.04560611,131.8731544,木曜,その他
長府,0081,負傷,000,001,市道,下関市,2019,05,16,10,27,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,65～74歳,55～64歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.00395028,130.9859553,木曜,その他
周南,0119,負傷,000,001,その他(広場等),周南市,2019,05,16,12,21,2昼,晴,市街地,舗装　乾燥,その他,施設なし,対象外当事者,その他,対象外当事者,その他,一般交通の場所,その他,単独（交差点付近を含む）,車両相互,01～24歳,01～24歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.04867278,131.8445114,木曜,その他
防府,0148,負傷,000,001,その他(広場等),防府市,2019,05,16,12,36,2昼,晴,非市街地,舗装　乾燥,その他,施設なし,対象外当事者,その他,対象外当事者,その他,一般交通の場所,その他,単独（交差点付近を含む）,車両相互,65～74歳,45～54歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.04331472,131.5569969,木曜,その他
光,0057,負傷,000,001,県道,光市,2019,05,16,12,54,2昼,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,車両相互,55～64歳,75歳以上,軽乗用,軽貨物,自家用,自家用,負傷,損傷なし,33.97313639,131.9245969,木曜,その他
山口,0112,負傷,000,001,国道９号,山口市,2019,05,16,12,58,2昼,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,車両相互,45～54歳,45～54歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.18406639,131.4725867,木曜,その他
山口南,0039,負傷,000,003,県道,山口市,2019,05,16,16,56,2昼,晴,市街地,舗装　乾燥,カーブ,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,カーブ右,単独（交差点付近を含む）,車両相互,65～74歳,75歳以上,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.0233775,131.4177669,木曜,その他
周南,0132,負傷,000,001,県道,周南市,2019,05,16,17,24,2昼,晴,市街地,舗装　乾燥,その他,施設なし,対象外当事者,その他,対象外当事者,その他,一般交通の場所,その他,単独（交差点付近を含む）,車両相互,45～54歳,65～74歳,軽乗用,自転車,自家用,対象外当事者,損傷なし,負傷,34.06994028,131.7850214,木曜,その他
周南,0131,負傷,000,001,市道,周南市,2019,05,16,17,25,2昼,晴,非市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　小　小,直路,交差点内,車両相互,45～54歳,01～24歳,軽貨物,自転車,自家用,対象外当事者,損傷なし,負傷,34.02334583,131.8312856,木曜,その他
下関,0228,負傷,000,001,県道,下関市,2019,05,17,11,54,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,車両相互,65～74歳,75歳以上,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,33.96933611,130.9302361,金曜,その他
周南,0127,負傷,000,001,国道２号,周南市,2019,05,17,12,44,2昼,晴,非市街地,舗装　乾燥,その他,施設なし,対象外当事者,その他,対象外当事者,その他,一般交通の場所,その他,単独（交差点付近を含む）,車両相互,65～74歳,35～44歳,普通乗用,普通貨物,自家用,自家用,負傷,損傷なし,34.07686861,131.7584483,金曜,その他
下関,0230,負傷,000,001,市道,下関市,2019,05,17,14,32,2昼,晴,市街地,舗装　乾燥,交差点,点灯歩車分式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　中,直路,交差点内,車両相互,45～54歳,45～54歳,普通乗用,軽貨物,自家用,自家用,損傷なし,負傷,33.99724694,130.9565928,金曜,その他
長府,0085,負傷,000,001,国道491号,下関市,2019,05,17,16,00,2昼,晴,非市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,車両相互,25～34歳,75歳以上,普通乗用,軽貨物,自家用,自家用,負傷,損傷なし,34.08366556,131.0390939,金曜,その他
下関,0215,負傷,000,001,県道,下関市,2019,05,17,16,27,2昼,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,対象外当事者,その他,交差点　中　小,直路,交差点内,人対車両,65～74歳,01～24歳,軽乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,33.93048111,130.9127928,金曜,その他
下関,0217,負傷,000,001,国道191号,下関市,2019,05,17,17,27,2昼,晴,非市街地,舗装　乾燥,直路,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,直路,単独（交差点付近を含む）,車両相互,01～24歳,45～54歳,軽乗用,軽乗用,自家用,自家用,損傷なし,損傷なし,34.03728056,130.91376,金曜,その他
下松,0050,負傷,000,001,国道２号,下松市,2019,05,17,22,37,5夜,晴,市街地,舗装　乾燥,直路,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,直路,単独（交差点付近を含む）,車両相互,45～54歳,25～34歳,普通乗用,軽貨物,事業用,自家用,負傷,損傷なし,34.0330375,131.8699839,金曜,その他
高速隊,0054,負傷,000,003,高速道路,美祢市,2019,05,18,02,47,5夜,曇,非市街地,舗装　乾燥,カーブ,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,カーブ右,単独（交差点付近を含む）,車両相互,45～54歳,45～54歳,大型貨物,普通乗用,事業用,自家用,損傷なし,負傷,34.1257775,131.2180878,土曜,その他
山陽小野田,0055,負傷,000,001,国道190号,山陽小野田市,2019,05,18,07,16,2昼,雨,市街地,舗装　湿潤,直路,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,直路,単独（交差点付近を含む）,車両相互,55～64歳,35～44歳,大型貨物,軽乗用,事業用,自家用,損傷なし,損傷なし,34.00648556,131.1752122,土曜,その他
周南,0126,負傷,000,001,国道２号,周南市,2019,05,18,11,40,2昼,雨,市街地,舗装　湿潤,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,直路,単独（交差点付近を含む）,車両相互,55～64歳,45～54歳,普通貨物,軽乗用,自家用,自家用,損傷なし,負傷,34.03777472,131.8468022,土曜,その他
周南,0133,負傷,000,001,市道,周南市,2019,05,18,12,55,2昼,雨,市街地,舗装　湿潤,交差点,点灯３灯式,標識　標準　反射式,表示あり,標識　規制なし,表示あり,交差点　中　中,直路,交差点内,車両相互,65～74歳,55～64歳,軽乗用,原付一種,自家用,自家用,損傷なし,負傷,34.03890306,131.8372764,土曜,その他
美祢,0016,負傷,000,001,県道,美祢市,2019,05,18,17,40,2昼,曇,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,車両相互,55～64歳,55～64歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.30598944,131.2663792,土曜,その他
山口南,0071,負傷,000,002,国道９号,山口市,2019,05,18,20,27,5夜,曇,市街地,舗装　乾燥,その他,施設なし,対象外当事者,その他,対象外当事者,その他,一般交通の場所,その他,単独（交差点付近を含む）,車両相互,01～24歳,45～54歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.10133694,131.3936797,土曜,その他
周南,0121,負傷,000,001,国道２号,周南市,2019,05,19,06,41,2昼,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示あり,対象外当事者,その他,交差点　大　小,直路,交差点内,人対車両,01～24歳,35～44歳,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.08056611,131.7744642,日曜,その他
防府,0140,負傷,000,002,市道,防府市,2019,05,19,11,42,2昼,雨,非市街地,舗装　湿潤,交差点,点滅１灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,車両相互,65～74歳,01～24歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.05814056,131.5926764,日曜,その他
下関,0216,負傷,000,001,その他(幅員測定可),下関市,2019,05,19,13,54,2昼,曇,市街地,舗装　乾燥,その他,施設なし,対象外当事者,その他,対象外当事者,その他,一般交通の場所,その他,単独（交差点付近を含む）,車両単独,65～74歳,不明,軽乗用,物件等,自家用,対象外当事者,負傷,対象外当事者,33.96589528,130.93914,日曜,その他
岩国,0114,負傷,000,002,国道２号,岩国市,2019,05,19,16,10,2昼,曇,非市街地,舗装　乾燥,カーブ,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,カーブ左,単独（交差点付近を含む）,車両相互,65～74歳,65～74歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.09084056,132.0292358,日曜,その他
長府,0084,負傷,000,002,その他(広場等),下関市,2019,05,19,17,20,2昼,雨,市街地,舗装　湿潤,その他,施設なし,対象外当事者,その他,対象外当事者,その他,一般交通の場所,その他,単独（交差点付近を含む）,車両相互,25～34歳,65～74歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.02634,131.0091272,日曜,その他
下関,0220,負傷,000,003,国道191号,下関市,2019,05,19,18,02,2昼,雨,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,車両相互,65～74歳,01～24歳,軽乗用,軽貨物,自家用,自家用,負傷,損傷なし,34.03602889,130.9135394,日曜,その他
防府,0144,負傷,000,001,国道２号,防府市,2019,05,20,01,46,5夜,雨,市街地,舗装　湿潤,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　大,直路,交差点内,車両相互,45～54歳,01～24歳,大型貨物,軽乗用,事業用,自家用,負傷,損傷なし,34.06824528,131.5557331,月曜,その他
宇部,0157,負傷,000,001,県道,宇部市,2019,05,20,07,07,2昼,曇,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　小　小,直路,交差点内,車両相互,55～64歳,01～24歳,普通乗用,自転車,自家用,対象外当事者,損傷なし,負傷,33.9963975,131.2269075,月曜,その他
宇部,0161,負傷,000,001,市道,宇部市,2019,05,20,07,14,2昼,曇,市街地,舗装　乾燥,トンネル,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,35～44歳,55～64歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.97516194,131.2239372,月曜,その他
周南,0123,負傷,000,001,県道,周南市,2019,05,20,07,35,2昼,曇,市街地,舗装　湿潤,交差点,施設なし,標識　標準　反射式,表示あり,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,車両相互,01～24歳,01～24歳,軽乗用,自転車,自家用,対象外当事者,損傷なし,負傷,34.04315667,131.8164328,月曜,その他
長府,0091,負傷,000,001,市道,下関市,2019,05,20,08,19,2昼,曇,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　小　小,直路,交差点内,車両相互,45～54歳,01～24歳,普通乗用,原付一種,自家用,自家用,損傷なし,負傷,34.01441,130.9907689,月曜,その他
岩国,0110,負傷,000,001,県道,岩国市,2019,05,20,09,38,2昼,曇,市街地,舗装　乾燥,直路,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,車両相互,35～44歳,25～34歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.15430556,132.1943347,月曜,その他
宇部,0163,負傷,000,001,国道２号,宇部市,2019,05,20,11,54,2昼,曇,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,35～44歳,35～44歳,大型貨物,中型貨物,事業用,事業用,損傷なし,負傷,34.03998528,131.2643414,月曜,その他
柳井,0056,負傷,000,001,国道437号,周防大島町,2019,05,20,14,02,2昼,雨,非市街地,舗装　湿潤,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,35～44歳,65～74歳,普通貨物,軽貨物,自家用,自家用,損傷なし,負傷,33.95455056,132.1891058,月曜,その他
下松,0052,負傷,000,001,国道２号,下松市,2019,05,20,14,30,2昼,曇,市街地,舗装　乾燥,交差点付近,施設なし,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,カーブ左,単独（交差点付近を含む）,車両相互,25～34歳,45～54歳,準中型貨物,軽乗用,自家用,自家用,損傷なし,負傷,34.0349675,131.8922219,月曜,その他
光,0062,負傷,000,001,市道,光市,2019,05,20,16,20,2昼,雨,市街地,舗装　湿潤,交差点,施設なし,標識　標準　反射式,表示なし,標識　標準　反射式,表示なし,交差点　大　小,直路,交差点内,車両相互,45～54歳,25～34歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.9728325,131.9352561,月曜,その他
防府,0132,負傷,000,001,国道２号,防府市,2019,05,20,21,20,5夜,曇,市街地,舗装　湿潤,カーブ,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,カーブ右,単独（交差点付近を含む）,車両単独,01～24歳,不明,普通乗用,物件等,自家用,対象外当事者,負傷,対象外当事者,34.06809333,131.4721633,月曜,その他
防府,0141,負傷,000,001,市道,防府市,2019,05,21,07,35,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,車両相互,25～34歳,55～64歳,準中型貨物,原付一種,自家用,自家用,損傷なし,負傷,34.05575194,131.58369,火曜,その他
宇部,0167,負傷,000,001,市道,宇部市,2019,05,21,14,18,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,65～74歳,65～74歳,軽乗用,自転車,自家用,対象外当事者,損傷なし,負傷,33.96043,131.2588589,火曜,その他
柳井,0063,負傷,000,002,県道,平生町,2019,05,21,15,37,2昼,晴,市街地,舗装　乾燥,カーブ,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,カーブ右,単独（交差点付近を含む）,車両相互,35～44歳,55～64歳,普通乗用,軽貨物,自家用,自家用,損傷なし,負傷,33.917435,132.0556781,火曜,その他
柳井,0057,負傷,000,001,市道,柳井市,2019,05,21,15,52,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　中,直路,交差点内,車両相互,35～44歳,01～24歳,普通乗用,自転車,自家用,対象外当事者,損傷なし,負傷,33.97534528,132.1050717,火曜,その他
防府,0137,負傷,000,001,市道,防府市,2019,05,21,18,46,3昼暮,晴,非市街地,舗装　乾燥,交差点付近,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,車両相互,65～74歳,01～24歳,普通乗用,自転車,自家用,対象外当事者,損傷なし,負傷,34.0438625,131.5525189,火曜,その他
下関,0219,負傷,000,002,国道２号,下関市,2019,05,21,20,20,5夜,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,75歳以上,45～54歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,33.97741139,130.9465861,火曜,その他
岩国,0132,負傷,000,001,国道２号,岩国市,2019,05,21,22,02,5夜,晴,市街地,舗装　乾燥,直路,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,直路,単独（交差点付近を含む）,車両相互,25～34歳,45～54歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.17629306,132.2261256,火曜,その他
防府,0147,負傷,000,001,市道,防府市,2019,05,21,22,50,5夜,晴,市街地,舗装　乾燥,交差点付近,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,車両相互,65～74歳,25～34歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.04363917,131.5578742,火曜,その他
岩国,0133,負傷,000,001,県道,岩国市,2019,05,22,02,11,5夜,晴,市街地,舗装　乾燥,交差点,点滅３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,車両相互,35～44歳,65～74歳,普通乗用,原付一種,自家用,自家用,損傷なし,負傷,34.16184667,132.1766572,水曜,その他
周南,0134,負傷,000,001,市道,周南市,2019,05,22,07,35,2昼,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,対象外当事者,その他,交差点　中　中,直路,交差点内,人対車両,25～34歳,01～24歳,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.05899556,131.8092906,水曜,その他
美祢,0017,負傷,000,001,国道490号,美祢市,2019,05,22,07,40,2昼,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,車両相互,35～44歳,25～34歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.28107556,131.3596439,水曜,その他
山口南,0045,負傷,000,001,国道２号,山口市,2019,05,22,12,44,2昼,晴,市街地,舗装　乾燥,カーブ,施設なし,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,カーブ左,単独（交差点付近を含む）,車両相互,55～64歳,75歳以上,大型貨物,普通乗用,事業用,自家用,負傷,損傷なし,34.07025444,131.4660917,水曜,その他
周南,0138,負傷,000,001,県道,周南市,2019,05,22,14,42,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,車両相互,65～74歳,35～44歳,普通乗用,軽乗用,事業用,自家用,損傷なし,負傷,34.04808306,131.8038211,水曜,その他
下関,0224,負傷,000,001,県道,下関市,2019,05,22,15,23,2昼,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　小　小,直路,交差点内,車両相互,65～74歳,35～44歳,普通乗用,軽二輪　126～250cc,自家用,自家用,損傷なし,負傷,34.01970694,130.9183753,水曜,その他
山口南,0046,負傷,000,001,県道,山口市,2019,05,22,15,40,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,直路,単独（交差点付近を含む）,車両相互,45～54歳,45～54歳,普通乗用,普通貨物,自家用,自家用,負傷,損傷なし,34.09659778,131.4040539,水曜,その他
宇部,0181,負傷,000,001,市道,宇部市,2019,05,22,16,10,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,人対車両,01～24歳,75歳以上,自転車,歩行者,対象外当事者,対象外当事者,損傷なし,負傷,33.98788306,131.2104511,水曜,その他
光,0065,負傷,000,001,その他(幅員測定可),光市,2019,05,22,17,41,2昼,晴,市街地,舗装　乾燥,その他,施設なし,対象外当事者,その他,対象外当事者,その他,一般交通の場所,その他,単独（交差点付近を含む）,車両相互,25～34歳,45～54歳,軽乗用,自転車,自家用,対象外当事者,損傷なし,負傷,33.95989528,131.9443522,水曜,その他
下関,0248,負傷,000,001,市道,下関市,2019,05,22,18,05,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示あり,標識　規制なし,表示なし,交差点　小　小,直路,交差点内,車両相互,65～74歳,45～54歳,軽乗用,自転車,自家用,対象外当事者,損傷なし,負傷,33.99214444,130.9516628,水曜,その他
下関,0235,負傷,000,001,国道９号,下関市,2019,05,22,19,47,4夜暮,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,車両単独,45～54歳,不明,大型乗用,相手なし,事業用,対象外当事者,損傷なし,対象外当事者,33.95682611,130.9427253,水曜,その他
長府,0083,負傷,000,001,市道,下関市,2019,05,23,08,05,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,35～44歳,55～64歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.99457139,130.9911008,木曜,その他
山口南,0062,負傷,000,001,市道,山口市,2019,05,23,09,05,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,車両相互,55～64歳,45～54歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.09283472,131.4156808,木曜,その他
岩国,0112,負傷,000,001,市道,岩国市,2019,05,23,11,00,2昼,晴,市街地,舗装　乾燥,直路,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,55～64歳,65～74歳,準中型貨物,普通乗用,自家用,自家用,負傷,損傷なし,34.13550361,132.1951228,木曜,その他
下関,0234,負傷,000,002,国道191号,下関市,2019,05,23,11,35,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,直路,単独（交差点付近を含む）,車両相互,35～44歳,65～74歳,大型貨物,普通乗用,事業用,自家用,損傷なし,負傷,33.95213028,130.9318575,木曜,その他
宇部,0169,負傷,000,001,国道190号,宇部市,2019,05,23,13,42,2昼,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　大,直路,交差点内,車両相互,45～54歳,75歳以上,普通乗用,自転車,自家用,対象外当事者,損傷なし,負傷,33.95052667,131.2470331,木曜,その他
山口,0116,負傷,000,001,その他(広場等),山口市,2019,05,23,18,55,3昼暮,晴,市街地,舗装　乾燥,その他,施設なし,対象外当事者,その他,対象外当事者,その他,一般交通の場所,その他,単独（交差点付近を含む）,車両相互,25～34歳,25～34歳,普通乗用,原付一種,自家用,自家用,損傷なし,負傷,34.15837917,131.4388992,木曜,その他
下松,0055,負傷,000,001,県道,下松市,2019,05,24,10,38,2昼,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,車両相互,25～34歳,75歳以上,中型貨物,原付一種,事業用,自家用,損傷なし,負傷,34.02116917,131.8826356,金曜,その他
周南,0128,負傷,000,001,国道２号,周南市,2019,05,24,11,00,2昼,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　小,直路,交差点内,車両相互,75歳以上,55～64歳,軽貨物,自転車,自家用,対象外当事者,損傷なし,負傷,34.06137861,131.8108967,金曜,その他
岩国,0115,負傷,000,002,市道,岩国市,2019,05,24,11,50,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,75歳以上,25～34歳,軽乗用,軽貨物,自家用,自家用,損傷なし,負傷,34.14038861,132.1531208,金曜,その他
岩国,0118,負傷,000,002,県道,岩国市,2019,05,24,13,52,2昼,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,車両単独,55～64歳,不明,軽貨物,物件等,自家用,対象外当事者,損傷なし,対象外当事者,34.28810139,132.0141136,金曜,その他
萩,0032,負傷,000,001,国道191号,阿武町,2019,05,24,20,42,5夜,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,人対車両,35～44歳,65～74歳,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.51881167,131.4852253,金曜,その他
萩,0031,負傷,000,001,県道,萩市,2019,05,25,09,00,2昼,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,車両相互,01～24歳,01～24歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.36306028,131.4165567,土曜,その他
長府,0095,負傷,000,001,国道２号,下関市,2019,05,25,09,45,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,直路,単独（交差点付近を含む）,車両相互,01～24歳,01～24歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.02745917,131.0088217,土曜,その他
光,0058,負傷,000,001,市道,光市,2019,05,25,10,15,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,45～54歳,55～64歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,33.97799833,131.9338522,土曜,その他
萩,0029,負傷,000,001,市道,萩市,2019,05,25,11,00,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,車両相互,45～54歳,65～74歳,軽乗用,自転車,自家用,対象外当事者,損傷なし,負傷,34.39525722,131.4138308,土曜,その他
山口,0122,負傷,000,001,その他(広場等),山口市,2019,05,25,12,45,2昼,晴,市街地,舗装　乾燥,その他,施設なし,対象外当事者,その他,対象外当事者,その他,一般交通の場所,その他,単独（交差点付近を含む）,車両相互,25～34歳,25～34歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.15934806,131.4447469,土曜,その他
