警察署,本票番号,事故内容,死者数,負傷者数,路線,市町村名,発生日時　　年,発生日時　　月,発生日時　　日,発生日時　　時,発生日時　　分,昼夜,天候,地形,路面状態,道路形状,信号機,一時停止規制標識（当事者A）,一時停止規制表示（当事者A）,一時停止規制標識（当事者B）,一時停止規制表示（当事者B）,車道幅員,道路線形,衝突地点,ゾーン規制,事故類型,年齢（当事者A）,年齢（当事者B）,当事者種別（当事者A）,当事者種別（当事者B）,用途別（当事者A）,用途別（当事者B）,人身損傷程度（当事者A）,人身損傷程度（当事者B）,緯度,経度,曜日,祝日
下関,0194,負傷,000,001,その他(幅員測定可),下関市,2020,06,09,12,36,2昼,晴,非市街地,舗装　乾燥,その他,施設なし,対象外当事者,その他,対象外当事者,その他,一般交通の場所,その他,単独（交差点付近を含む）,規制なし,車両相互,01～24歳,65～74歳,軽乗用,原付一種,自家用,自家用,損傷なし,負傷,33.99830556,130.9247778,火曜,その他
山陽小野田,0068,負傷,000,001,市道,山陽小野田市,2020,06,09,14,10,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,01～24歳,55～64歳,軽乗用,軽貨物,自家用,自家用,負傷,損傷なし,34.04560806,131.1556006,火曜,その他
山陽小野田,0101,負傷,000,001,県道,山陽小野田市,2020,06,09,14,39,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,65～74歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.00694444,131.1847222,火曜,その他
長府,0107,負傷,000,006,国道９号,下関市,2020,06,09,16,20,2昼,晴,非市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　中,直路,交差点内,規制なし,車両相互,45～54歳,65～74歳,大型貨物,普通乗用,事業用,自家用,損傷なし,負傷,33.98208333,130.9815278,火曜,その他
長府,0086,負傷,000,001,市道,下関市,2020,06,09,16,40,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　標準　反射式,表示あり,交差点　中　小,直路,交差点内,規制なし,車両相互,65～74歳,01～24歳,普通乗用,自転車,自家用,対象外当事者,損傷なし,負傷,33.99697222,130.9892778,火曜,その他
周南,0142,負傷,000,001,県道,周南市,2020,06,09,20,35,5夜,曇,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,規制なし,車両相互,25～34歳,25～34歳,軽乗用,自転車,自家用,対象外当事者,損傷なし,負傷,34.06692528,131.7723172,火曜,その他
山口,0090,負傷,000,001,県道,山口市,2020,06,10,00,52,5夜,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,75歳以上,軽乗用,原付一種,自家用,自家用,損傷なし,負傷,34.14498861,131.4590453,水曜,その他
岩国,0112,負傷,000,001,県道,岩国市,2020,06,10,06,07,2昼,曇,非市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,規制なし,車両相互,45～54歳,75歳以上,軽乗用,自転車,自家用,対象外当事者,損傷なし,負傷,34.14791861,132.1649692,水曜,その他
宇部,0164,負傷,000,001,国道190号,宇部市,2020,06,10,09,54,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,55～64歳,軽乗用,軽乗用,自家用,自家用,損傷なし,損傷なし,33.98269722,131.3406664,水曜,その他
山口南,0046,負傷,000,001,その他(広場等),山口市,2020,06,10,11,53,2昼,曇,非市街地,舗装　乾燥,その他,施設なし,対象外当事者,その他,対象外当事者,その他,一般交通の場所,その他,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,55～64歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.00897639,131.3519489,水曜,その他
下松,0047,負傷,000,001,国道２号,下松市,2020,06,10,14,03,2昼,雨,市街地,舗装　湿潤,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　中,直路,交差点内,規制なし,車両相互,45～54歳,35～44歳,普通貨物,軽乗用,自家用,自家用,損傷なし,負傷,34.03469806,131.8931578,水曜,その他
宇部,0157,負傷,000,001,国道190号,宇部市,2020,06,10,15,07,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,01～24歳,普通乗用,原付二種　51～125cc,自家用,自家用,損傷なし,負傷,33.97083222,131.2306736,水曜,その他
光,0057,負傷,000,001,市道,光市,2020,06,10,15,25,2昼,曇,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,規制なし,車両単独,65～74歳,不明,原付一種,物件等,自家用,対象外当事者,負傷,対象外当事者,33.97428028,131.9096422,水曜,その他
周南,0134,負傷,000,001,県道,周南市,2020,06,10,17,27,2昼,曇,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,人対車両,35～44歳,45～54歳,軽乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.07154306,131.7360894,水曜,その他
山陽小野田,0070,負傷,000,001,国道２号,山陽小野田市,2020,06,10,18,00,2昼,曇,非市街地,舗装　乾燥,トンネル,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,35～44歳,中型貨物,普通貨物,事業用,自家用,損傷なし,負傷,34.04425083,131.0859664,水曜,その他
山口南,0062,負傷,000,001,県道,山口市,2020,06,11,04,50,6夜明,雨,非市街地,舗装　湿潤,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,65～74歳,原付一種,自転車,自家用,対象外当事者,損傷なし,負傷,34.07002778,131.3711944,木曜,その他
山口,0094,負傷,000,003,国道９号,山口市,2020,06,11,15,52,2昼,雨,市街地,舗装　湿潤,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,01～24歳,軽乗用,軽貨物,自家用,自家用,負傷,損傷なし,34.16786944,131.4493772,木曜,その他
下松,0050,負傷,000,001,国道188号,下松市,2020,06,11,18,45,3昼暮,雨,非市街地,舗装　湿潤,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,01～24歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.02427778,131.8702222,木曜,その他
周南,0136,負傷,000,001,県道,周南市,2020,06,12,07,27,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,01～24歳,45～54歳,普通貨物,軽乗用,自家用,自家用,損傷なし,負傷,34.04892389,131.8052586,金曜,その他
下関,0166,負傷,000,001,国道９号,下関市,2020,06,12,09,46,2昼,雨,市街地,舗装　湿潤,交差点付近,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,75歳以上,大型乗用,軽乗用,事業用,自家用,損傷なし,損傷なし,33.95077833,130.9243089,金曜,その他
光,0059,負傷,000,001,市道,周南市,2020,06,12,11,00,2昼,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,規制なし,車両相互,75歳以上,25～34歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.05796639,131.9777675,金曜,その他
周南,0135,負傷,000,001,国道２号,周南市,2020,06,12,11,19,2昼,曇,市街地,舗装　乾燥,直路,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,35～44歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.06123444,131.8109464,金曜,その他
下松,0059,負傷,000,004,国道２号,下松市,2020,06,12,18,53,3昼暮,曇,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,25～34歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.03397222,131.8546944,金曜,その他
下関,0172,負傷,000,001,市道,下関市,2020,06,12,20,10,4夜暮,雨,市街地,舗装　湿潤,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,規制なし,人対車両,65～74歳,65～74歳,軽乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,33.96058167,130.9291675,金曜,その他
周南,0143,負傷,000,001,県道,周南市,2020,06,13,07,36,2昼,雨,市街地,舗装　湿潤,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,45～54歳,普通乗用,軽乗用,自家用,自家用,損傷なし,損傷なし,34.05798222,131.8142206,土曜,その他
下関,0173,負傷,000,001,県道,下関市,2020,06,13,07,57,2昼,曇,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　小,直路,交差点内,規制なし,車両相互,45～54歳,65～74歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.027315,130.9324367,土曜,その他
光,0058,負傷,000,002,市道,光市,2020,06,13,08,55,2昼,雨,市街地,舗装　湿潤,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,65～74歳,65～74歳,普通乗用,普通乗用,事業用,自家用,損傷なし,負傷,33.97749083,131.9345136,土曜,その他
下関,0177,負傷,000,002,市道,下関市,2020,06,13,13,30,2昼,雨,市街地,舗装　湿潤,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,規制なし,車両相互,01～24歳,01～24歳,軽乗用,軽乗用,自家用,自家用,損傷なし,損傷なし,34.00690889,130.940345,土曜,その他
下関,0175,負傷,000,001,国道９号,下関市,2020,06,13,20,32,5夜,雨,市街地,舗装　湿潤,直路,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,65～74歳,25～34歳,普通乗用,普通乗用,事業用,自家用,損傷なし,負傷,33.95663583,130.9426975,土曜,その他
山口南,0064,負傷,000,001,県道,山口市,2020,06,13,22,28,5夜,雨,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　大,直路,交差点内,規制なし,車両相互,25～34歳,45～54歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.08788889,131.3981389,土曜,その他
周南,0141,負傷,000,001,市道,周南市,2020,06,14,08,58,2昼,雨,市街地,舗装　湿潤,交差点,点滅１灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,規制なし,車両相互,35～44歳,45～54歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.04855333,131.811725,日曜,その他
下関,0171,負傷,000,001,市道,下関市,2020,06,15,11,20,2昼,曇,非市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　小,直路,交差点内,規制なし,車両相互,65～74歳,01～24歳,軽乗用,原付一種,自家用,自家用,損傷なし,負傷,34.07048417,130.908225,月曜,その他
防府,0112,負傷,000,002,市道,防府市,2020,06,15,11,55,2昼,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,01～24歳,55～64歳,軽貨物,軽貨物,自家用,自家用,損傷なし,負傷,34.07961056,131.5786444,月曜,その他
下関,0170,負傷,000,002,県道,下関市,2020,06,15,11,59,2昼,晴,市街地,舗装　乾燥,交差点付近,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,35～44歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.99271,130.9275592,月曜,その他
山口,0092,負傷,000,001,県道,山口市,2020,06,15,15,40,2昼,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,規制なし,車両相互,65～74歳,65～74歳,普通乗用,原付一種,自家用,自家用,負傷,損傷なし,34.17054972,131.474745,月曜,その他
宇部,0168,負傷,000,001,国道190号,宇部市,2020,06,15,17,30,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,01～24歳,軽乗用,自転車,自家用,対象外当事者,損傷なし,負傷,33.96488667,131.3270122,月曜,その他
岩国,0126,負傷,000,001,国道188号,岩国市,2020,06,15,18,05,2昼,晴,市街地,舗装　乾燥,その他,施設なし,対象外当事者,その他,対象外当事者,その他,一般交通の場所,その他,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,01～24歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.15158333,132.2176944,月曜,その他
光,0062,負傷,000,001,国道188号,光市,2020,06,15,19,00,3昼暮,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　小,直路,交差点内,規制なし,車両相互,55～64歳,01～24歳,普通乗用,自転車,自家用,対象外当事者,損傷なし,負傷,33.96885972,131.9349906,月曜,その他
山口,0093,負傷,000,001,県道,山口市,2020,06,15,20,06,4夜暮,晴,市街地,舗装　乾燥,交差点,点灯押ボ式,標識　標準　反射式,表示あり,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,規制なし,車両相互,65～74歳,01～24歳,軽乗用,自転車,自家用,対象外当事者,損傷なし,負傷,34.15854167,131.4443008,月曜,その他
防府,0120,負傷,000,001,県道,防府市,2020,06,15,20,19,4夜暮,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,01～24歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.03181444,131.5750383,月曜,その他
高速隊,0017,負傷,000,001,高速道路,岩国市,2020,06,16,05,23,1昼明,晴,非市街地,舗装　乾燥,トンネル,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,35～44歳,大型貨物,大型貨物,事業用,事業用,損傷なし,負傷,34.15475,132.1473056,火曜,その他
下関,0167,負傷,000,001,その他(広場等),下関市,2020,06,16,08,10,2昼,晴,市街地,舗装　乾燥,その他,施設なし,対象外当事者,その他,対象外当事者,その他,一般交通の場所,その他,単独（交差点付近を含む）,規制なし,人対車両,35～44歳,25～34歳,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,33.97339417,130.9216542,火曜,その他
防府,0117,負傷,000,001,市道,防府市,2020,06,16,08,25,2昼,晴,非市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　小　小,直路,単独（交差点付近を含む）,規制なし,車両相互,01～24歳,65～74歳,普通乗用,原付一種,自家用,自家用,損傷なし,負傷,34.04425667,131.4767786,火曜,その他
防府,0115,負傷,000,001,県道,防府市,2020,06,16,13,13,2昼,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,対象外当事者,その他,交差点　大　小,直路,交差点内,規制なし,人対車両,75歳以上,45～54歳,軽乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.0309,131.5639992,火曜,その他
防府,0116,負傷,000,001,国道２号,防府市,2020,06,16,15,00,2昼,晴,非市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,単独（交差点付近を含む）,規制なし,車両相互,01～24歳,35～44歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.04913194,131.5158419,火曜,その他
宇部,0162,負傷,000,002,市道,宇部市,2020,06,16,15,22,2昼,晴,市街地,舗装　乾燥,交差点付近,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,45～54歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,33.93960889,131.2720594,火曜,その他
周南,0144,負傷,000,001,県道,周南市,2020,06,16,16,45,2昼,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　中,直路,交差点内,規制なし,車両相互,25～34歳,01～24歳,普通乗用,自転車,自家用,対象外当事者,損傷なし,負傷,34.03263833,131.8369619,火曜,その他
宇部,0161,負傷,000,001,国道490号,宇部市,2020,06,16,17,04,2昼,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　標準　反射式,表示なし,標識　標準　反射式,表示なし,交差点　大　中,直路,交差点内,規制なし,車両相互,75歳以上,01～24歳,普通乗用,自転車,自家用,対象外当事者,損傷なし,負傷,33.95659056,131.2588594,火曜,その他
宇部,0167,負傷,000,001,市道,宇部市,2020,06,16,18,08,2昼,晴,市街地,舗装　乾燥,交差点付近,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,25～34歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.9686975,131.2335847,火曜,その他
宇部,0160,負傷,000,001,国道190号,宇部市,2020,06,17,07,47,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,01～24歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.94293417,131.2654731,水曜,その他
防府,0114,負傷,000,001,市道,防府市,2020,06,17,07,54,2昼,晴,非市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　小　小,直路,交差点内,規制なし,車両相互,01～24歳,45～54歳,軽乗用,原付二種　51～125cc,自家用,自家用,損傷なし,負傷,34.00772417,131.54773,水曜,その他
周南,0137,負傷,000,002,県道,周南市,2020,06,17,08,57,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,65～74歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.06970694,131.7783886,水曜,その他
柳井,0054,負傷,000,001,市道,柳井市,2020,06,17,09,00,2昼,晴,非市街地,舗装　乾燥,カーブ,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,カーブ左,単独（交差点付近を含む）,規制なし,車両単独,55～64歳,不明,自転車,相手なし,対象外当事者,対象外当事者,負傷,対象外当事者,33.9627275,132.1244144,水曜,その他
長府,0087,負傷,000,001,市道,下関市,2020,06,17,09,15,2昼,晴,非市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示あり,標識　標準　反射式,表示なし,交差点　中　小,直路,交差点内,規制なし,車両相互,65～74歳,65～74歳,軽乗用,自転車,自家用,対象外当事者,損傷なし,負傷,33.99858333,130.9895556,水曜,その他
岩国,0113,負傷,000,001,国道188号,岩国市,2020,06,17,12,43,2昼,晴,非市街地,舗装　乾燥,交差点付近,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,65～74歳,普通乗用,軽貨物,自家用,自家用,負傷,損傷なし,34.15652611,132.2077706,水曜,その他
周南,0153,負傷,000,001,その他(広場等),周南市,2020,06,17,16,32,2昼,曇,市街地,舗装　乾燥,その他,施設なし,対象外当事者,その他,対象外当事者,その他,一般交通の場所,その他,単独（交差点付近を含む）,規制なし,車両単独,25～34歳,不明,普通乗用,物件等,自家用,対象外当事者,損傷なし,対象外当事者,34.05580556,131.8081667,水曜,その他
宇部,0166,負傷,000,003,市道,宇部市,2020,06,17,19,01,3昼暮,曇,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,25～34歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,33.95872389,131.2637931,水曜,その他
宇部,0178,負傷,000,001,市道,宇部市,2020,06,18,07,14,2昼,雨,市街地,舗装　湿潤,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,25～34歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.97358333,131.2668611,木曜,その他
下関,0178,負傷,000,001,国道２号,下関市,2020,06,18,08,07,2昼,雨,市街地,舗装　湿潤,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,25～34歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,33.98409333,130.9517483,木曜,その他
防府,0124,負傷,000,001,県道,防府市,2020,06,18,09,10,2昼,雨,市街地,舗装　湿潤,交差点,施設なし,標識　標準　反射式,表示あり,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,規制なし,車両相互,01～24歳,01～24歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.05250167,131.5530569,木曜,その他
岩国,0120,負傷,000,001,その他(幅員測定可),岩国市,2020,06,18,18,05,2昼,雨,市街地,舗装　湿潤,その他,施設なし,対象外当事者,その他,対象外当事者,その他,一般交通の場所,その他,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,25～34歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.17122222,132.2315833,木曜,その他
山口南,0050,負傷,000,001,国道９号,山口市,2020,06,18,22,45,5夜,雨,市街地,舗装　湿潤,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　中,直路,交差点内,規制なし,車両相互,55～64歳,55～64歳,普通乗用,軽乗用,事業用,自家用,損傷なし,負傷,34.11142278,131.4011361,木曜,その他
岩国,0121,負傷,000,001,県道,岩国市,2020,06,19,07,42,2昼,曇,非市街地,舗装　湿潤,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,規制なし,車両相互,25～34歳,55～64歳,軽乗用,軽貨物,自家用,自家用,損傷なし,負傷,34.13944444,132.1774444,金曜,その他
下松,0055,負傷,000,001,その他(幅員測定可),下松市,2020,06,19,09,45,2昼,曇,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,55～64歳,普通貨物,普通貨物,自家用,自家用,損傷なし,負傷,33.99108333,131.8787778,金曜,その他
下関,0186,負傷,000,001,県道,下関市,2020,06,19,12,23,2昼,曇,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,01～24歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,33.93391667,130.92125,金曜,その他
岩国,0124,負傷,000,001,県道,岩国市,2020,06,19,13,08,2昼,曇,非市街地,舗装　乾燥,トンネル,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,75歳以上,55～64歳,軽貨物,軽貨物,自家用,事業用,損傷なし,負傷,34.11394444,132.1173056,金曜,その他
岩国,0115,負傷,000,001,国道376号,岩国市,2020,06,19,13,35,2昼,曇,非市街地,舗装　乾燥,カーブ,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,カーブ左,単独（交差点付近を含む）,規制なし,車両相互,75歳以上,65～74歳,軽乗用,軽貨物,自家用,自家用,負傷,損傷なし,34.09761306,131.9810139,金曜,その他
宇部,0177,負傷,000,001,県道,宇部市,2020,06,19,15,26,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,55～64歳,軽乗用,軽貨物,自家用,自家用,損傷なし,負傷,34.00586111,131.2146667,金曜,その他
下関,0176,負傷,000,001,その他(広場等),下関市,2020,06,19,15,51,2昼,曇,市街地,舗装　乾燥,その他,施設なし,対象外当事者,その他,対象外当事者,その他,一般交通の場所,その他,単独（交差点付近を含む）,規制なし,車両相互,65～74歳,45～54歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.98687278,130.9307425,金曜,その他
周南,0139,負傷,000,001,県道,周南市,2020,06,19,17,55,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,45～54歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.06761528,131.7943197,金曜,その他
宇部,0170,負傷,000,001,市道,宇部市,2020,06,19,18,24,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示あり,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,規制なし,車両相互,65～74歳,01～24歳,普通乗用,自転車,自家用,対象外当事者,損傷なし,負傷,33.98334361,131.2048269,金曜,その他
下松,0056,負傷,000,001,その他(広場等),下松市,2020,06,19,19,05,3昼暮,曇,非市街地,非舗装,その他,施設なし,対象外当事者,その他,対象外当事者,その他,一般交通の場所,その他,単独（交差点付近を含む）,規制なし,人対車両,75歳以上,75歳以上,軽乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,33.99833333,131.8780278,金曜,その他
山口,0104,負傷,000,001,市道,山口市,2020,06,19,23,13,5夜,晴,市街地,舗装　乾燥,カーブ,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,カーブ左,単独（交差点付近を含む）,規制なし,車両単独,45～54歳,不明,軽二輪　126～250cc,物件等,自家用,対象外当事者,負傷,対象外当事者,34.15872222,131.4938611,金曜,その他
岩国,0119,負傷,000,001,市道,岩国市,2020,06,20,00,17,5夜,晴,市街地,舗装　乾燥,交差点付近,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,65～74歳,65～74歳,普通乗用,普通乗用,事業用,事業用,損傷なし,負傷,34.17058333,132.22,土曜,その他
光,0060,負傷,000,001,国道188号,光市,2020,06,20,06,45,2昼,晴,市街地,舗装　乾燥,交差点,点灯押ボ式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　中,直路,交差点内,規制なし,車両相互,45～54歳,55～64歳,普通乗用,自転車,自家用,対象外当事者,損傷なし,負傷,33.97257583,131.9214092,土曜,その他
長府,0085,負傷,000,001,市道,下関市,2020,06,20,09,40,2昼,曇,市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,規制なし,車両相互,75歳以上,55～64歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.00414722,130.9860231,土曜,その他
