警察署,本票番号,事故内容,死者数,負傷者数,路線,市町村名,発生日時　　年,発生日時　　月,発生日時　　日,発生日時　　時,発生日時　　分,昼夜,天候,地形,路面状態,道路形状,信号機,一時停止規制標識（当事者A）,一時停止規制表示（当事者A）,一時停止規制標識（当事者B）,一時停止規制表示（当事者B）,車道幅員,道路線形,衝突地点,ゾーン規制,事故類型,年齢（当事者A）,年齢（当事者B）,当事者種別（当事者A）,当事者種別（当事者B）,用途別（当事者A）,用途別（当事者B）,人身損傷程度（当事者A）,人身損傷程度（当事者B）,緯度,経度,曜日,祝日
周南,0127,負傷,000,001,国道２号,周南市,2022,08,23,11,26,2昼,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　大,直線,交差点内,規制なし,車両相互,75歳以上,65～74歳,普通乗用,駆動補助装置付自転車,自家用,自転車,損傷なし,負傷,34.06122,131.8106378,火曜,その他
山口,0126,負傷,000,001,市道,山口市,2022,08,23,12,02,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,01～24歳,35～44歳,軽乗用,自転車,自家用,自転車,損傷なし,負傷,34.16350667,131.444415,火曜,その他
下関,0229,負傷,000,001,その他,下関市,2022,08,23,13,24,2昼,晴,非市街地,舗装　乾燥,その他,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,一般交通の場所,一般交通の場所,単独（交差点付近を含む）,規制なし,人対車両,65～74歳,25～34歳,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,33.94836667,130.9231439,火曜,その他
柳井,0066,死亡,001,004,県道,柳井市,2022,08,23,14,08,2昼,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,65～74歳,35～44歳,普通乗用,普通乗用,自家用,自家用,負傷,負傷,34.01905222,132.1042456,火曜,その他
宇部,0227,負傷,000,001,市道,宇部市,2022,08,23,14,38,2昼,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　9.0m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,01～24歳,65～74歳,軽乗用,軽貨物,自家用,自家用,損傷なし,負傷,33.95232389,131.2570786,火曜,その他
山口南,0050,負傷,000,002,国道９号,山口市,2022,08,23,18,07,3昼暮,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,55～64歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.11687694,131.4014919,火曜,その他
山口,0133,負傷,000,001,市道,山口市,2022,08,23,19,46,4夜暮,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直線,交差点内,規制なし,車両相互,65～74歳,01～24歳,軽二輪　126～250cc,自転車,自家用,自転車,損傷なし,負傷,34.16490278,131.4669883,火曜,その他
防府,0125,負傷,000,002,国道２号,防府市,2022,08,24,07,29,2昼,曇,非市街地,舗装　乾燥,交差点付近,点灯３灯式,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　9.0m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,01～24歳,35～44歳,普通乗用,普通乗用,自家用,自家用,損傷なし,損傷なし,34.06403861,131.5483339,水曜,その他
宇部,0215,負傷,000,001,市道,宇部市,2022,08,24,08,18,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　小,直線,単独（交差点付近を含む）,規制なし,車両相互,01～24歳,25～34歳,普通乗用,普通貨物,自家用,自家用,負傷,損傷なし,33.95054222,131.2433925,水曜,その他
岩国,0149,負傷,000,001,市道,岩国市,2022,08,24,19,53,5夜,曇,市街地,舗装　乾燥,交差点,点滅１灯式,標識　その他,表示あり,対象外当事者,対象外当事者,交差点　小　小,直線,交差点内,ゾーン３０,人対車両,45～54歳,75歳以上,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.17025611,132.2214761,水曜,その他
山口南,0051,負傷,000,001,国道２号,山口市,2022,08,24,22,25,5夜,雨,非市街地,舗装　湿潤,直路,点灯３灯式,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,45～54歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.08218306,131.4478783,水曜,その他
防府,0135,負傷,000,001,市道,防府市,2022,08,25,11,57,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,対象外当事者,対象外当事者,交差点　小　小,直線,交差点内,規制なし,人対車両,75歳以上,01～24歳,軽乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.04675861,131.5506769,木曜,その他
宇部,0221,負傷,000,003,一般の交通の用に供するその他の道路,宇部市,2022,08,25,15,40,2昼,晴,市街地,舗装　乾燥,その他,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,一般交通の場所,一般交通の場所,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,65～74歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,33.94243611,131.2680806,木曜,その他
萩,0045,負傷,000,001,国道191号,萩市,2022,08,25,17,21,2昼,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直線,交差点内,規制なし,車両相互,35～44歳,01～24歳,軽貨物,自転車,自家用,自転車,損傷なし,負傷,34.40745111,131.3919297,木曜,その他
周南,0143,負傷,000,001,国道２号,周南市,2022,08,25,17,39,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,直線,交差点内,規制なし,車両相互,25～34歳,55～64歳,軽乗用,小型二輪　751cc以上,自家用,自家用,損傷なし,負傷,34.06275528,131.8073036,木曜,その他
長府,0086,負傷,000,001,国道２号,下関市,2022,08,25,18,02,3昼暮,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　9.0m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,25～34歳,大型貨物,軽乗用,事業用,自家用,損傷なし,負傷,34.00950806,130.99547,木曜,その他
柳井,0068,負傷,000,001,県道,柳井市,2022,08,26,09,00,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,直線,交差点内,規制なし,車両相互,65～74歳,25～34歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.97502639,132.1012356,金曜,その他
防府,0127,負傷,000,001,県道,防府市,2022,08,26,10,37,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,25～34歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.03091861,131.5641247,金曜,その他
岩国,0140,負傷,000,001,国道188号,岩国市,2022,08,26,16,04,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,01～24歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.11213778,132.1997133,金曜,その他
防府,0154,負傷,000,001,国道２号,防府市,2022,08,27,08,34,2昼,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,01～24歳,01～24歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.05186639,131.6162139,土曜,その他
下関,0248,負傷,000,001,国道191号,下関市,2022,08,27,09,08,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　標準　反射式,表示なし,交差点　大　中,直線,交差点内,規制なし,車両相互,35～44歳,75歳以上,軽乗用,原付一種,自家用,自家用,損傷なし,負傷,33.9564625,130.9204428,土曜,その他
岩国,0153,負傷,000,001,県道,岩国市,2022,08,27,10,41,2昼,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,35～44歳,普通乗用,軽貨物,自家用,自家用,損傷なし,負傷,34.1660625,132.1529378,土曜,その他
周南,0129,負傷,000,001,その他,周南市,2022,08,27,11,55,2昼,晴,市街地,舗装　乾燥,その他,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,一般交通の場所,一般交通の場所,単独（交差点付近を含む）,規制なし,人対車両,65～74歳,55～64歳,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.03791778,131.8437917,土曜,その他
萩,0046,負傷,000,001,国道191号,萩市,2022,08,27,14,17,2昼,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,対象外当事者,対象外当事者,交差点　大　中,直線,交差点内,規制なし,人対車両,45～54歳,65～74歳,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.63972222,131.65319,土曜,その他
防府,0150,負傷,000,001,市道,防府市,2022,08,27,14,30,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　標準　反射式,表示あり,交差点　小　小,直線,交差点内,規制なし,車両相互,35～44歳,75歳以上,軽貨物,原付一種,自家用,自家用,損傷なし,負傷,34.042305,131.572565,土曜,その他
山口,0149,負傷,000,001,国道９号,山口市,2022,08,28,11,38,2昼,晴,市街地,舗装　乾燥,直路,点灯３灯式,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,65～74歳,75歳以上,軽乗用,軽貨物,自家用,自家用,負傷,損傷なし,34.40014056,131.7274428,日曜,その他
下関,0224,負傷,000,001,市道,下関市,2022,08,28,13,15,2昼,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m未満,直線,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,01～24歳,軽貨物,自転車,自家用,自転車,損傷なし,負傷,33.99798861,130.9346289,日曜,その他
宇部,0224,負傷,000,001,県道,宇部市,2022,08,28,15,58,2昼,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　小,直線,交差点内,規制なし,車両相互,65～74歳,35～44歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.97662556,131.2165953,日曜,その他
光,0060,負傷,000,001,一般の交通の用に供するその他の道路,光市,2022,08,28,19,32,4夜暮,晴,市街地,舗装　乾燥,その他,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,一般交通の場所,一般交通の場所,単独（交差点付近を含む）,規制なし,人対車両,55～64歳,75歳以上,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,33.94161056,131.96741,日曜,その他
長府,0092,負傷,000,002,県道,下関市,2022,08,29,07,40,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,35～44歳,軽乗用,軽乗用,自家用,自家用,負傷,負傷,34.16709028,131.1032808,月曜,その他
山口,0129,負傷,000,001,市道,山口市,2022,08,29,07,47,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　小　小,直線,交差点内,ゾーン３０,車両相互,55～64歳,75歳以上,軽乗用,自転車,自家用,自転車,損傷なし,負傷,34.16051806,131.4368678,月曜,その他
岩国,0138,負傷,000,001,市道,岩国市,2022,08,29,12,05,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,カーブ右,交差点内,規制なし,車両相互,55～64歳,55～64歳,原付一種,自転車,自家用,自転車,損傷なし,負傷,34.13524639,132.1981925,月曜,その他
山口,0134,負傷,000,002,国道９号,山口市,2022,08,29,13,23,2昼,晴,市街地,舗装　乾燥,交差点付近,点灯３灯式,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　13.0m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,45～54歳,普通貨物,軽貨物,自家用,自家用,負傷,損傷なし,34.16965083,131.4516519,月曜,その他
下関,0235,負傷,000,001,国道191号,下関市,2022,08,29,14,50,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,75歳以上,55～64歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.04619444,130.9150556,月曜,その他
小串,0016,負傷,000,001,県道,下関市,2022,08,29,18,18,3昼暮,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,25～34歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.13991667,130.9365833,月曜,その他
山口,0138,負傷,000,001,国道９号,山口市,2022,08,30,08,19,2昼,晴,非市街地,舗装　乾燥,カーブ,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,カーブ左,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,25～34歳,普通乗用,軽乗用,自家用,自家用,損傷なし,損傷なし,34.25899889,131.5331511,火曜,その他
下関,0225,負傷,000,001,市道,下関市,2022,08,30,08,34,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示あり,標識　規制なし,表示なし,交差点　大　中,直線,交差点内,規制なし,車両相互,35～44歳,01～24歳,普通乗用,自転車,自家用,自転車,損傷なし,負傷,33.96238528,130.9503833,火曜,その他
周南,0131,負傷,000,001,市道,周南市,2022,08,30,10,44,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　標準　反射式,表示あり,交差点　中　小,直線,交差点内,規制なし,車両相互,35～44歳,75歳以上,軽乗用,軽貨物,自家用,自家用,負傷,損傷なし,34.03607861,131.8393233,火曜,その他
光,0059,負傷,000,001,国道188号,光市,2022,08,30,14,39,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　13.0m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,45～54歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,33.96877,131.9349744,火曜,その他
長府,0088,負傷,000,001,県道,下関市,2022,08,30,14,59,2昼,晴,市街地,舗装　乾燥,交差点付近,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,カーブ左,単独（交差点付近を含む）,規制なし,車両相互,75歳以上,65～74歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.05237917,131.0003967,火曜,その他
宇部,0232,負傷,000,001,国道490号,宇部市,2022,08,30,19,06,4夜暮,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　9.0m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,45～54歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.01396944,131.2868703,火曜,その他
山口,0135,負傷,000,001,市道,山口市,2022,08,31,09,04,2昼,晴,市街地,舗装　乾燥,交差点付近,点灯３灯式,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,55～64歳,軽乗用,軽貨物,自家用,自家用,負傷,損傷なし,34.19212917,131.4895825,水曜,その他
山口南,0056,負傷,000,001,一般の交通の用に供するその他の道路,山口市,2022,08,31,12,46,2昼,晴,市街地,舗装　乾燥,その他,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,一般交通の場所,一般交通の場所,単独（交差点付近を含む）,規制なし,車両相互,65～74歳,35～44歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.11807139,131.4012667,水曜,その他
岩国,0148,負傷,000,001,国道２号,岩国市,2022,08,31,15,00,2昼,曇,市街地,舗装　乾燥,交差点付近,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　9.0m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,45～54歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.17637556,132.2263406,水曜,その他
防府,0133,負傷,000,001,その他,防府市,2022,08,31,17,03,2昼,晴,市街地,舗装　乾燥,その他,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,一般交通の場所,一般交通の場所,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,35～44歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.05397139,131.5785328,水曜,その他
山口,0150,負傷,000,001,市道,山口市,2022,08,31,18,21,3昼暮,曇,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　小　小,直線,交差点内,規制なし,車両相互,35～44歳,75歳以上,普通乗用,自転車,自家用,自転車,損傷なし,負傷,34.16068028,131.4520314,水曜,その他
宇部,0234,負傷,000,001,市道,宇部市,2022,08,31,21,19,5夜,曇,非市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示あり,標識　規制なし,表示なし,交差点　中　小,直線,交差点内,規制なし,車両相互,55～64歳,75歳以上,普通乗用,原付二種　51～125cc,自家用,自家用,損傷なし,負傷,33.99158361,131.2089236,水曜,その他
岩国,0161,負傷,000,002,県道,和木町,2022,09,01,07,35,2昼,曇,非市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直線,交差点内,規制なし,車両相互,55～64歳,01～24歳,普通貨物,軽乗用,自家用,自家用,負傷,損傷なし,34.20611194,132.2037583,木曜,その他
周南,0134,負傷,000,001,県道,周南市,2022,09,01,16,56,2昼,雨,非市街地,舗装　湿潤,カーブ,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,カーブ左,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,45～54歳,準中型貨物,普通貨物,自家用,自家用,損傷なし,負傷,34.11952361,131.7955678,木曜,その他
下関,0237,負傷,000,001,国道191号,下関市,2022,09,01,19,46,5夜,雨,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　中,直線,交差点内,規制なし,車両相互,25～34歳,35～44歳,普通乗用,自転車,自家用,自転車,損傷なし,負傷,33.95517528,130.9203192,木曜,その他
山口,0145,負傷,000,002,県道,山口市,2022,09,02,05,33,6夜明,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,75歳以上,原付二種　51～125cc,自転車,自家用,自転車,負傷,負傷,34.15381167,131.5092981,金曜,その他
山口南,0052,負傷,000,001,県道,山口市,2022,09,02,07,34,2昼,曇,非市街地,舗装　湿潤,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,01～24歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.08760361,131.4083797,金曜,その他
周南,0138,負傷,000,001,県道,周南市,2022,09,02,08,13,2昼,曇,市街地,舗装　乾燥,交差点,施設なし,標識　標準　自発光式,表示なし,標識　規制なし,表示なし,交差点　小　小,直線,交差点内,規制なし,車両相互,65～74歳,25～34歳,軽貨物,自転車,自家用,自転車,損傷なし,負傷,34.07167472,131.7703547,金曜,その他
山口,0131,負傷,000,001,その他,山口市,2022,09,02,11,49,2昼,雨,市街地,舗装　湿潤,その他,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,一般交通の場所,一般交通の場所,単独（交差点付近を含む）,規制なし,人対車両,55～64歳,75歳以上,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.14408944,131.4574325,金曜,その他
山口南,0053,負傷,000,001,国道９号,山口市,2022,09,02,13,43,2昼,曇,市街地,舗装　湿潤,交差点付近,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　13.0m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,25～34歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.10174722,131.3940083,金曜,その他
山陽小野田,0057,負傷,000,001,市道,山陽小野田市,2022,09,02,16,30,2昼,雨,非市街地,舗装　湿潤,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m以上,直線,単独（交差点付近を含む）,規制なし,人対車両,35～44歳,01～24歳,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,33.98708472,131.1738092,金曜,その他
防府,0136,負傷,000,001,県道,防府市,2022,09,02,19,12,4夜暮,曇,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　中,直線,交差点内,規制なし,車両相互,55～64歳,55～64歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.04820778,131.6057028,金曜,その他
山口南,0054,負傷,000,001,県道,山口市,2022,09,02,20,23,5夜,曇,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　中,直線,交差点内,規制なし,車両相互,65～74歳,25～34歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.08772056,131.3979597,金曜,その他
周南,0136,負傷,000,001,県道,周南市,2022,09,02,22,42,5夜,雨,市街地,舗装　湿潤,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　中,カーブ右,交差点内,規制なし,車両相互,55～64歳,25～34歳,軽乗用,自転車,自家用,自転車,損傷なし,負傷,34.06787667,131.7630836,金曜,その他
宇部,0236,負傷,000,001,国道190号,宇部市,2022,09,03,09,27,2昼,曇,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,直線,交差点内,規制なし,車両相互,01～24歳,55～64歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.96505361,131.3274597,土曜,その他
岩国,0175,負傷,000,002,市道,岩国市,2022,09,03,11,47,2昼,曇,市街地,舗装　乾燥,交差点付近,点灯３灯式,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m未満,直線,単独（交差点付近を含む）,規制なし,車両相互,01～24歳,01～24歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.18379806,132.1725281,土曜,その他
下関,0234,負傷,000,001,県道,下関市,2022,09,03,12,05,2昼,雨,市街地,舗装　湿潤,交差点付近,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,65～74歳,45～54歳,普通乗用,軽乗用,事業用,自家用,損傷なし,損傷なし,33.99938917,130.9257725,土曜,その他
下関,0240,負傷,000,002,県道,下関市,2022,09,03,12,15,2昼,雨,市街地,舗装　湿潤,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,65～74歳,35～44歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.04414944,130.9746936,土曜,その他
下関,0239,負傷,000,002,県道,下関市,2022,09,03,12,15,2昼,雨,市街地,舗装　湿潤,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,35～44歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.04411111,130.9747136,土曜,その他
防府,0137,負傷,000,003,国道262号,防府市,2022,09,03,13,00,2昼,曇,市街地,舗装　乾燥,交差点付近,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　13.0m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,65～74歳,55～64歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.07275111,131.5538364,土曜,その他
山口,0139,負傷,000,001,国道９号,山口市,2022,09,03,14,55,2昼,雨,市街地,舗装　湿潤,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　13.0m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,25～34歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.16647889,131.4473206,土曜,その他
宇部,0229,負傷,000,001,市道,宇部市,2022,09,03,17,30,2昼,曇,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直線,単独（交差点付近を含む）,規制なし,人対車両,35～44歳,35～44歳,軽乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,33.96448444,131.3161953,土曜,その他
宇部,0228,負傷,000,001,市道,宇部市,2022,09,03,17,30,2昼,曇,市街地,舗装　乾燥,交差点付近,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,55～64歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.95183222,131.2578925,土曜,その他
柳井,0070,負傷,000,002,国道188号,柳井市,2022,09,03,19,58,5夜,曇,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　大,直線,交差点内,規制なし,車両相互,01～24歳,55～64歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.96114722,132.1025111,土曜,その他
美祢,0026,負傷,000,001,その他,美祢市,2022,09,04,09,21,2昼,晴,市街地,舗装　乾燥,その他,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,一般交通の場所,一般交通の場所,単独（交差点付近を含む）,規制なし,人対車両,55～64歳,55～64歳,普通貨物,歩行者,自家用,対象外当事者,損傷なし,負傷,34.18209611,131.2107044,日曜,その他
宇部,0240,負傷,000,002,市道,宇部市,2022,09,04,14,02,2昼,晴,市街地,舗装　乾燥,交差点付近,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,75歳以上,25～34歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.96428028,131.2615844,日曜,その他
美祢,0027,負傷,000,001,県道,美祢市,2022,09,04,15,59,2昼,晴,市街地,舗装　乾燥,カーブ,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,カーブ左,単独（交差点付近を含む）,規制なし,車両相互,65～74歳,01～24歳,普通乗用,軽二輪　126～250cc,自家用,自家用,損傷なし,負傷,34.2333175,131.3064172,日曜,その他
宇部,0225,負傷,000,001,国道190号,宇部市,2022,09,05,07,18,2昼,曇,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　小,直線,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,25～34歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.94285194,131.2643283,月曜,その他
