都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,名称_英語,文化財分類,種類,場所名称,住所,方書,緯度,経度,電話番号,内線番号,員数（数）,員数（単位）,法人番号,所有者等,文化財指定日,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,画像,画像_ライセンス,概要,概要_英語,説明,説明_英語,URL,備考
352012,0000000202,山口県,下関市,永富家文書,ナガトミケモンジョ,,,"下関市指定文化財
有形文化財（古文書）",その他,,山口県下関市豊浦町大字川棚,,,,,,,,,永富家,1992-02-17,,,,,,,,,,,,
352012,0000000203,山口県,下関市,古谷道庵日乘,フルタニドウアンニチジョウ,,,"下関市指定文化財
有形文化財（古文書）",その他,下関市立歴史博物館,山口県下関市長府川端二丁目２番２７号,,,,083-241-1080,,,,,下関市立歴史博物館,1992-02-17,,,,,,,,,,,,
352012,0000000204,山口県,下関市,青井古墳群及び大迫古墳群出土遺物,アオイコフングンオヨビオオサココフングンシュツドイブツ,,,"下関市指定文化財
有形文化財（考古資料）",その他,,山口県下関市豊浦町大字川棚,,,,,,,,,下関市,1987-03-26,,,,,,,,,,,,
352012,0000000205,山口県,下関市,磯上遺跡出土の水晶石器,イソガミイセキシュツドノスイショウセッキ,,,"下関市指定文化財
有形文化財（考古資料）",その他,,山口県下関市豊浦町大字川棚,,,,,,,,,下関市,1992-02-17,,,,,,,,,,,,
352012,0000000206,山口県,下関市,鋳鉄製鋤先,チュウテツセイスキサキ,,,"下関市指定文化財
有形文化財（考古資料）",その他,,山口県下関市豊浦町大字川棚,,,,,,,,,下関市,1992-02-17,,,,,,,,,,,,
352012,0000000207,山口県,下関市,大門古墳,ダイモンコフン,,,"下関市指定文化財
史跡",その他,大門古墳,山口県下関市豊浦町大字黒井,,,,,,,,,窪田・三井田家,1976-07-09,,,,,,,,,,,,
352012,0000000208,山口県,下関市,涌田青井の台場,ワイタアオイノダイバ,,,"下関市指定文化財
史跡",その他,マリンピア豊浦ダイナム研修所,山口県下関市豊浦町大字涌田後地,,,,083-775-2910 ,,,,,（株）ダイナムビジネスサポート,1976-07-09,,,,,,,,,,,,
352012,0000000209,山口県,下関市,泊ヶ鼻の台場,トマリガハナノダイバ,,,"下関市指定文化財
史跡",その他,泊ヶ鼻の台場,山口県下関市豊浦町大字室津下,,,,,,,,,室津漁業協同組合,1976-10-01,,,,,,,,,,,,
352012,0000000210,山口県,下関市,泊ヶ鼻祭祀場跡,トマリガハナサイシバアト,,,"下関市指定文化財
史跡",その他,泊ヶ鼻祭祀場跡,山口県下関市豊浦町大字室津下,,,,,,,,,室津漁業協同組合,1976-10-01,,,,,,,,,,,,
352012,0000000211,山口県,下関市,青井古墳群,アオイコフングン,,,"下関市指定文化財
史跡",その他,マリンピア豊浦ダイナム研修所,山口県下関市豊浦町大字涌田後地,,,,083-775-2910 ,,,,,（株）ダイナムビジネスサポート,1987-03-26,,,,,,,,,,,,
352012,0000000212,山口県,下関市,妙青寺庭園,ミョウセイジテイエン,,,"下関市指定文化財
名勝",その他,妙青寺,山口県下関市豊浦町大字川棚５１９２,,,,083-772-0336,,,,,妙青寺,2001-03-30,,,,,,,,,,,,
352012,0000000213,山口県,下関市,川棚神社のチシャノキ,カワタナジンジャノチシャノキ,,,"下関市指定文化財
天然記念物",その他,川棚神社,山口県下関市豊浦町大字川棚３６３２,,,,083-772-2134,,,,,川棚神社,1987-03-26,,,,,,,,,,,,
352012,0000000215,山口県,下関市,梵鐘,ボンショウ,,,"下関市指定文化財
有形文化財（工芸品）",美術工芸品,住吉神社,山口県下関市豊北町大字神田,,,,,,,,,住吉神社,1980-02-20,,,,,,,,,,,,
352012,0000000216,山口県,下関市,梵鐘,ボンショウ,,,"下関市指定文化財
有形文化財（工芸品）",美術工芸品,海翁寺,山口県下関市豊北町大字阿川上市阿川５１１-１,,,,083-786-1072,,,,,海翁寺,1981-04-22,,,,,,,,,,,,
352012,0000000217,山口県,下関市,江田家文書,ゴウダケモンジョ,,,"下関市指定文化財
有形文化財（古文書）",その他,阿川八幡宮,山口県下関市豊北町大字阿川３７１３,,,,083-786-1309,,,,,阿川八幡宮,1980-02-20,,,,,,,,,,,,
352012,0000000218,山口県,下関市,徳蓮寺文書,トクレンジモンジョ,,,"下関市指定文化財
有形文化財（古文書）",その他,豊北歴史民俗資料館（太翔館）,山口県下関市豊北町大字滝部３１５３-１,,,,083-782-1651,,,,,下関市,2005-01-26,,,,,,,,,,,,
352012,0000000219,山口県,下関市,滝部八幡宮の腰輪踊,タキベハチマングウノコシワオドリ,,,"下関市指定文化財
無形民俗文化財",その他,滝部八幡宮,山口県下関市豊北町大字滝部,,,,,,,,,腰輪踊保存会,1978-06-16,,,,,,,,,,,,
352012,0000000220,山口県,下関市,附野藥師の流灌頂,ツクノヤクシノナガレカンジョウ,,,"下関市指定文化財
無形民俗文化財",その他,東山寺,山口県下関市豊北町大字神田３０３０,,,,083-786-0243,,,,,東山寺,1980-02-20,,,,,,,,,,,,
352012,0000000221,山口県,下関市,阿川河内のカンコ踊り,アガワコウチノカンコオドリ,,,"下関市指定文化財
無形民俗文化財",その他,,山口県下関市豊北町大字阿川河内,,,,,,,,,,1981-04-22,,,,,,,,,,,,
352012,0000000222,山口県,下関市,神田大川のみかがみ祭り,カンダオオガワノミカガミマツリ,,,"下関市指定文化財
無形民俗文化財",その他,,山口県下関市豊北町大字神田,,,,,,,,,大川自治会,1982-04-21,,,,,,,,,,,,
352012,0000000223,山口県,下関市,和久古墳,ワクコフン,,,"下関市指定文化財
史跡",その他,和久古墳,山口県下関市豊北町大字神田上,,,,,,,,,下関市,1981-04-22,,,,,,,,,,,,
352012,0000000224,山口県,下関市,肥中台場跡,ヒヂュウダイバアト,,,"下関市指定文化財
史跡",その他,肥中台場跡,山口県下関市豊北町大字神田,,,,,,,,,保井家,1985-02-18,,,,,,,,,,,,
352012,0000000225,山口県,下関市,七神社の社叢,シチジンジャノシャソウ,,,"下関市指定文化財
天然記念物",その他,七神社,山口県下関市豊北町大字神田,,,,,,,,,七神社,1978-12-01,,,,,,,,,,,,
352012,0000000226,山口県,下関市,客神社の社叢,ミカガミジンジャノシャソウ,,,"下関市指定文化財
天然記念物",その他,客神社,山口県下関市豊北町大字神田,,,,,,,,,大川自治会,1978-12-01,,,,,,,,,,,,
352012,0000000227,山口県,下関市,角島のハマオモト,ツノシマノハマオモト,,,"下関市指定文化財
天然記念物",その他,下関市豊北町大字角島夢崎,山口県下関市豊北町大字角島夢崎,,,,,,,,,下関市,1978-12-01,,,,,,,,,,,,
352012,0000000228,山口県,下関市,寺畑のコジイ,テラハタノコジイ,,,"下関市指定文化財
天然記念物",その他,下関市豊北町大字北宇賀寺畑,山口県下関市豊北町大字北宇賀寺畑,,,,,,,,,西島家,1981-04-22,,,,,,,,,,,,
352012,0000000229,山口県,下関市,観涛園の俵石,カントウエンノタワライシ,,,"下関市指定文化財
天然記念物",その他,観涛園,山口県下関市豊北町大字神田,,,,,,,,,来見田家,1985-02-18,,,,,,,,,,,,
352012,0000000230,山口県,下関市,平畑のスダジイ,ヒラハタノスダジイ,,,"下関市指定文化財
天然記念物",その他,下関市豊北町大字阿川平畑,山口県下関市豊北町大字阿川平畑,,,,,,,,,井原家,1986-04-24,,,,,,,,,,,,
352012,0000000231,山口県,下関市,下関市水道局内日第一貯水池取水塔,シモノセキシスイドウキョクウツイダイイチチョスイチシュスイトウ,,,"登録有形文化財
建造物(生活関連)",建造物,内日第一貯水池,山口県下関市大字内日上字猿山３５６－９,,,,,,,,,下関市,1998-01-16,,,,,,,,,,,,
352012,0000000232,山口県,下関市,下関市水道局内日貯水池事務所,シモノセキシスイドウキョクウツイチョスイチジムショ,,,"登録有形文化財
建造物(生活関連)",建造物,内日第一貯水池,山口県下関市大字内日上字猿山３５６－９,,,,,,,,,下関市,1998-01-16,,,,,,,,,,,,
352012,0000000233,山口県,下関市,下関市水道局高尾浄水場着水井, シモノセキシスイドウキョクタカオジョウスイジョウチャクスイセイ,,,"登録有形文化財
建造物(生活関連)",建造物,高尾浄水場,山口県下関市春日町８－１,,,,,,,,,下関市,1998-01-16,,,,,,,,,,,,
352012,0000000234,山口県,下関市,下関市水道局高尾浄水場4号円形濾過池,シモノセキシスイドウキョクタカオジョウスイジョウヨンゴウエンケイロカチ,,,"登録有形文化財
建造物(生活関連)",建造物,高尾浄水場,山口県下関市春日町８－１,,,,,,,,,下関市,1998-01-16,,,,,,,,,,,,
352012,0000000235,山口県,下関市,下関市水道局高尾浄水場4号円形濾過池付設調節井,シモノセキシスイドウキョクタカオジョウスイジョウヨンゴウエンケイロカチフセツチョウセツセイ,,,"登録有形文化財
建造物(生活関連)",建造物,高尾浄水場,山口県下関市春日町８－１,,,,,,,,,下関市,1998-01-16,,,,,,,,,,,,
352012,0000000236,山口県,下関市,下関市水道局高尾浄水場配水池, シモノセキシスイドウキョクタカオジョウスイジョウハイスイチ,,,"登録有形文化財
建造物(生活関連)",建造物,高尾浄水場,山口県下関市春日町８－１,,,,,,,,,下関市,1998-01-16,,,,,,,,,,,,
352012,0000000237,山口県,下関市,下関市水道局内日第二貯水池取水塔,シモノセキシスイドウキョクウツイダイニチョスイチシュスイトウ,,,"登録有形文化財
建造物(生活関連)",建造物,内日第二貯水池,山口県下関市大字内日上字下瀬戸１０６６,,,,,,,,,下関市,1998-01-16,,,,,,,,,,,,
352012,0000000238,山口県,下関市,下関市水道局内日第二貯水池溢水隧道入口, シモノセキシスイドウキョクウツイダイニチョスイチイッスイズイドウイリグチ,,,"登録有形文化財
建造物(生活関連)",建造物,内日第二貯水池,山口県下関市大字内日上字下瀬戸１０６６,,,,,,,,,下関市,1998-01-16,,,,,,,,,,,,
352012,0000000239,山口県,下関市,"下関市水道局水道資料室
　(旧日和山浄水場事務所)", シモノセキシスイドウキョクスイドウシリョウシツ（キュウヒヨリヤマジョウスイジョウジムショ）,,,"登録有形文化財
建造物(生活関連)",建造物,下関市水道局水道資料室,山口県下関市長崎中央町７－１,,,,,,,,,下関市,1998-01-16,,,,,,,,,,,,
352012,0000000240,山口県,下関市,"下関市立歴史博物館別館
（旧長門尊攘堂）", シモノセキシリツレキシハクブツカンベッカン（キュウナガトソンジョウドウ）,,,"登録有形文化財
建造物(文化福祉)",建造物,旧長門尊攘堂,山口県下関市長府川端一丁目２-５,,,,083-241-1080,,,,,下関市立歴史博物館,1999-06-07,,,,,,,,,,,,
352012,0000000241,山口県,下関市,"下関南部町郵便局庁舎
（旧赤間関郵便電信局）", シモノセキナベチョウユウビンキョクチョウシャ（キュウアカマガセキユウビンデンシンキョク）,,,"登録有形文化財
建造物(官公庁舎)",建造物,下関市南部町,山口県下関市南部町２２-８,,,,083-222-0161,,,,,日本郵便株式会社,2001-08-28,,,,,,,,,,,,
352012,0000000242,山口県,下関市,護國寺本堂,ゴコクジホンドウ,,,"登録有形文化財
建造物(宗教)",建造物,護國寺,山口県下関市上田中町二丁目11-10,,,,083-222－5789,,,,,護國寺,2003-03-18,,,,,,,,,,,,
352012,0000000243,山口県,下関市,護國寺清正公堂,ゴコクジセイショウコウドウ,,,"登録有形文化財
建造物(宗教)",建造物,護國寺,山口県下関市上田中町二丁目11-10,,,,083-222－5789,,,,,護國寺,2013-12-24,,,,,,,,,,,,
352012,0000000244,山口県,下関市,護國寺納骨堂,ゴコクジノウコツドウ,,,"登録有形文化財
建造物(宗教)",建造物,護國寺,山口県下関市上田中町二丁目11-10,,,,083-222－5789,,,,,護國寺,2013-12-24,,,,,,,,,,,,
352012,0000000245,山口県,下関市,護國寺門柱,ゴコクジモンチュウ,,,"登録有形文化財
建造物(宗教)",建造物,護國寺,山口県下関市上田中町二丁目11-10,,,,083-222－5789,,,,,護國寺,2013-12-24,,,,,,,,,,,,
352012,0000000246,山口県,下関市,"日本基督教団下関丸山教会
（旧日本メソヂスト下関教会）会堂",ニホンキリストキョウダンシモノセキマルヤマキョウカイ（キュウニホンメソヂストシモノセキキョウカイ）カイドウ,,,"登録有形文化財
建造物(宗教)",建造物,下関丸山教会,山口県下関市丸山町四丁目１－８,,,,083-222-5931,,,,,下関丸山教会,2004-02-17,,,,,,,,,,,,
352012,0000000247,山口県,下関市,功山寺総門,コウザンジソウモン,,,"登録有形文化財
建造物(宗教)",建造物,功山寺,山口県下関市長府川端一丁目２番３号,,,,083-245-0258,,,,,功山寺,2004-07-23,,,,,,,,,,,,
352012,0000000248,山口県,下関市,歌野清流庵,ウタノセイリュウアン,,,"登録有形文化財
建造物(住宅)",建造物,歌野清流庵,山口県下関市菊川町上岡枝字郷ヶ原,,,,,,,,,,2005-07-12,,,,,,,,,,,,
352012,0000000249,山口県,下関市,"藤原義江記念館
（旧リンガー邸）",フジワラヨシエキネンカン（キュウリンガーテイ）,,,"登録有形文化財
建造物(住宅)",建造物,藤原義江記念館,山口県下関市阿弥陀寺町３-１４,,,,,,,,,赤間神宮,2006-10-18,,,,,,,,,,,,
352012,0000000250,山口県,下関市,中野家住宅主屋,ナカノケジュウタクシュオク,,,"登録有形文化財
建造物(住宅)",建造物,中野家住宅,山口県下関市大字内日上,,,,,,,,,中野家,2006-11-29,,,,,,,,,,,,
352012,0000000251,山口県,下関市,中野家住宅納屋,ナカノケジュウタクナヤ,,,"登録有形文化財
建造物(住宅)",建造物,中野家住宅,山口県下関市大字内日上,,,,,,,,,中野家,2006-11-29,,,,,,,,,,,,
352012,0000000252,山口県,下関市,中野家住宅土蔵,ナカノケジュウタクドゾウ,,,"登録有形文化財
建造物(住宅)",建造物,中野家住宅,山口県下関市大字内日上,,,,,,,,,中野家,2006-11-29,,,,,,,,,,,,
352012,0000000253,山口県,下関市,中野家住宅塀,ナカノケジュウタクベイ,,,"登録有形文化財
建造物(住宅)",建造物,中野家住宅,山口県下関市大字内日上,,,,,,,,,中野家,2006-11-29,,,,,,,,,,,,
352012,0000000254,山口県,下関市,中野家住宅石垣,ナカノケジュウタクイシガキ,,,"登録有形文化財
建造物(住宅)",建造物,中野家住宅,山口県下関市大字内日上,,,,,,,,,中野家,2006-11-29,,,,,,,,,,,,
352012,0000000255,山口県,下関市,"めぐみ幼稚園第一園舎
（旧下関バプテスト教会）",メグミヨウチエンダイイチエンシャ（キュウシモノセキバプテストキョウカイ）,,,"登録有形文化財
建造物(宗教)",建造物,めぐみ幼稚園,山口県下関市上田中町二丁目１３-２６,,,,083-222-7356,,,,,学校法人めぐみ幼稚園,2007-05-15,,,,,,,,,,,,
352012,0000000256,山口県,下関市,"めぐみ幼稚園第二園舎
（旧宣教師住宅）",メグミヨウチエンダイニエンシャ（キュウセンキョウシジュウタク）,,,"登録有形文化財
建造物(宗教)",建造物,めぐみ幼稚園,山口県下関市上田中町二丁目１３-２６,,,,083-222-7356,,,,,学校法人めぐみ幼稚園,2007-05-15,,,,,,,,,,,,
352012,0000000257,山口県,下関市,大乗寺山門,ダイジョウジサンモン,,,"登録有形文化財
建造物(宗教)",建造物,大乗寺,山口県下関市長府金屋町２-４,,,,083-245-1461,,,,,大乗寺,2008-04-18,,,,,,,,,,,,
352012,0000000258,山口県,下関市,大乗寺鐘楼,ダイジョウジショウロウ,,,"登録有形文化財
建造物(宗教)",建造物,大乗寺,山口県下関市長府金屋町２-４,,,,083-245-1461,,,,,大乗寺,2008-04-18,,,,,,,,,,,,
352012,0000000259,山口県,下関市,日清講和記念館,ニッシンコウワキネンカン,,,"登録有形文化財
建造物(文化福祉)",建造物,日清講和記念館,山口県下関市阿弥陀寺町４－３,,,,,,,,,下関市立歴史博物館,2011-01-26,,,,,,,,,,,,
352012,0000000260,山口県,下関市,蜂谷ビル（旧東洋捕鯨株式会社下関支店）,ハチヤビル（キュウトウヨウホゲイカブシキガイシャシモノセキシテン）,,,"登録有形文化財
建造物(産業3次)",建造物,蜂谷ビル,山口県下関市岬之町１３-７,,,,,,,,,蜂谷家,2013-03-29,,,,,,,,,,,,
352012,0000000261,山口県,下関市,玉椿旅館,タマツバキリョカン,,,"登録有形文化財
建造物(産業3次)",建造物,玉椿旅館,山口県下関市豊浦町大字川棚５１３２,,,,083-772-0005,,,,,藤井家,2013-03-29,,,,,,,,,,,,
352012,0000000262,山口県,下関市,旧宮崎商館,キュウミヤザキショウカン,,,"登録有形文化財
建造物(産業3次)",建造物,旧宮崎商館,山口県下関市田中町４－１０,,,,,,,,,藤田家,2013-12-24,,,,,,,,,,,,
352012,0000000263,山口県,下関市,住吉神社楼門,スミヨシジンジャロウモン,,,"登録有形文化財
建造物(宗教)",建造物,住吉神社,山口県下関市一の宮住吉一丁目１１番１号,,,,083-256-2656,,,,,住吉神社,2017-10-27,,,,,,,,,,,,
352012,0000000264,山口県,下関市,住吉神社唐門及び透塀,スミヨシジンジャカラモンオヨビスキベイ,,,"登録有形文化財
建造物(宗教)",建造物,住吉神社,山口県下関市一の宮住吉一丁目１１番１号,,,,083-256-2656,,,,,住吉神社,2017-10-27,,,,,,,,,,,,
352012,0000000265,山口県,下関市,赤間神宮水天門及び回廊,アカマジングウスイテンモンオヨビカイロウ,,,"登録有形文化財
建造物(宗教)",建造物,赤間神宮,山口県下関市阿弥陀寺町４-１,,,,083-231-4138,,,,,赤間神宮,2018-11-02,,,,,,,,,,,,
352012,0000000266,山口県,下関市,豊北の漁撈用具,ホウホクノギョロウヨウグ,,,"登録有形文化財
有形民俗文化財（生産・生業）",その他,人類学ミュージアム資料収蔵室,山口県下関市豊北町大字神田上２７７５,,,,083-788-1220,,,,,下関市,2012-03-08,,,,,,,,,,,,
352012,0000000267,山口県,下関市,紙本墨書後陽成天皇宸翰御懐紙,シホンボクショゴヨウゼイテンノウシンカンオンカイシ,,,重要美術品,美術工芸品,住吉神社,山口県下関市一の宮住吉一丁目１１番１号,,,,083-256-2656,,,,,住吉神社,1935-12-23,,,,,,,,,,,,
352012,0000000268,山口県,下関市,紙本墨書霊元天皇宸翰御懐紙,シホンボクショレイゲンテンノウシンカンオンカイシ,,,重要美術品,美術工芸品,住吉神社,山口県下関市一の宮住吉一丁目１１番１号,,,,083-256-2656,,,,,住吉神社,1935-12-23,,,,,,,,,,,,
352012,0000000269,山口県,下関市,手鑑「筆陳」,テカガミ「ヒッチン」,,,重要美術品,美術工芸品,下関市立歴史博物館,山口県下関市長府川端二丁目２番２７号,,,,083-241-1080,,,,,下関市立歴史博物館,1938-10-01,,,,,,,,,,,,
